event time,event
0.0,0.0
7046.9619999999995,6.0
7046.9619999999995,6.0
7046.9619999999995,6.0
7046.9619999999995,6.0
7046.9619999999995,6.0
7046.9619999999995,6.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
8061.102999999999,7.0
9743.589,2.0
9743.589,2.0
9743.589,2.0
9743.589,2.0
9743.589,2.0
13444.777,10.0
13444.777,10.0
13444.777,10.0
13444.777,10.0
13444.777,10.0
15818.546,4.0
15818.546,4.0
15818.546,4.0
15818.546,4.0
15818.546,4.0
15818.546,4.0
15818.546,4.0
20622.047,7.0
20622.047,7.0
20723.569,7.0
20774.321,7.0
20824.05,7.0
20873.89,7.0
20923.939000000002,7.0
20975.114,7.0
21025.688,7.0
21075.742000000002,7.0
21075.742000000002,7.0
21075.742000000002,7.0
21075.742000000002,7.0
21075.742000000002,7.0
21075.742000000002,7.0
21075.742000000002,7.0
21075.742000000002,7.0
21075.742000000002,7.0
21075.742000000002,7.0
21585.886,7.0
34835.602,4.0
34886.331,4.0
34937.185999999994,4.0
34987.740000000005,4.0
35037.86,4.0
35088.726,4.0
43697.130000000005,5.0
43746.986999999994,5.0
43797.735,5.0
43848.376000000004,5.0
43900.738,5.0
48343.987,5.0
48393.845,5.0
48443.627,5.0
48493.644,5.0
48544.752,5.0
49672.829,5.0
49722.843,5.0
49772.814,5.0
49823.335999999996,5.0
49874.0,5.0
49924.536,5.0
49924.536,5.0
49924.536,5.0
49924.536,5.0
50126.012,5.0
50180.865,5.0
51192.843,5.0
51243.282,5.0
51292.734000000004,5.0
51343.55699999999,5.0
51396.047000000006,5.0
51446.015,5.0
51496.986,5.0
51547.958,5.0
51597.928,5.0
51597.928,5.0
51597.928,5.0
53842.0,7.0
53891.976,7.0
53947.94,7.0
53947.94,7.0
53947.94,7.0
53947.94,7.0
53947.94,7.0
53947.94,7.0
53947.94,7.0
53947.94,7.0
53947.94,7.0
54408.693,7.0
54459.448000000004,7.0
54510.151,7.0
54560.512,7.0
54610.448,7.0
54662.248,7.0
81012.51000000001,1.0
81012.51000000001,1.0
81012.51000000001,1.0
81012.51000000001,1.0
91220.365,5.0
91220.365,5.0
91220.365,5.0
91220.365,5.0
91220.365,5.0
91220.365,5.0
97492.234,10.0
97542.396,10.0
97592.04800000001,10.0
97641.818,10.0
97641.818,10.0
97743.49399999999,10.0
