event time,event
0.0,0.0
3927.667,6.0
3927.667,6.0
3927.667,6.0
3927.667,6.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
4941.255,7.0
6175.836,7.0
6229.811,7.0
6280.775000000001,7.0
6330.746999999999,7.0
6382.7210000000005,7.0
6437.688999999999,7.0
6487.66,7.0
6541.627,7.0
6601.592000000001,7.0
6657.088,7.0
6707.058,7.0
6767.027,7.0
6818.235,7.0
6818.235,10.0
6869.201999999999,10.0
6869.201999999999,10.0
6869.201999999999,10.0
6869.201999999999,10.0
6869.201999999999,10.0
7123.068,10.0
7173.04,10.0
7224.0109999999995,10.0
7889.231,2.0
7939.446,2.0
7939.446,2.0
8089.956000000001,2.0
8089.956000000001,2.0
8191.380999999999,2.0
11107.512,4.0
11107.512,4.0
11107.512,4.0
11107.512,4.0
11315.998,4.0
11366.732,4.0
12179.194000000001,4.0
12235.165,4.0
12286.133,4.0
12337.107,4.0
12337.107,4.0
14946.887,7.0
15003.37,7.0
15003.37,7.0
15107.31,7.0
15158.279999999999,7.0
15158.279999999999,7.0
15158.279999999999,7.0
15158.279999999999,7.0
15158.279999999999,7.0
15158.279999999999,7.0
15158.279999999999,7.0
15158.279999999999,7.0
15583.884,7.0
15640.86,7.0
15691.823,7.0
15750.794000000002,7.0
15801.075,7.0
15856.047,7.0
15912.528,7.0
15962.694000000001,7.0
16017.662000000002,7.0
16069.148,7.0
16120.116,7.0
16171.087,7.0
16222.491000000002,7.0
16282.979999999998,7.0
16322.913,7.0
16382.856,7.0
16431.997,7.0
39020.4,5.0
39071.504,5.0
39121.612,5.0
39182.93,5.0
39182.93,5.0
39182.93,5.0
39182.93,5.0
39182.93,5.0
39182.93,5.0
39182.93,5.0
39791.291,5.0
39842.854,5.0
39896.780999999995,5.0
39950.646,5.0
40008.462999999996,5.0
40671.667,5.0
40721.938,5.0
40772.435000000005,5.0
46163.971,4.0
46214.782999999996,4.0
46214.782999999996,4.0
46317.346,4.0
46317.346,4.0
48726.025,4.0
48776.944,4.0
48829.044,4.0
48880.888,4.0
48880.888,4.0
49542.922,4.0
49594.684,4.0
49594.684,4.0
49696.741,4.0
49696.741,4.0
54910.297999999995,4.0
54961.093,4.0
55011.952,4.0
55011.952,4.0
55011.952,4.0
56239.995,4.0
56239.995,4.0
56239.995,4.0
56239.995,4.0
58809.759999999995,5.0
58859.733,5.0
58909.705,5.0
58909.705,5.0
58909.705,5.0
