event time,event
0.0,0.0
3911.2459999999996,6.0
3911.2459999999996,6.0
3911.2459999999996,6.0
3911.2459999999996,6.0
3911.2459999999996,6.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
4927.182,7.0
5893.273,7.0
5944.214,7.0
5994.159,7.0
6045.074,7.0
6096.297,7.0
6146.9839999999995,7.0
6197.053999999999,7.0
6248.956,7.0
6299.536,7.0
6350.674,7.0
6350.674,7.0
6451.782999999999,7.0
6451.782999999999,7.0
6451.782999999999,7.0
6606.626,7.0
6657.291,7.0
6707.360000000001,7.0
6758.345,7.0
6809.297,7.0
6859.224,7.0
6909.259,7.0
6960.319,7.0
7011.883,7.0
7062.284,7.0
7112.669999999999,7.0
7163.147,7.0
7215.513,7.0
7264.196,7.0
7314.425,7.0
7365.454,7.0
7365.454,7.0
7365.454,7.0
7518.532,7.0
7518.532,7.0
7518.532,7.0
7518.532,7.0
7518.532,7.0
7518.532,7.0
7518.532,7.0
8279.675,10.0
8330.387,10.0
8330.387,10.0
8432.665,10.0
8432.665,10.0
8533.695,10.0
10061.877,3.0
10061.877,3.0
10162.52,3.0
10162.52,3.0
10313.338,3.0
10364.17,3.0
10414.33,3.0
16751.057,4.0
16802.207,4.0
16852.074,4.0
16901.809,4.0
16901.809,4.0
16901.809,4.0
20145.669,7.0
20145.669,7.0
20247.041,7.0
20297.212,7.0
20347.603,7.0
20398.093,7.0
20449.68,7.0
20500.717,7.0
20551.284,7.0
20601.089,7.0
20651.281000000003,7.0
20701.323,7.0
20751.569,7.0
20805.639,7.0
20856.911,7.0
20907.25,7.0
20957.259000000002,7.0
21006.956,7.0
21057.116,7.0
21057.116,7.0
21057.116,7.0
21208.684,7.0
21259.497,7.0
21310.052,7.0
21360.045,7.0
21409.953999999998,7.0
24660.261,7.0
24712.185,7.0
24763.518,7.0
24763.518,7.0
24763.518,7.0
24914.190000000002,7.0
24964.191,7.0
25014.135,7.0
25065.715999999997,7.0
25116.938000000002,7.0
25116.938000000002,7.0
25116.938000000002,7.0
25116.938000000002,7.0
25116.938000000002,7.0
25116.938000000002,7.0
25116.938000000002,7.0
25116.938000000002,7.0
25520.351000000002,7.0
25572.143,7.0
25621.903,7.0
25673.924,7.0
25724.94,7.0
25776.262,7.0
25826.964,7.0
25877.690000000002,7.0
25877.690000000002,7.0
25877.690000000002,7.0
26029.191000000003,7.0
26029.191000000003,7.0
26029.191000000003,7.0
26029.191000000003,7.0
26029.191000000003,7.0
26029.191000000003,7.0
26328.966999999997,7.0
26381.386,7.0
26381.386,7.0
26381.386,7.0
26381.386,7.0
26582.771999999997,7.0
26632.652000000002,7.0
26682.825999999997,7.0
26682.825999999997,7.0
26682.825999999997,7.0
26682.825999999997,7.0
26884.306,7.0
26934.276,7.0
26984.571,7.0
27037.648,7.0
27037.648,7.0
27138.847999999998,7.0
27138.847999999998,7.0
27239.801,7.0
27289.527,7.0
27340.209000000003,7.0
27391.515,7.0
27442.624,7.0
27493.637,7.0
27544.429999999997,7.0
27594.564,7.0
27645.237999999998,7.0
27698.318,7.0
27749.244000000002,7.0
27799.243000000002,7.0
27849.636,7.0
27900.148999999998,7.0
27950.105,7.0
28000.274,7.0
28050.985,7.0
28100.566,7.0
28151.025,7.0
28200.786,7.0
28250.69,7.0
28301.006999999998,7.0
28355.167,7.0
28405.377,7.0
28456.206000000002,7.0
28506.427,7.0
28558.104,7.0
28607.754,7.0
28658.015,7.0
28708.642,7.0
28708.642,7.0
28708.642,7.0
28708.642,7.0
28708.642,7.0
28708.642,7.0
29010.049,7.0
29060.689,7.0
29111.12,7.0
29111.12,7.0
29210.616,7.0
29261.068000000003,7.0
47771.225999999995,7.0
47821.247,7.0
47871.206999999995,7.0
47922.206000000006,7.0
47972.162,7.0
48022.236,7.0
48073.15,7.0
48123.320999999996,7.0
48173.691,7.0
48224.371,7.0
48274.56,7.0
48325.173,7.0
48375.137,7.0
48428.12,7.0
