time,angle
0.0,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,0.0
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
5.999,-3.240966796875
2674.852,-3.240966796875
2674.852,-3.240966796875
2674.852,-3.240966796875
2674.852,-3.240966796875
2674.852,-3.240966796875
2674.852,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
2976.982,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
4795.122,-3.240966796875
