"dateTime,""value""";;Time;Value;
9/01/2021;;16:42:54;97;confidence:1}
9/01/2021;;16:43:04;100;confidence:1}
9/01/2021;;16:43:09;102;confidence:1}
9/01/2021;;16:43:14;101;confidence:1}
9/01/2021;;16:43:24;103;confidence:1}
9/01/2021;;16:43:29;105;confidence:1}
9/01/2021;;16:43:44;103;confidence:1}
9/01/2021;;16:43:49;102;confidence:1}
9/01/2021;;16:43:54;101;confidence:1}
9/01/2021;;16:43:59;99;confidence:1}
9/01/2021;;16:44:04;93;confidence:1}
9/01/2021;;16:44:09;95;confidence:1}
9/01/2021;;16:44:14;91;confidence:1}
9/01/2021;;16:44:19;89;confidence:2}
9/01/2021;;16:44:24;91;confidence:2}
9/01/2021;;16:44:29;92;confidence:2}
9/01/2021;;16:44:34;91;confidence:1}
9/01/2021;;16:44:39;85;confidence:1}
9/01/2021;;16:44:44;80;confidence:2}
9/01/2021;;16:44:49;80;confidence:1}
9/01/2021;;16:44:54;82;confidence:2}
9/01/2021;;16:44:59;82;confidence:1}
9/01/2021;;16:45:04;83;confidence:1}
9/01/2021;;16:45:09;85;confidence:1}
9/01/2021;;16:45:14;87;confidence:1}
9/01/2021;;16:45:19;85;confidence:1}
9/01/2021;;16:45:24;82;confidence:1}
9/01/2021;;16:45:29;84;confidence:1}
9/01/2021;;16:45:34;82;confidence:1}
9/01/2021;;16:45:44;80;confidence:1}
9/01/2021;;16:45:54;83;confidence:1}
9/01/2021;;16:45:59;80;confidence:1}
9/01/2021;;16:46:04;81;confidence:1}
9/01/2021;;16:46:09;80;confidence:1}
9/01/2021;;16:46:14;82;confidence:1}
9/01/2021;;16:46:19;81;confidence:1}
9/01/2021;;16:46:24;83;confidence:1}
9/01/2021;;16:46:29;82;confidence:1}
9/01/2021;;16:46:34;83;confidence:1}
9/01/2021;;16:46:39;81;confidence:1}
9/01/2021;;17:35:23;77;confidence:0}
9/01/2021;;18:48:30;65;confidence:0}
9/01/2021;;18:48:40;70;confidence:1}
9/01/2021;;18:48:50;79;confidence:1}
9/01/2021;;18:48:55;78;confidence:1}
9/01/2021;;18:49:00;80;confidence:1}
9/01/2021;;18:49:05;81;confidence:1}
9/01/2021;;18:49:10;76;confidence:1}
9/01/2021;;18:49:20;78;confidence:1}
9/01/2021;;18:49:25;76;confidence:1}
9/01/2021;;18:49:30;79;confidence:1}
9/01/2021;;18:49:40;80;confidence:1}
9/01/2021;;18:49:45;79;confidence:1}
9/01/2021;;18:49:55;77;confidence:1}
9/01/2021;;18:50:00;75;confidence:1}
9/01/2021;;18:50:05;73;confidence:2}
9/01/2021;;18:50:10;74;confidence:2}
9/01/2021;;18:50:15;73;confidence:2}
9/01/2021;;18:50:20;73;confidence:1}
9/01/2021;;18:50:30;72;confidence:1}
9/01/2021;;18:50:35;75;confidence:1}
9/01/2021;;18:50:40;72;confidence:1}
9/01/2021;;18:50:50;70;confidence:2}
9/01/2021;;18:50:55;71;confidence:2}
9/01/2021;;18:51:00;70;confidence:3}
9/01/2021;;18:51:15;71;confidence:3}
9/01/2021;;18:51:25;73;confidence:2}
9/01/2021;;18:51:30;73;confidence:2}
9/01/2021;;18:51:40;71;confidence:3}
9/01/2021;;18:51:45;68;confidence:3}
9/01/2021;;18:51:50;70;confidence:2}
9/01/2021;;18:51:55;72;confidence:1}
9/01/2021;;18:52:00;72;confidence:3}
9/01/2021;;18:52:05;71;confidence:3}
9/01/2021;;18:52:10;70;confidence:3}
9/01/2021;;18:52:15;72;confidence:2}
9/01/2021;;18:52:20;73;confidence:3}
9/01/2021;;18:52:25;74;confidence:1}
9/01/2021;;18:52:35;75;confidence:1}
9/01/2021;;18:52:40;78;confidence:3}
9/01/2021;;18:52:45;76;confidence:1}
9/01/2021;;18:52:50;74;confidence:1}
9/01/2021;;18:52:55;73;confidence:1}
9/01/2021;;18:53:05;72;confidence:2}
9/01/2021;;18:53:15;73;confidence:1}
9/01/2021;;18:53:25;75;confidence:1}
9/01/2021;;18:53:30;76;confidence:1}
9/01/2021;;18:53:40;76;confidence:2}
9/01/2021;;18:53:45;74;confidence:2}
9/01/2021;;18:53:55;74;confidence:1}
9/01/2021;;18:54:01;74;confidence:1}
9/01/2021;;18:54:06;74;confidence:2}
9/01/2021;;18:54:21;74;confidence:2}
9/01/2021;;18:54:36;74;confidence:2}
9/01/2021;;18:54:46;75;confidence:2}
9/01/2021;;18:54:56;74;confidence:2}
9/01/2021;;18:55:06;72;confidence:2}
9/01/2021;;18:55:16;69;confidence:2}
9/01/2021;;18:55:21;70;confidence:2}
9/01/2021;;18:55:31;72;confidence:2}
9/01/2021;;18:55:36;73;confidence:2}
9/01/2021;;18:55:46;74;confidence:2}
9/01/2021;;18:56:01;75;confidence:2}
9/01/2021;;18:56:06;78;confidence:2}
9/01/2021;;18:56:11;79;confidence:2}
9/01/2021;;18:56:21;78;confidence:2}
9/01/2021;;18:56:26;77;confidence:2}
9/01/2021;;18:56:41;76;confidence:2}
9/01/2021;;18:56:56;75;confidence:2}
9/01/2021;;18:57:01;72;confidence:2}
9/01/2021;;18:57:11;71;confidence:2}
9/01/2021;;18:57:21;73;confidence:2}
9/01/2021;;18:57:26;75;confidence:2}
9/01/2021;;18:57:41;75;confidence:2}
9/01/2021;;18:57:46;76;confidence:2}
9/01/2021;;18:57:51;77;confidence:2}
9/01/2021;;18:58:06;76;confidence:2}
9/01/2021;;18:58:11;76;confidence:2}
9/01/2021;;18:58:21;75;confidence:2}
9/01/2021;;18:58:26;73;confidence:3}
9/01/2021;;18:58:31;72;confidence:2}
9/01/2021;;18:58:41;73;confidence:1}
9/01/2021;;18:58:46;75;confidence:1}
9/01/2021;;18:58:51;75;confidence:2}
9/01/2021;;18:58:56;74;confidence:2}
9/01/2021;;18:59:01;73;confidence:3}
9/01/2021;;18:59:06;70;confidence:3}
9/01/2021;;18:59:11;69;confidence:3}
9/01/2021;;18:59:16;70;confidence:3}
9/01/2021;;18:59:21;71;confidence:3}
9/01/2021;;18:59:36;71;confidence:3}
9/01/2021;;18:59:41;72;confidence:3}
9/01/2021;;18:59:46;72;confidence:2}
9/01/2021;;18:59:51;71;confidence:3}
9/01/2021;;18:59:56;70;confidence:3}
9/01/2021;;19:00:06;72;confidence:3}
9/01/2021;;19:00:11;71;confidence:2}
9/01/2021;;19:00:16;72;confidence:2}
9/01/2021;;19:00:21;74;confidence:2}
9/01/2021;;19:00:36;74;confidence:2}
9/01/2021;;19:00:46;73;confidence:2}
9/01/2021;;19:01:01;72;confidence:2}
9/01/2021;;19:01:06;71;confidence:2}
9/01/2021;;19:01:11;72;confidence:2}
9/01/2021;;19:01:16;72;confidence:1}
9/01/2021;;19:01:21;74;confidence:2}
9/01/2021;;19:01:26;75;confidence:2}
9/01/2021;;19:01:36;75;confidence:1}
9/01/2021;;19:01:41;75;confidence:2}
9/01/2021;;19:01:56;75;confidence:2}
9/01/2021;;19:02:01;74;confidence:2}
9/01/2021;;19:02:11;75;confidence:2}
9/01/2021;;19:02:26;74;confidence:2}
9/01/2021;;19:02:31;70;confidence:3}
9/01/2021;;19:02:36;69;confidence:3}
9/01/2021;;19:02:41;69;confidence:2}
9/01/2021;;19:02:56;69;confidence:2}
9/01/2021;;19:03:01;72;confidence:3}
9/01/2021;;19:03:06;73;confidence:3}
9/01/2021;;19:03:21;75;confidence:3}
9/01/2021;;19:03:36;74;confidence:3}
9/01/2021;;19:03:46;73;confidence:3}
9/01/2021;;19:03:51;73;confidence:2}
9/01/2021;;19:03:56;73;confidence:3}
9/01/2021;;19:04:06;72;confidence:3}
9/01/2021;;19:04:21;72;confidence:2}
9/01/2021;;19:04:36;73;confidence:3}
9/01/2021;;19:04:41;75;confidence:3}
9/01/2021;;19:04:46;77;confidence:3}
9/01/2021;;19:04:51;78;confidence:2}
9/01/2021;;19:05:06;78;confidence:2}
9/01/2021;;19:05:11;78;confidence:2}
9/01/2021;;19:05:21;77;confidence:2}
9/01/2021;;19:05:26;73;confidence:2}
9/01/2021;;19:05:36;70;confidence:2}
9/01/2021;;19:05:41;74;confidence:3}
9/01/2021;;19:05:46;73;confidence:3}
9/01/2021;;19:05:51;73;confidence:2}
9/01/2021;;19:05:56;71;confidence:2}
9/01/2021;;19:06:11;72;confidence:2}
9/01/2021;;19:06:16;73;confidence:2}
9/01/2021;;19:06:21;74;confidence:2}
9/01/2021;;19:06:36;75;confidence:2}
9/01/2021;;19:06:46;76;confidence:2}
9/01/2021;;19:07:01;77;confidence:2}
9/01/2021;;19:07:16;77;confidence:2}
9/01/2021;;19:07:21;79;confidence:2}
9/01/2021;;19:07:26;78;confidence:2}
9/01/2021;;19:07:31;76;confidence:2}
9/01/2021;;19:07:36;74;confidence:2}
9/01/2021;;19:07:41;71;confidence:2}
9/01/2021;;19:07:46;70;confidence:2}
9/01/2021;;19:07:51;71;confidence:2}
9/01/2021;;19:08:06;71;confidence:2}
9/01/2021;;19:08:11;72;confidence:2}
9/01/2021;;19:08:16;73;confidence:2}
9/01/2021;;19:08:26;74;confidence:2}
9/01/2021;;19:08:31;75;confidence:2}
9/01/2021;;19:08:36;74;confidence:2}
9/01/2021;;19:08:51;75;confidence:2}
9/01/2021;;19:08:56;72;confidence:2}
9/01/2021;;19:09:01;71;confidence:3}
9/01/2021;;19:09:06;70;confidence:2}
9/01/2021;;19:09:11;71;confidence:2}
9/01/2021;;19:09:26;71;confidence:2}
9/01/2021;;19:09:36;70;confidence:2}
9/01/2021;;19:09:51;70;confidence:2}
9/01/2021;;19:10:06;70;confidence:1}
9/01/2021;;19:10:11;71;confidence:1}
9/01/2021;;19:10:16;72;confidence:1}
9/01/2021;;19:10:21;73;confidence:1}
9/01/2021;;19:10:31;75;confidence:1}
9/01/2021;;19:10:36;76;confidence:2}
9/01/2021;;19:10:41;77;confidence:2}
9/01/2021;;19:10:46;78;confidence:2}
9/01/2021;;19:11:01;77;confidence:2}
9/01/2021;;19:11:06;76;confidence:2}
9/01/2021;;19:11:16;75;confidence:2}
9/01/2021;;19:11:21;76;confidence:2}
9/01/2021;;19:11:26;77;confidence:2}
9/01/2021;;19:11:31;77;confidence:1}
9/01/2021;;19:11:46;78;confidence:1}
9/01/2021;;19:11:51;79;confidence:1}
9/01/2021;;19:12:06;80;confidence:1}
9/01/2021;;19:12:11;79;confidence:1}
9/01/2021;;19:12:16;80;confidence:1}
9/01/2021;;19:12:21;81;confidence:1}
9/01/2021;;19:12:26;82;confidence:1}
9/01/2021;;19:12:31;81;confidence:1}
9/01/2021;;19:12:36;83;confidence:1}
9/01/2021;;19:12:41;84;confidence:1}
9/01/2021;;19:12:51;82;confidence:2}
9/01/2021;;19:12:56;80;confidence:2}
9/01/2021;;19:13:01;78;confidence:3}
9/01/2021;;19:13:06;75;confidence:3}
9/01/2021;;19:13:11;74;confidence:2}
9/01/2021;;19:13:16;71;confidence:2}
9/01/2021;;19:13:21;70;confidence:1}
9/01/2021;;19:13:31;73;confidence:1}
9/01/2021;;19:13:36;76;confidence:1}
9/01/2021;;19:13:51;77;confidence:1}
9/01/2021;;19:14:06;76;confidence:1}
9/01/2021;;19:14:11;77;confidence:1}
9/01/2021;;19:14:16;79;confidence:1}
9/01/2021;;19:14:26;79;confidence:2}
9/01/2021;;19:14:31;78;confidence:2}
9/01/2021;;19:14:36;77;confidence:1}
9/01/2021;;19:14:46;79;confidence:1}
9/01/2021;;19:14:51;78;confidence:1}
9/01/2021;;19:14:56;78;confidence:2}
9/01/2021;;19:15:01;77;confidence:1}
9/01/2021;;19:15:11;78;confidence:1}
9/01/2021;;19:15:16;79;confidence:1}
9/01/2021;;19:15:21;80;confidence:1}
9/01/2021;;19:15:26;79;confidence:1}
9/01/2021;;19:15:31;80;confidence:2}
9/01/2021;;19:15:36;81;confidence:2}
9/01/2021;;19:15:41;79;confidence:1}
9/01/2021;;19:15:46;77;confidence:1}
9/01/2021;;19:16:01;79;confidence:1}
9/01/2021;;19:16:11;80;confidence:1}
9/01/2021;;19:16:16;78;confidence:1}
9/01/2021;;19:16:21;77;confidence:1}
9/01/2021;;19:16:31;81;confidence:1}
9/01/2021;;19:16:36;77;confidence:2}
9/01/2021;;19:16:41;79;confidence:2}
9/01/2021;;19:16:46;79;confidence:1}
9/01/2021;;19:16:51;76;confidence:1}
9/01/2021;;19:16:56;77;confidence:1}
9/01/2021;;19:17:06;79;confidence:1}
9/01/2021;;19:17:11;80;confidence:1}
9/01/2021;;19:17:16;79;confidence:1}
9/01/2021;;19:17:21;80;confidence:1}
9/01/2021;;19:17:26;80;confidence:3}
9/01/2021;;19:17:31;79;confidence:3}
9/01/2021;;19:17:36;77;confidence:3}
9/01/2021;;19:17:41;73;confidence:3}
9/01/2021;;19:17:46;72;confidence:2}
9/01/2021;;19:18:01;72;confidence:2}
9/01/2021;;19:18:06;72;confidence:1}
9/01/2021;;19:18:16;73;confidence:1}
9/01/2021;;19:18:21;75;confidence:1}
9/01/2021;;19:18:36;76;confidence:1}
9/01/2021;;19:18:41;77;confidence:1}
9/01/2021;;19:18:46;78;confidence:1}
9/01/2021;;19:18:51;79;confidence:1}
9/01/2021;;19:19:01;78;confidence:1}
9/01/2021;;19:19:06;75;confidence:1}
9/01/2021;;19:19:11;76;confidence:1}
9/01/2021;;19:19:16;75;confidence:1}
9/01/2021;;19:19:21;77;confidence:1}
9/01/2021;;19:19:31;80;confidence:1}
9/01/2021;;19:19:36;82;confidence:1}
9/01/2021;;19:19:46;83;confidence:1}
9/01/2021;;19:20:01;84;confidence:1}
9/01/2021;;19:20:06;83;confidence:1}
9/01/2021;;19:20:11;82;confidence:3}
9/01/2021;;19:20:16;81;confidence:2}
9/01/2021;;19:20:21;77;confidence:1}
9/01/2021;;19:20:26;76;confidence:1}
9/01/2021;;19:20:31;77;confidence:1}
9/01/2021;;19:20:36;78;confidence:2}
9/01/2021;;19:20:41;78;confidence:1}
9/01/2021;;19:20:46;77;confidence:1}
9/01/2021;;19:20:56;76;confidence:1}
9/01/2021;;19:21:01;78;confidence:1}
9/01/2021;;19:21:06;77;confidence:1}
9/01/2021;;19:21:11;76;confidence:2}
9/01/2021;;19:21:16;76;confidence:1}
9/01/2021;;19:21:21;73;confidence:1}
9/01/2021;;19:21:26;76;confidence:1}
9/01/2021;;19:21:31;78;confidence:1}
9/01/2021;;19:21:36;80;confidence:1}
9/01/2021;;19:21:41;82;confidence:1}
9/01/2021;;19:21:46;83;confidence:1}
9/01/2021;;19:21:51;85;confidence:1}
9/01/2021;;19:21:56;86;confidence:1}
9/01/2021;;19:22:01;84;confidence:1}
9/01/2021;;19:22:06;83;confidence:1}
9/01/2021;;19:22:11;81;confidence:1}
9/01/2021;;19:22:16;82;confidence:1}
9/01/2021;;19:22:26;81;confidence:1}
9/01/2021;;19:22:31;84;confidence:1}
9/01/2021;;19:22:36;80;confidence:1}
9/01/2021;;19:22:46;79;confidence:1}
9/01/2021;;19:22:51;78;confidence:1}
9/01/2021;;19:22:56;79;confidence:1}
9/01/2021;;19:23:06;76;confidence:1}
9/01/2021;;19:23:11;77;confidence:1}
9/01/2021;;19:23:16;79;confidence:1}
9/01/2021;;19:23:26;83;confidence:1}
9/01/2021;;19:23:31;82;confidence:1}
9/01/2021;;19:23:36;80;confidence:3}
9/01/2021;;19:23:41;79;confidence:3}
9/01/2021;;19:23:46;77;confidence:2}
9/01/2021;;19:23:51;76;confidence:1}
9/01/2021;;19:24:01;78;confidence:1}
9/01/2021;;19:24:11;79;confidence:1}
9/01/2021;;19:24:16;80;confidence:1}
9/01/2021;;19:24:21;81;confidence:1}
9/01/2021;;19:24:36;82;confidence:1}
9/01/2021;;19:24:41;83;confidence:1}
9/01/2021;;19:24:46;83;confidence:2}
9/01/2021;;19:24:51;80;confidence:1}
9/01/2021;;19:24:56;78;confidence:1}
9/01/2021;;19:25:01;80;confidence:1}
9/01/2021;;19:25:06;81;confidence:1}
9/01/2021;;19:25:11;77;confidence:2}
9/01/2021;;19:25:16;75;confidence:2}
9/01/2021;;19:25:21;74;confidence:1}
9/01/2021;;19:25:26;73;confidence:1}
9/01/2021;;19:25:31;77;confidence:1}
9/01/2021;;19:25:36;78;confidence:1}
9/01/2021;;19:25:41;76;confidence:1}
9/01/2021;;19:25:46;77;confidence:1}
9/01/2021;;19:25:51;75;confidence:1}
9/01/2021;;19:25:56;77;confidence:1}
9/01/2021;;19:26:06;78;confidence:1}
9/01/2021;;19:26:11;80;confidence:1}
9/01/2021;;19:26:16;79;confidence:1}
9/01/2021;;19:26:21;82;confidence:1}
9/01/2021;;19:26:26;81;confidence:1}
9/01/2021;;19:26:31;80;confidence:1}
9/01/2021;;19:26:41;81;confidence:1}
9/01/2021;;19:26:46;80;confidence:1}
9/01/2021;;19:26:51;79;confidence:1}
9/01/2021;;19:26:56;80;confidence:1}
9/01/2021;;19:27:06;81;confidence:1}
9/01/2021;;19:27:11;80;confidence:1}
9/01/2021;;19:27:16;82;confidence:1}
9/01/2021;;19:27:21;79;confidence:1}
9/01/2021;;19:27:26;81;confidence:1}
9/01/2021;;19:27:31;77;confidence:1}
9/01/2021;;19:27:36;78;confidence:1}
9/01/2021;;19:27:41;76;confidence:1}
9/01/2021;;19:27:46;75;confidence:1}
9/01/2021;;19:27:51;77;confidence:1}
9/01/2021;;19:27:56;76;confidence:1}
9/01/2021;;19:28:01;77;confidence:2}
9/01/2021;;19:28:06;76;confidence:2}
9/01/2021;;19:28:11;77;confidence:2}
9/01/2021;;19:28:16;76;confidence:2}
9/01/2021;;19:28:21;77;confidence:1}
9/01/2021;;19:28:26;78;confidence:1}
9/01/2021;;19:28:31;79;confidence:1}
9/01/2021;;19:28:36;80;confidence:1}
9/01/2021;;19:28:41;81;confidence:1}
9/01/2021;;19:28:46;82;confidence:1}
9/01/2021;;19:28:51;83;confidence:1}
9/01/2021;;19:28:56;85;confidence:1}
9/01/2021;;19:29:01;84;confidence:1}
9/01/2021;;19:29:06;85;confidence:1}
9/01/2021;;19:29:16;82;confidence:1}
9/01/2021;;19:29:21;85;confidence:1}
9/01/2021;;19:29:26;84;confidence:1}
9/01/2021;;19:29:31;85;confidence:2}
9/01/2021;;19:29:36;80;confidence:2}
9/01/2021;;19:29:41;76;confidence:2}
9/01/2021;;19:29:46;78;confidence:2}
9/01/2021;;19:29:51;75;confidence:3}
9/01/2021;;19:29:56;70;confidence:1}
9/01/2021;;19:30:01;71;confidence:1}
9/01/2021;;19:30:06;76;confidence:1}
9/01/2021;;19:30:11;77;confidence:1}
9/01/2021;;19:30:16;79;confidence:1}
9/01/2021;;19:30:21;80;confidence:1}
9/01/2021;;19:30:31;81;confidence:1}
9/01/2021;;19:30:36;82;confidence:1}
9/01/2021;;19:30:41;81;confidence:1}
9/01/2021;;19:30:51;80;confidence:1}
9/01/2021;;19:30:56;82;confidence:1}
9/01/2021;;19:31:06;83;confidence:1}
9/01/2021;;19:31:16;82;confidence:1}
9/01/2021;;19:31:26;81;confidence:1}
9/01/2021;;19:31:31;80;confidence:1}
9/01/2021;;19:31:36;81;confidence:1}
9/01/2021;;19:31:41;83;confidence:1}
9/01/2021;;19:31:46;82;confidence:1}
9/01/2021;;19:31:51;84;confidence:1}
9/01/2021;;19:31:56;86;confidence:1}
9/01/2021;;19:32:01;87;confidence:1}
9/01/2021;;19:32:06;85;confidence:1}
9/01/2021;;19:32:11;84;confidence:1}
9/01/2021;;19:32:16;83;confidence:1}
9/01/2021;;19:32:21;82;confidence:1}
9/01/2021;;19:32:26;77;confidence:2}
9/01/2021;;19:32:31;76;confidence:2}
9/01/2021;;19:32:36;77;confidence:2}
9/01/2021;;19:32:41;72;confidence:3}
9/01/2021;;19:32:46;74;confidence:2}
9/01/2021;;19:32:51;76;confidence:2}
9/01/2021;;19:32:56;78;confidence:1}
9/01/2021;;19:33:01;77;confidence:1}
9/01/2021;;19:33:11;76;confidence:3}
9/01/2021;;19:33:16;73;confidence:1}
9/01/2021;;19:33:31;73;confidence:1}
9/01/2021;;19:33:36;71;confidence:3}
9/01/2021;;19:33:41;70;confidence:3}
9/01/2021;;19:33:46;72;confidence:3}
9/01/2021;;19:33:56;73;confidence:2}
9/01/2021;;19:34:01;74;confidence:1}
9/01/2021;;19:34:06;74;confidence:2}
9/01/2021;;19:34:11;75;confidence:1}
9/01/2021;;19:34:21;78;confidence:1}
9/01/2021;;19:34:26;79;confidence:1}
9/01/2021;;19:34:31;80;confidence:1}
9/01/2021;;19:34:36;79;confidence:1}
9/01/2021;;19:34:41;78;confidence:3}
9/01/2021;;19:34:46;76;confidence:3}
9/01/2021;;19:34:51;74;confidence:3}
9/01/2021;;19:34:56;74;confidence:1}
9/01/2021;;19:35:06;72;confidence:1}
9/01/2021;;19:35:11;72;confidence:3}
9/01/2021;;19:35:16;73;confidence:1}
9/01/2021;;19:35:21;74;confidence:1}
9/01/2021;;19:35:26;76;confidence:1}
9/01/2021;;19:35:31;73;confidence:1}
9/01/2021;;19:35:41;73;confidence:2}
9/01/2021;;19:35:46;75;confidence:3}
9/01/2021;;19:35:51;76;confidence:2}
9/01/2021;;19:36:06;76;confidence:2}
9/01/2021;;19:36:11;78;confidence:2}
9/01/2021;;19:36:16;79;confidence:2}
9/01/2021;;19:36:21;79;confidence:1}
9/01/2021;;19:36:26;81;confidence:1}
9/01/2021;;19:36:36;81;confidence:2}
9/01/2021;;19:36:41;79;confidence:1}
9/01/2021;;19:36:51;79;confidence:2}
9/01/2021;;19:36:56;79;confidence:1}
9/01/2021;;19:37:01;78;confidence:1}
9/01/2021;;19:37:06;79;confidence:2}
9/01/2021;;19:37:11;80;confidence:2}
9/01/2021;;19:37:16;80;confidence:1}
9/01/2021;;19:37:21;81;confidence:1}
9/01/2021;;19:37:31;80;confidence:1}
9/01/2021;;19:37:36;79;confidence:1}
9/01/2021;;19:37:41;77;confidence:1}
9/01/2021;;19:37:46;75;confidence:1}
9/01/2021;;19:37:51;76;confidence:1}
9/01/2021;;19:38:01;77;confidence:1}
9/01/2021;;19:38:06;78;confidence:2}
9/01/2021;;19:38:11;79;confidence:2}
9/01/2021;;19:38:16;78;confidence:2}
9/01/2021;;19:38:21;77;confidence:1}
9/01/2021;;19:38:26;75;confidence:2}
9/01/2021;;19:38:41;75;confidence:1}
9/01/2021;;19:38:51;76;confidence:1}
9/01/2021;;19:38:56;76;confidence:2}
9/01/2021;;19:39:11;77;confidence:2}
9/01/2021;;19:39:21;76;confidence:2}
9/01/2021;;19:39:26;74;confidence:3}
9/01/2021;;19:39:31;72;confidence:2}
9/01/2021;;19:39:41;73;confidence:2}
9/01/2021;;19:39:46;72;confidence:1}
9/01/2021;;19:39:51;73;confidence:1}
9/01/2021;;19:39:56;74;confidence:3}
9/01/2021;;19:40:11;73;confidence:3}
9/01/2021;;19:40:16;72;confidence:3}
9/01/2021;;19:40:21;73;confidence:3}
9/01/2021;;19:40:26;72;confidence:3}
9/01/2021;;19:40:31;73;confidence:3}
9/01/2021;;19:40:36;74;confidence:3}
9/01/2021;;19:40:41;75;confidence:1}
9/01/2021;;19:40:51;78;confidence:1}
9/01/2021;;19:40:56;82;confidence:1}
9/01/2021;;19:41:01;81;confidence:1}
9/01/2021;;19:41:06;83;confidence:1}
9/01/2021;;19:41:11;82;confidence:1}
9/01/2021;;19:41:16;78;confidence:1}
9/01/2021;;19:41:21;73;confidence:1}
9/01/2021;;19:41:36;75;confidence:1}
9/01/2021;;19:41:42;77;confidence:0}
9/01/2021;;19:41:47;78;confidence:0}
9/01/2021;;19:41:52;81;confidence:0}
9/01/2021;;19:41:57;86;confidence:1}
9/01/2021;;19:42:02;88;confidence:1}
9/01/2021;;19:42:12;89;confidence:1}
9/01/2021;;19:42:22;90;confidence:0}
9/01/2021;;19:42:37;90;confidence:1}
9/01/2021;;19:42:42;89;confidence:1}
9/01/2021;;19:42:47;85;confidence:1}
9/01/2021;;19:42:52;82;confidence:1}
9/01/2021;;19:42:57;73;confidence:2}
9/01/2021;;19:43:02;71;confidence:1}
9/01/2021;;19:43:12;73;confidence:1}
9/01/2021;;19:43:17;72;confidence:2}
9/01/2021;;19:43:22;72;confidence:3}
9/01/2021;;19:43:27;71;confidence:1}
9/01/2021;;19:43:32;70;confidence:1}
9/01/2021;;19:43:42;71;confidence:2}
9/01/2021;;19:43:47;73;confidence:2}
9/01/2021;;19:43:52;72;confidence:2}
9/01/2021;;19:43:57;69;confidence:2}
9/01/2021;;19:44:02;69;confidence:3}
9/01/2021;;19:44:12;69;confidence:2}
9/01/2021;;19:44:17;70;confidence:2}
9/01/2021;;19:44:22;72;confidence:1}
9/01/2021;;19:44:27;74;confidence:1}
9/01/2021;;19:44:32;71;confidence:1}
9/01/2021;;19:44:37;70;confidence:1}
9/01/2021;;19:44:42;72;confidence:1}
9/01/2021;;19:44:52;71;confidence:1}
9/01/2021;;19:44:57;70;confidence:1}
9/01/2021;;19:45:02;70;confidence:1}
9/01/2021;;19:45:17;71;confidence:1}
9/01/2021;;19:45:32;72;confidence:1}
9/01/2021;;19:45:42;69;confidence:1}
9/01/2021;;19:45:47;67;confidence:1}
9/01/2021;;19:45:57;71;confidence:1}
9/01/2021;;19:46:02;69;confidence:1}
9/01/2021;;19:46:07;68;confidence:1}
9/01/2021;;19:46:12;67;confidence:1}
9/01/2021;;19:46:17;70;confidence:1}
9/01/2021;;19:46:32;70;confidence:1}
9/01/2021;;19:46:37;71;confidence:1}
9/01/2021;;19:46:42;72;confidence:1}
9/01/2021;;19:46:52;72;confidence:2}
9/01/2021;;19:47:07;72;confidence:2}
9/01/2021;;19:47:22;72;confidence:2}
9/01/2021;;19:47:27;70;confidence:3}
9/01/2021;;19:47:37;71;confidence:3}
9/01/2021;;19:47:42;73;confidence:3}
9/01/2021;;19:47:47;73;confidence:2}
9/01/2021;;19:47:52;72;confidence:3}
9/01/2021;;19:48:02;72;confidence:2}
9/01/2021;;19:48:07;71;confidence:2}
9/01/2021;;19:48:12;71;confidence:3}
9/01/2021;;19:48:27;71;confidence:2}
9/01/2021;;19:48:37;71;confidence:3}
9/01/2021;;19:48:52;73;confidence:3}
9/01/2021;;19:48:57;74;confidence:3}
9/01/2021;;19:49:02;73;confidence:3}
9/01/2021;;19:49:07;74;confidence:3}
9/01/2021;;19:49:12;75;confidence:3}
9/01/2021;;19:49:17;74;confidence:3}
9/01/2021;;19:49:22;73;confidence:3}
9/01/2021;;19:49:27;72;confidence:3}
9/01/2021;;19:49:32;71;confidence:3}
9/01/2021;;19:49:37;72;confidence:3}
9/01/2021;;19:49:52;72;confidence:3}
9/01/2021;;19:50:02;72;confidence:1}
9/01/2021;;19:50:17;71;confidence:1}
9/01/2021;;19:50:22;70;confidence:1}
9/01/2021;;19:50:32;71;confidence:1}
9/01/2021;;19:50:37;75;confidence:1}
9/01/2021;;19:50:42;77;confidence:1}
9/01/2021;;19:50:47;79;confidence:1}
9/01/2021;;19:50:57;79;confidence:3}
9/01/2021;;19:51:02;77;confidence:3}
9/01/2021;;19:51:07;75;confidence:3}
9/01/2021;;19:51:12;72;confidence:2}
9/01/2021;;19:51:22;73;confidence:2}
9/01/2021;;19:51:27;73;confidence:3}
9/01/2021;;19:51:37;72;confidence:3}
9/01/2021;;19:51:42;71;confidence:3}
9/01/2021;;19:51:52;71;confidence:2}
9/01/2021;;19:52:02;73;confidence:1}
9/01/2021;;19:52:07;73;confidence:1}
9/01/2021;;19:52:12;75;confidence:1}
9/01/2021;;19:52:17;77;confidence:1}
9/01/2021;;19:52:22;75;confidence:1}
9/01/2021;;19:52:27;74;confidence:2}
9/01/2021;;19:52:32;71;confidence:1}
9/01/2021;;19:52:47;71;confidence:1}
9/01/2021;;19:52:52;73;confidence:1}
9/01/2021;;19:52:57;75;confidence:1}
9/01/2021;;19:53:02;74;confidence:3}
