event time,event
0.0,0.0
2674.852,6.0
2674.852,6.0
2674.852,6.0
2674.852,6.0
2674.852,6.0
2674.852,6.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
4795.122,7.0
7318.985,10.0
7318.985,10.0
7318.985,10.0
7318.985,10.0
7318.985,10.0
7318.985,10.0
10347.551,3.0
10347.551,3.0
10600.154,3.0
10600.154,3.0
10600.154,3.0
15193.118999999999,5.0
15193.118999999999,5.0
15193.118999999999,5.0
15193.118999999999,5.0
15193.118999999999,5.0
16957.156000000003,4.0
16957.156000000003,4.0
16957.156000000003,4.0
16957.156000000003,4.0
17713.105,4.0
17713.105,4.0
17713.105,4.0
17713.105,4.0
30827.254,5.0
30827.254,5.0
30827.254,5.0
32944.528,4.0
32944.528,4.0
32944.528,4.0
32944.528,4.0
