time,throttle
0.0,0.0
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
0.9990000000000001,-0.999969482421875
1012.494,-0.999969482421875
1012.494,-0.999969482421875
1012.494,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
1163.514,-0.999969482421875
2799.527,-0.999969482421875
2849.1240000000003,-0.999969482421875
2899.816,-0.999969482421875
2950.48,-0.999969482421875
3000.634,-0.999969482421875
3051.237,-0.999969482421875
3101.174,-0.999969482421875
3152.331,-0.999969482421875
3152.331,-0.999969482421875
3152.331,-0.999969482421875
3152.331,-0.999969482421875
