event time,event
0.0,0.0
331.309,6.0
331.309,6.0
331.309,6.0
331.309,6.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
2822.0209999999997,7.0
4861.615,10.0
4861.615,10.0
4861.615,10.0
4861.615,10.0
4861.615,10.0
4861.615,10.0
4861.615,10.0
6641.398,3.0
6641.398,3.0
6641.398,3.0
6893.222,3.0
6893.222,3.0
14359.267,4.0
14359.267,4.0
14359.267,4.0
14359.267,4.0
14359.267,4.0
