time,throttle
0.0,0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
0.969,-0.0
1418.269,-0.999969482421875
1418.269,-0.999969482421875
1418.269,-0.999969482421875
1418.269,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
1621.615,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
2988.6279999999997,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
3953.462,-0.999969482421875
4971.849,-0.999969482421875
4971.849,-0.999969482421875
4971.849,-0.999969482421875
4971.849,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
5174.944,-0.999969482421875
7313.495,-0.999969482421875
7313.495,-0.999969482421875
7313.495,-0.999969482421875
7313.495,-0.999969482421875
7515.601000000001,-0.999969482421875
7515.601000000001,-0.999969482421875
7617.904,-0.999969482421875
7617.904,-0.999969482421875
7617.904,-0.999969482421875
7617.904,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
7819.865,-0.999969482421875
8838.006,-0.999969482421875
8889.797,-0.999969482421875
8940.12,-0.999969482421875
8991.146,-0.999969482421875
9041.844,-0.999969482421875
9041.844,-0.999969482421875
9041.844,-0.999969482421875
9041.844,-0.999969482421875
9041.844,-0.999969482421875
9041.844,-0.999969482421875
9041.844,-0.999969482421875
9041.844,-0.999969482421875
9453.476999999999,-0.999969482421875
9453.476999999999,-0.999969482421875
9453.476999999999,-0.999969482421875
9453.476999999999,-0.999969482421875
9453.476999999999,-0.999969482421875
9707.216,-0.999969482421875
9707.216,-0.999969482421875
9707.216,-0.999969482421875
9707.216,-0.999969482421875
9707.216,-0.999969482421875
9707.216,-0.999969482421875
9707.216,-0.999969482421875
9707.216,-0.999969482421875
9707.216,-0.999969482421875
9707.216,-0.999969482421875
9707.216,-0.999969482421875
9707.216,-0.999969482421875
9707.216,-0.999969482421875
9707.216,-0.999969482421875
9707.216,-0.999969482421875
10468.235,-0.999969482421875
10521.029999999999,-0.999969482421875
10571.913,-0.999969482421875
10571.913,-0.999969482421875
10672.219000000001,-0.999969482421875
10723.636,-0.999969482421875
10774.285000000002,-0.999969482421875
10824.607,-0.999969482421875
10874.148,-0.999969482421875
10931.993,-0.999969482421875
10983.217,-0.999969482421875
10983.217,-0.999969482421875
10983.217,-0.999969482421875
11133.301,-0.999969482421875
11133.301,-0.999969482421875
11133.301,-0.999969482421875
11133.301,-0.999969482421875
11348.079,-0.999969482421875
11399.061,-0.999969482421875
11399.061,-0.999969482421875
11399.061,-0.999969482421875
11399.061,-0.999969482421875
11600.896999999999,-0.999969482421875
11651.077000000001,-0.999969482421875
11651.077000000001,-0.999969482421875
11651.077000000001,-0.999969482421875
11651.077000000001,-0.999969482421875
11651.077000000001,-0.999969482421875
11651.077000000001,-0.999969482421875
11651.077000000001,-0.999969482421875
12021.756,-0.999969482421875
12021.756,-0.999969482421875
12021.756,-0.999969482421875
12021.756,-0.999969482421875
12021.756,-0.999969482421875
12021.756,-0.999969482421875
12021.756,-0.999969482421875
12021.756,-0.999969482421875
12021.756,-0.999969482421875
12021.756,-0.999969482421875
12021.756,-0.999969482421875
12021.756,-0.999969482421875
12021.756,-0.999969482421875
12679.614000000001,-0.999969482421875
12730.026,-0.999969482421875
12780.715,-0.999969482421875
12831.868,-0.999969482421875
12831.868,-0.999969482421875
12831.868,-0.999969482421875
12831.868,-0.999969482421875
12831.868,-0.999969482421875
12831.868,-0.999969482421875
12831.868,-0.999969482421875
12831.868,-0.999969482421875
12831.868,-0.999969482421875
12831.868,-0.999969482421875
12831.868,-0.999969482421875
12831.868,-0.999969482421875
13448.997000000001,-0.999969482421875
13500.021,-0.999969482421875
13551.006,-0.999969482421875
13601.663999999999,-0.999969482421875
13652.138,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
13703.129,-0.999969482421875
15896.761,-0.999969482421875
15947.919,-0.999969482421875
15997.688,-0.999969482421875
16048.051000000001,-0.999969482421875
16098.894999999999,-0.999969482421875
16149.993999999999,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
16200.273,-0.999969482421875
17144.717,-0.999969482421875
17195.737,-0.999969482421875
17245.709000000003,-0.999969482421875
17296.77,-0.999969482421875
17351.447,-0.999969482421875
17351.447,-0.999969482421875
17453.9,-0.999969482421875
17504.875,-0.999969482421875
17554.842,-0.999969482421875
17604.654,-0.999969482421875
17655.624,-0.999969482421875
17705.991,-0.999969482421875
17758.963,-0.999969482421875
17807.936,-0.999969482421875
17862.902,-0.999969482421875
17922.871,-0.999969482421875
17971.84,-0.999969482421875
17971.84,-0.999969482421875
17971.84,-0.999969482421875
17971.84,-0.999969482421875
17971.84,-0.999969482421875
17971.84,-0.999969482421875
18283.784,-0.999969482421875
18333.752,-0.999969482421875
18384.114,-0.999969482421875
