event time,event
0.0,0.0
1418.269,6.0
1418.269,6.0
1418.269,6.0
1418.269,6.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
2988.6279999999997,7.0
4971.849,10.0
4971.849,10.0
4971.849,10.0
4971.849,10.0
7313.495,3.0
7313.495,3.0
7313.495,3.0
7313.495,3.0
7617.904,3.0
7617.904,3.0
7617.904,3.0
7617.904,3.0
9453.476999999999,4.0
9453.476999999999,4.0
9453.476999999999,4.0
9453.476999999999,4.0
9453.476999999999,4.0
