da;eTime;Time;Value;;;
9/02/2021 0:00;8:18:14;18:48:14;70;confidence;1};10:30:00
9/02/2021 0:00;8:18:19;18:48:19;72;confidence;1};10:30:00
9/02/2021 0:00;8:18:24;18:48:24;70;confidence;1};10:30:00
9/02/2021 0:00;8:18:29;18:48:29;73;confidence;1};10:30:00
9/02/2021 0:00;8:18:34;18:48:34;74;confidence;1};10:30:00
9/02/2021 0:00;8:18:39;18:48:39;75;confidence;1};10:30:00
9/02/2021 0:00;8:18:44;18:48:44;73;confidence;1};10:30:00
9/02/2021 0:00;8:18:49;18:48:49;72;confidence;1};10:30:00
9/02/2021 0:00;8:19:04;18:49:04;71;confidence;1};10:30:00
9/02/2021 0:00;8:19:19;18:49:19;72;confidence;1};10:30:00
9/02/2021 0:00;8:19:24;18:49:24;70;confidence;1};10:30:00
9/02/2021 0:00;8:19:29;18:49:29;73;confidence;1};10:30:00
9/02/2021 0:00;8:19:34;18:49:34;75;confidence;1};10:30:00
9/02/2021 0:00;8:19:39;18:49:39;72;confidence;1};10:30:00
9/02/2021 0:00;8:19:44;18:49:44;74;confidence;1};10:30:00
9/02/2021 0:00;8:19:49;18:49:49;71;confidence;1};10:30:00
9/02/2021 0:00;8:19:54;18:49:54;70;confidence;1};10:30:00
9/02/2021 0:00;8:19:59;18:49:59;69;confidence;1};10:30:00
9/02/2021 0:00;8:20:04;18:50:04;70;confidence;1};10:30:00
9/02/2021 0:00;8:20:14;18:50:14;71;confidence;1};10:30:00
9/02/2021 0:00;8:20:19;18:50:19;74;confidence;1};10:30:00
9/02/2021 0:00;8:20:24;18:50:24;75;confidence;1};10:30:00
9/02/2021 0:00;8:20:34;18:50:34;77;confidence;2};10:30:00
9/02/2021 0:00;8:20:39;18:50:39;75;confidence;1};10:30:00
9/02/2021 0:00;8:20:44;18:50:44;72;confidence;1};10:30:00
9/02/2021 0:00;8:20:49;18:50:49;71;confidence;1};10:30:00
9/02/2021 0:00;8:20:59;18:50:59;73;confidence;1};10:30:00
9/02/2021 0:00;8:21:04;18:51:04;72;confidence;1};10:30:00
9/02/2021 0:00;8:21:09;18:51:09;71;confidence;2};10:30:00
9/02/2021 0:00;8:21:19;18:51:19;74;confidence;1};10:30:00
9/02/2021 0:00;8:21:24;18:51:24;79;confidence;1};10:30:00
9/02/2021 0:00;8:21:29;18:51:29;82;confidence;1};10:30:00
9/02/2021 0:00;8:21:34;18:51:34;86;confidence;1};10:30:00
9/02/2021 0:00;8:21:39;18:51:39;85;confidence;1};10:30:00
9/02/2021 0:00;8:21:44;18:51:44;88;confidence;1};10:30:00
9/02/2021 0:00;8:21:49;18:51:49;87;confidence;1};10:30:00
9/02/2021 0:00;8:21:54;18:51:54;85;confidence;1};10:30:00
9/02/2021 0:00;8:21:59;18:51:59;83;confidence;1};10:30:00
9/02/2021 0:00;8:22:04;18:52:04;83;confidence;1};10:30:00
9/02/2021 0:00;8:22:09;18:52:09;82;confidence;1};10:30:00
9/02/2021 0:00;8:22:14;18:52:14;81;confidence;1};10:30:00
9/02/2021 0:00;8:22:19;18:52:19;82;confidence;1};10:30:00
9/02/2021 0:00;8:22:29;18:52:29;84;confidence;1};10:30:00
9/02/2021 0:00;8:22:34;18:52:34;85;confidence;1};10:30:00
9/02/2021 0:00;8:22:39;18:52:39;84;confidence;1};10:30:00
9/02/2021 0:00;8:22:44;18:52:44;82;confidence;1};10:30:00
9/02/2021 0:00;8:22:59;18:52:59;84;confidence;1};10:30:00
9/02/2021 0:00;8:23:09;18:53:09;86;confidence;1};10:30:00
9/02/2021 0:00;8:23:19;18:53:19;87;confidence;1};10:30:00
9/02/2021 0:00;8:23:24;18:53:24;85;confidence;1};10:30:00
9/02/2021 0:00;8:23:29;18:53:29;88;confidence;1};10:30:00
9/02/2021 0:00;8:23:34;18:53:34;87;confidence;1};10:30:00
9/02/2021 0:00;8:23:39;18:53:39;85;confidence;1};10:30:00
9/02/2021 0:00;8:23:44;18:53:44;86;confidence;1};10:30:00
9/02/2021 0:00;8:23:49;18:53:49;82;confidence;1};10:30:00
9/02/2021 0:00;8:23:54;18:53:54;86;confidence;1};10:30:00
9/02/2021 0:00;8:23:59;18:53:59;81;confidence;1};10:30:00
9/02/2021 0:00;8:24:04;18:54:04;86;confidence;1};10:30:00
9/02/2021 0:00;8:24:09;18:54:09;84;confidence;1};10:30:00
9/02/2021 0:00;8:24:14;18:54:14;87;confidence;1};10:30:00
9/02/2021 0:00;8:24:19;18:54:19;86;confidence;1};10:30:00
9/02/2021 0:00;8:24:29;18:54:29;85;confidence;1};10:30:00
9/02/2021 0:00;8:24:34;18:54:34;86;confidence;1};10:30:00
9/02/2021 0:00;8:24:39;18:54:39;87;confidence;1};10:30:00
9/02/2021 0:00;8:24:44;18:54:44;88;confidence;1};10:30:00
9/02/2021 0:00;8:24:49;18:54:49;89;confidence;1};10:30:00
9/02/2021 0:00;8:24:59;18:54:59;90;confidence;1};10:30:00
9/02/2021 0:00;8:25:04;18:55:04;89;confidence;1};10:30:00
9/02/2021 0:00;8:25:09;18:55:09;90;confidence;1};10:30:00
9/02/2021 0:00;8:25:14;18:55:14;88;confidence;1};10:30:00
9/02/2021 0:00;8:25:19;18:55:19;87;confidence;1};10:30:00
9/02/2021 0:00;8:25:24;18:55:24;86;confidence;1};10:30:00
9/02/2021 0:00;8:25:29;18:55:29;84;confidence;1};10:30:00
9/02/2021 0:00;8:25:39;18:55:39;82;confidence;1};10:30:00
9/02/2021 0:00;8:25:44;18:55:44;83;confidence;1};10:30:00
9/02/2021 0:00;8:25:49;18:55:49;79;confidence;1};10:30:00
9/02/2021 0:00;8:25:54;18:55:54;77;confidence;1};10:30:00
9/02/2021 0:00;8:25:59;18:55:59;76;confidence;1};10:30:00
9/02/2021 0:00;8:26:04;18:56:04;77;confidence;1};10:30:00
9/02/2021 0:00;8:26:09;18:56:09;79;confidence;1};10:30:00
9/02/2021 0:00;8:26:14;18:56:14;82;confidence;1};10:30:00
9/02/2021 0:00;8:26:19;18:56:19;79;confidence;1};10:30:00
9/02/2021 0:00;8:26:24;18:56:24;80;confidence;1};10:30:00
9/02/2021 0:00;8:26:29;18:56:29;76;confidence;1};10:30:00
9/02/2021 0:00;8:26:39;18:56:39;75;confidence;1};10:30:00
9/02/2021 0:00;8:26:44;18:56:44;73;confidence;1};10:30:00
9/02/2021 0:00;8:26:49;18:56:49;77;confidence;1};10:30:00
9/02/2021 0:00;8:26:54;18:56:54;76;confidence;1};10:30:00
9/02/2021 0:00;8:27:04;18:57:04;75;confidence;1};10:30:00
9/02/2021 0:00;8:27:09;18:57:09;72;confidence;1};10:30:00
9/02/2021 0:00;8:27:19;18:57:19;76;confidence;1};10:30:00
9/02/2021 0:00;8:27:29;18:57:29;78;confidence;1};10:30:00
9/02/2021 0:00;8:27:34;18:57:34;79;confidence;1};10:30:00
9/02/2021 0:00;8:27:39;18:57:39;84;confidence;1};10:30:00
9/02/2021 0:00;8:27:49;18:57:49;82;confidence;1};10:30:00
9/02/2021 0:00;8:27:54;18:57:54;77;confidence;1};10:30:00
9/02/2021 0:00;8:28:04;18:58:04;78;confidence;1};10:30:00
9/02/2021 0:00;8:28:09;18:58:09;79;confidence;1};10:30:00
9/02/2021 0:00;8:28:19;18:58:19;81;confidence;1};10:30:00
9/02/2021 0:00;8:28:24;18:58:24;82;confidence;1};10:30:00
9/02/2021 0:00;8:28:29;18:58:29;80;confidence;1};10:30:00
9/02/2021 0:00;8:28:34;18:58:34;76;confidence;1};10:30:00
9/02/2021 0:00;8:28:39;18:58:39;75;confidence;1};10:30:00
9/02/2021 0:00;8:28:44;18:58:44;74;confidence;1};10:30:00
9/02/2021 0:00;8:28:49;18:58:49;74;confidence;2};10:30:00
9/02/2021 0:00;8:28:54;18:58:54;71;confidence;3};10:30:00
9/02/2021 0:00;8:28:59;18:58:59;70;confidence;2};10:30:00
9/02/2021 0:00;8:29:04;18:59:04;70;confidence;1};10:30:00
9/02/2021 0:00;8:29:09;18:59:09;69;confidence;1};10:30:00
9/02/2021 0:00;8:29:14;18:59:14;73;confidence;1};10:30:00
9/02/2021 0:00;8:29:19;18:59:19;75;confidence;1};10:30:00
9/02/2021 0:00;8:29:24;18:59:24;78;confidence;1};10:30:00
9/02/2021 0:00;8:29:29;18:59:29;73;confidence;1};10:30:00
9/02/2021 0:00;8:29:34;18:59:34;74;confidence;1};10:30:00
9/02/2021 0:00;8:29:39;18:59:39;73;confidence;1};10:30:00
9/02/2021 0:00;8:29:44;18:59:44;72;confidence;1};10:30:00
9/02/2021 0:00;8:29:49;18:59:49;71;confidence;1};10:30:00
9/02/2021 0:00;8:30:04;19:00:04;70;confidence;1};10:30:00
9/02/2021 0:00;8:30:09;19:00:09;69;confidence;1};10:30:00
9/02/2021 0:00;8:30:14;19:00:14;69;confidence;1};10:30:00
9/02/2021 0:00;8:30:29;19:00:29;69;confidence;1};10:30:00
9/02/2021 0:00;8:30:34;19:00:34;70;confidence;1};10:30:00
9/02/2021 0:00;8:30:39;19:00:39;71;confidence;1};10:30:00
9/02/2021 0:00;8:30:44;19:00:44;72;confidence;1};10:30:00
9/02/2021 0:00;8:30:49;19:00:49;72;confidence;2};10:30:00
9/02/2021 0:00;8:30:54;19:00:54;73;confidence;1};10:30:00
9/02/2021 0:00;8:30:59;19:00:59;72;confidence;1};10:30:00
9/02/2021 0:00;8:31:09;19:01:09;71;confidence;1};10:30:00
9/02/2021 0:00;8:31:14;19:01:14;70;confidence;1};10:30:00
9/02/2021 0:00;8:31:19;19:01:19;72;confidence;1};10:30:00
9/02/2021 0:00;8:31:34;19:01:34;75;confidence;1};10:30:00
9/02/2021 0:00;8:31:39;19:01:39;77;confidence;1};10:30:00
9/02/2021 0:00;8:31:44;19:01:44;79;confidence;1};10:30:00
9/02/2021 0:00;8:31:49;19:01:49;82;confidence;1};10:30:00
9/02/2021 0:00;8:32:04;19:02:04;81;confidence;1};10:30:00
9/02/2021 0:00;8:32:09;19:02:09;80;confidence;1};10:30:00
9/02/2021 0:00;8:32:14;19:02:14;74;confidence;1};10:30:00
9/02/2021 0:00;8:32:19;19:02:19;73;confidence;1};10:30:00
9/02/2021 0:00;8:32:24;19:02:24;75;confidence;1};10:30:00
9/02/2021 0:00;8:32:29;19:02:29;73;confidence;1};10:30:00
9/02/2021 0:00;8:32:44;19:02:44;71;confidence;1};10:30:00
9/02/2021 0:00;8:32:59;19:02:59;71;confidence;1};10:30:00
9/02/2021 0:00;8:33:09;19:03:09;74;confidence;1};10:30:00
9/02/2021 0:00;8:33:19;19:03:19;73;confidence;1};10:30:00
9/02/2021 0:00;8:33:34;19:03:34;73;confidence;1};10:30:00
9/02/2021 0:00;8:33:39;19:03:39;72;confidence;1};10:30:00
9/02/2021 0:00;8:33:44;19:03:44;69;confidence;1};10:30:00
9/02/2021 0:00;8:33:49;19:03:49;68;confidence;1};10:30:00
9/02/2021 0:00;8:33:59;19:03:59;69;confidence;1};10:30:00
9/02/2021 0:00;8:34:04;19:04:04;68;confidence;2};10:30:00
9/02/2021 0:00;8:34:09;19:04:09;69;confidence;1};10:30:00
9/02/2021 0:00;8:34:14;19:04:14;68;confidence;1};10:30:00
9/02/2021 0:00;8:34:19;19:04:19;69;confidence;1};10:30:00
9/02/2021 0:00;8:34:34;19:04:34;69;confidence;1};10:30:00
9/02/2021 0:00;8:34:39;19:04:39;71;confidence;1};10:30:00
9/02/2021 0:00;8:34:44;19:04:44;72;confidence;1};10:30:00
9/02/2021 0:00;8:34:54;19:04:54;76;confidence;1};10:30:00
9/02/2021 0:00;8:34:59;19:04:59;78;confidence;1};10:30:00
9/02/2021 0:00;8:35:04;19:05:04;75;confidence;1};10:30:00
9/02/2021 0:00;8:35:09;19:05:09;76;confidence;1};10:30:00
9/02/2021 0:00;8:35:14;19:05:14;71;confidence;1};10:30:00
9/02/2021 0:00;8:35:19;19:05:19;70;confidence;1};10:30:00
9/02/2021 0:00;8:35:29;19:05:29;71;confidence;1};10:30:00
9/02/2021 0:00;8:35:34;19:05:34;70;confidence;1};10:30:00
9/02/2021 0:00;8:35:39;19:05:39;69;confidence;1};10:30:00
9/02/2021 0:00;8:35:49;19:05:49;71;confidence;2};10:30:00
9/02/2021 0:00;8:35:54;19:05:54;69;confidence;1};10:30:00
9/02/2021 0:00;8:35:59;19:05:59;67;confidence;1};10:30:00
9/02/2021 0:00;8:36:04;19:06:04;68;confidence;1};10:30:00
9/02/2021 0:00;8:36:14;19:06:14;69;confidence;1};10:30:00
9/02/2021 0:00;8:36:19;19:06:19;71;confidence;1};10:30:00
9/02/2021 0:00;8:36:24;19:06:24;73;confidence;1};10:30:00
9/02/2021 0:00;8:36:34;19:06:34;72;confidence;1};10:30:00
9/02/2021 0:00;8:36:39;19:06:39;70;confidence;1};10:30:00
9/02/2021 0:00;8:36:54;19:06:54;70;confidence;1};10:30:00
9/02/2021 0:00;8:37:09;19:07:09;70;confidence;1};10:30:00
9/02/2021 0:00;8:37:19;19:07:19;72;confidence;1};10:30:00
9/02/2021 0:00;8:37:24;19:07:24;73;confidence;1};10:30:00
9/02/2021 0:00;8:37:29;19:07:29;72;confidence;2};10:30:00
9/02/2021 0:00;8:37:34;19:07:34;73;confidence;1};10:30:00
9/02/2021 0:00;8:37:39;19:07:39;72;confidence;1};10:30:00
9/02/2021 0:00;8:37:44;19:07:44;71;confidence;1};10:30:00
9/02/2021 0:00;8:37:49;19:07:49;73;confidence;1};10:30:00
9/02/2021 0:00;8:37:54;19:07:54;74;confidence;1};10:30:00
9/02/2021 0:00;8:38:04;19:08:04;75;confidence;1};10:30:00
9/02/2021 0:00;8:38:09;19:08:09;73;confidence;1};10:30:00
9/02/2021 0:00;8:38:14;19:08:14;72;confidence;1};10:30:00
9/02/2021 0:00;8:38:19;19:08:19;71;confidence;1};10:30:00
9/02/2021 0:00;8:38:29;19:08:29;69;confidence;1};10:30:00
9/02/2021 0:00;8:38:34;19:08:34;68;confidence;1};10:30:00
9/02/2021 0:00;8:38:39;19:08:39;69;confidence;1};10:30:00
9/02/2021 0:00;8:38:49;19:08:49;68;confidence;1};10:30:00
9/02/2021 0:00;8:38:54;19:08:54;70;confidence;1};10:30:00
9/02/2021 0:00;8:38:59;19:08:59;72;confidence;1};10:30:00
9/02/2021 0:00;8:39:04;19:09:04;75;confidence;1};10:30:00
9/02/2021 0:00;8:39:09;19:09:09;74;confidence;1};10:30:00
9/02/2021 0:00;8:39:19;19:09:19;72;confidence;1};10:30:00
9/02/2021 0:00;8:39:24;19:09:24;69;confidence;1};10:30:00
9/02/2021 0:00;8:39:29;19:09:29;68;confidence;1};10:30:00
9/02/2021 0:00;8:39:34;19:09:34;67;confidence;1};10:30:00
9/02/2021 0:00;8:39:39;19:09:39;69;confidence;1};10:30:00
9/02/2021 0:00;8:39:44;19:09:44;70;confidence;1};10:30:00
9/02/2021 0:00;8:39:49;19:09:49;73;confidence;1};10:30:00
9/02/2021 0:00;8:39:54;19:09:54;72;confidence;1};10:30:00
9/02/2021 0:00;8:39:59;19:09:59;69;confidence;1};10:30:00
9/02/2021 0:00;8:40:04;19:10:04;67;confidence;1};10:30:00
9/02/2021 0:00;8:40:09;19:10:09;71;confidence;1};10:30:00
9/02/2021 0:00;8:40:14;19:10:14;73;confidence;1};10:30:00
9/02/2021 0:00;8:40:19;19:10:19;72;confidence;1};10:30:00
9/02/2021 0:00;8:40:24;19:10:24;71;confidence;1};10:30:00
9/02/2021 0:00;8:40:29;19:10:29;70;confidence;1};10:30:00
9/02/2021 0:00;8:40:34;19:10:34;72;confidence;1};10:30:00
9/02/2021 0:00;8:40:39;19:10:39;75;confidence;1};10:30:00
9/02/2021 0:00;8:40:44;19:10:44;78;confidence;1};10:30:00
9/02/2021 0:00;8:40:49;19:10:49;77;confidence;1};10:30:00
9/02/2021 0:00;8:40:54;19:10:54;76;confidence;1};10:30:00
9/02/2021 0:00;8:40:59;19:10:59;77;confidence;1};10:30:00
9/02/2021 0:00;8:41:14;19:11:14;77;confidence;1};10:30:00
9/02/2021 0:00;8:41:19;19:11:19;76;confidence;1};10:30:00
9/02/2021 0:00;8:41:24;19:11:24;73;confidence;1};10:30:00
9/02/2021 0:00;8:41:29;19:11:29;70;confidence;1};10:30:00
9/02/2021 0:00;8:41:34;19:11:34;71;confidence;1};10:30:00
9/02/2021 0:00;8:41:39;19:11:39;70;confidence;1};10:30:00
9/02/2021 0:00;8:41:44;19:11:44;71;confidence;1};10:30:00
9/02/2021 0:00;8:41:49;19:11:49;72;confidence;1};10:30:00
9/02/2021 0:00;8:41:54;19:11:54;73;confidence;1};10:30:00
9/02/2021 0:00;8:42:04;19:12:04;71;confidence;1};10:30:00
9/02/2021 0:00;8:42:09;19:12:09;70;confidence;1};10:30:00
9/02/2021 0:00;8:42:14;19:12:14;69;confidence;1};10:30:00
9/02/2021 0:00;8:42:29;19:12:29;69;confidence;1};10:30:00
9/02/2021 0:00;8:42:39;19:12:39;67;confidence;1};10:30:00
9/02/2021 0:00;8:42:44;19:12:44;68;confidence;1};10:30:00
9/02/2021 0:00;8:42:49;19:12:49;67;confidence;1};10:30:00
9/02/2021 0:00;8:42:54;19:12:54;68;confidence;1};10:30:00
9/02/2021 0:00;8:42:59;19:12:59;69;confidence;1};10:30:00
9/02/2021 0:00;8:43:14;19:13:14;70;confidence;1};10:30:00
9/02/2021 0:00;8:43:19;19:13:19;69;confidence;1};10:30:00
9/02/2021 0:00;8:43:34;19:13:34;70;confidence;1};10:30:00
9/02/2021 0:00;8:43:39;19:13:39;69;confidence;2};10:30:00
9/02/2021 0:00;8:43:44;19:13:44;70;confidence;1};10:30:00
9/02/2021 0:00;8:43:54;19:13:54;69;confidence;1};10:30:00
9/02/2021 0:00;8:43:59;19:13:59;68;confidence;1};10:30:00
9/02/2021 0:00;8:44:04;19:14:04;66;confidence;1};10:30:00
9/02/2021 0:00;8:44:14;19:14:14;69;confidence;1};10:30:00
9/02/2021 0:00;8:44:24;19:14:24;70;confidence;1};10:30:00
9/02/2021 0:00;8:44:29;19:14:29;73;confidence;1};10:30:00
9/02/2021 0:00;8:44:34;19:14:34;75;confidence;1};10:30:00
9/02/2021 0:00;8:44:39;19:14:39;77;confidence;1};10:30:00
9/02/2021 0:00;8:44:44;19:14:44;80;confidence;1};10:30:00
9/02/2021 0:00;8:44:49;19:14:49;81;confidence;1};10:30:00
9/02/2021 0:00;8:44:54;19:14:54;78;confidence;1};10:30:00
9/02/2021 0:00;8:45:04;19:15:04;75;confidence;1};10:30:00
9/02/2021 0:00;8:45:09;19:15:09;76;confidence;1};10:30:00
9/02/2021 0:00;8:45:19;19:15:19;78;confidence;1};10:30:00
9/02/2021 0:00;8:45:24;19:15:24;79;confidence;1};10:30:00
9/02/2021 0:00;8:45:29;19:15:29;78;confidence;1};10:30:00
9/02/2021 0:00;8:45:34;19:15:34;75;confidence;1};10:30:00
9/02/2021 0:00;8:45:39;19:15:39;78;confidence;1};10:30:00
9/02/2021 0:00;8:45:44;19:15:44;75;confidence;1};10:30:00
9/02/2021 0:00;8:45:49;19:15:49;74;confidence;1};10:30:00
9/02/2021 0:00;8:45:54;19:15:54;71;confidence;1};10:30:00
9/02/2021 0:00;8:45:59;19:15:59;69;confidence;1};10:30:00
9/02/2021 0:00;8:46:04;19:16:04;67;confidence;1};10:30:00
9/02/2021 0:00;8:46:09;19:16:09;73;confidence;1};10:30:00
9/02/2021 0:00;8:46:14;19:16:14;71;confidence;1};10:30:00
9/02/2021 0:00;8:46:19;19:16:19;70;confidence;1};10:30:00
9/02/2021 0:00;8:46:34;19:16:34;72;confidence;2};10:30:00
9/02/2021 0:00;8:46:39;19:16:39;68;confidence;2};10:30:00
9/02/2021 0:00;8:46:44;19:16:44;67;confidence;1};10:30:00
9/02/2021 0:00;8:46:49;19:16:49;65;confidence;1};10:30:00
9/02/2021 0:00;8:46:54;19:16:54;66;confidence;1};10:30:00
9/02/2021 0:00;8:46:59;19:16:59;65;confidence;1};10:30:00
9/02/2021 0:00;8:47:09;19:17:09;66;confidence;2};10:30:00
9/02/2021 0:00;8:47:14;19:17:14;66;confidence;1};10:30:00
9/02/2021 0:00;8:47:19;19:17:19;64;confidence;1};10:30:00
9/02/2021 0:00;8:47:24;19:17:24;67;confidence;1};10:30:00
9/02/2021 0:00;8:47:29;19:17:29;67;confidence;2};10:30:00
9/02/2021 0:00;8:47:34;19:17:34;67;confidence;1};10:30:00
9/02/2021 0:00;8:47:44;19:17:44;68;confidence;1};10:30:00
9/02/2021 0:00;8:47:49;19:17:49;72;confidence;1};10:30:00
9/02/2021 0:00;8:47:54;19:17:54;71;confidence;1};10:30:00
9/02/2021 0:00;8:47:59;19:17:59;70;confidence;2};10:30:00
9/02/2021 0:00;8:48:04;19:18:04;69;confidence;2};10:30:00
9/02/2021 0:00;8:48:09;19:18:09;70;confidence;2};10:30:00
9/02/2021 0:00;8:48:14;19:18:14;70;confidence;3};10:30:00
9/02/2021 0:00;8:48:19;19:18:19;65;confidence;3};10:30:00
9/02/2021 0:00;8:48:24;19:18:24;64;confidence;2};10:30:00
9/02/2021 0:00;8:48:29;19:18:29;65;confidence;1};10:30:00
9/02/2021 0:00;8:48:39;19:18:39;66;confidence;1};10:30:00
9/02/2021 0:00;8:48:44;19:18:44;69;confidence;1};10:30:00
9/02/2021 0:00;8:48:54;19:18:54;66;confidence;1};10:30:00
9/02/2021 0:00;8:48:59;19:18:59;65;confidence;1};10:30:00
9/02/2021 0:00;8:49:04;19:19:04;66;confidence;1};10:30:00
9/02/2021 0:00;8:49:09;19:19:09;67;confidence;1};10:30:00
9/02/2021 0:00;8:49:14;19:19:14;68;confidence;1};10:30:00
9/02/2021 0:00;8:49:19;19:19:19;69;confidence;1};10:30:00
9/02/2021 0:00;8:49:24;19:19:24;68;confidence;1};10:30:00
9/02/2021 0:00;8:49:29;19:19:29;67;confidence;2};10:30:00
9/02/2021 0:00;8:49:34;19:19:34;68;confidence;2};10:30:00
9/02/2021 0:00;8:49:39;19:19:39;67;confidence;1};10:30:00
9/02/2021 0:00;8:49:44;19:19:44;66;confidence;1};10:30:00
9/02/2021 0:00;8:49:49;19:19:49;65;confidence;1};10:30:00
9/02/2021 0:00;8:49:59;19:19:59;66;confidence;1};10:30:00
9/02/2021 0:00;8:50:04;19:20:04;68;confidence;1};10:30:00
9/02/2021 0:00;8:50:09;19:20:09;71;confidence;1};10:30:00
9/02/2021 0:00;8:50:14;19:20:14;67;confidence;1};10:30:00
9/02/2021 0:00;8:50:19;19:20:19;65;confidence;1};10:30:00
9/02/2021 0:00;8:50:24;19:20:24;65;confidence;2};10:30:00
9/02/2021 0:00;8:50:29;19:20:29;65;confidence;2};10:30:00
9/02/2021 0:00;8:50:34;19:20:34;65;confidence;1};10:30:00
9/02/2021 0:00;8:50:44;19:20:44;69;confidence;1};10:30:00
9/02/2021 0:00;8:50:49;19:20:49;70;confidence;1};10:30:00
9/02/2021 0:00;8:51:04;19:21:04;68;confidence;1};10:30:00
9/02/2021 0:00;8:51:09;19:21:09;67;confidence;1};10:30:00
9/02/2021 0:00;8:51:14;19:21:14;66;confidence;1};10:30:00
9/02/2021 0:00;8:51:19;19:21:19;65;confidence;1};10:30:00
9/02/2021 0:00;8:51:29;19:21:29;64;confidence;1};10:30:00
9/02/2021 0:00;8:51:34;19:21:34;65;confidence;1};10:30:00
9/02/2021 0:00;8:51:39;19:21:39;67;confidence;1};10:30:00
9/02/2021 0:00;8:51:44;19:21:44;68;confidence;1};10:30:00
9/02/2021 0:00;8:51:49;19:21:49;72;confidence;1};10:30:00
9/02/2021 0:00;8:51:54;19:21:54;73;confidence;1};10:30:00
9/02/2021 0:00;8:51:59;19:21:59;72;confidence;1};10:30:00
9/02/2021 0:00;8:52:04;19:22:04;75;confidence;1};10:30:00
9/02/2021 0:00;8:52:14;19:22:14;74;confidence;1};10:30:00
9/02/2021 0:00;8:52:24;19:22:24;73;confidence;1};10:30:00
9/02/2021 0:00;8:52:29;19:22:29;74;confidence;1};10:30:00
9/02/2021 0:00;8:52:34;19:22:34;77;confidence;1};10:30:00
9/02/2021 0:00;8:52:39;19:22:39;79;confidence;1};10:30:00
9/02/2021 0:00;8:52:54;19:22:54;81;confidence;1};10:30:00
9/02/2021 0:00;8:53:04;19:23:04;80;confidence;1};10:30:00
9/02/2021 0:00;8:53:09;19:23:09;79;confidence;1};10:30:00
9/02/2021 0:00;8:53:14;19:23:14;77;confidence;1};10:30:00
9/02/2021 0:00;8:53:29;19:23:29;77;confidence;1};10:30:00
9/02/2021 0:00;8:53:39;19:23:39;75;confidence;1};10:30:00
9/02/2021 0:00;8:53:44;19:23:44;77;confidence;1};10:30:00
9/02/2021 0:00;8:53:49;19:23:49;78;confidence;1};10:30:00
9/02/2021 0:00;8:53:54;19:23:54;77;confidence;1};10:30:00
9/02/2021 0:00;8:53:59;19:23:59;79;confidence;1};10:30:00
9/02/2021 0:00;8:54:04;19:24:04;80;confidence;1};10:30:00
9/02/2021 0:00;8:54:09;19:24:09;79;confidence;1};10:30:00
9/02/2021 0:00;8:54:14;19:24:14;77;confidence;1};10:30:00
9/02/2021 0:00;8:54:29;19:24:29;78;confidence;1};10:30:00
9/02/2021 0:00;8:54:34;19:24:34;80;confidence;1};10:30:00
9/02/2021 0:00;8:54:39;19:24:39;83;confidence;1};10:30:00
9/02/2021 0:00;8:54:44;19:24:44;85;confidence;1};10:30:00
9/02/2021 0:00;8:54:49;19:24:49;84;confidence;1};10:30:00
9/02/2021 0:00;8:54:54;19:24:54;85;confidence;1};10:30:00
9/02/2021 0:00;8:54:59;19:24:59;84;confidence;1};10:30:00
9/02/2021 0:00;8:55:04;19:25:04;83;confidence;1};10:30:00
9/02/2021 0:00;8:55:14;19:25:14;79;confidence;1};10:30:00
9/02/2021 0:00;8:55:19;19:25:19;78;confidence;1};10:30:00
9/02/2021 0:00;8:55:24;19:25:24;77;confidence;1};10:30:00
9/02/2021 0:00;8:55:29;19:25:29;74;confidence;1};10:30:00
9/02/2021 0:00;8:55:34;19:25:34;76;confidence;1};10:30:00
9/02/2021 0:00;8:55:39;19:25:39;77;confidence;1};10:30:00
9/02/2021 0:00;8:55:44;19:25:44;76;confidence;1};10:30:00
9/02/2021 0:00;8:55:49;19:25:49;77;confidence;1};10:30:00
9/02/2021 0:00;8:55:54;19:25:54;74;confidence;1};10:30:00
9/02/2021 0:00;8:55:59;19:25:59;77;confidence;1};10:30:00
9/02/2021 0:00;8:56:04;19:26:04;75;confidence;1};10:30:00
9/02/2021 0:00;8:56:09;19:26:09;72;confidence;1};10:30:00
9/02/2021 0:00;8:56:14;19:26:14;71;confidence;1};10:30:00
9/02/2021 0:00;8:56:19;19:26:19;70;confidence;1};10:30:00
9/02/2021 0:00;8:56:24;19:26:24;72;confidence;1};10:30:00
9/02/2021 0:00;8:56:29;19:26:29;74;confidence;1};10:30:00
9/02/2021 0:00;8:56:34;19:26:34;70;confidence;1};10:30:00
9/02/2021 0:00;8:56:39;19:26:39;66;confidence;1};10:30:00
9/02/2021 0:00;8:56:44;19:26:44;67;confidence;1};10:30:00
9/02/2021 0:00;8:56:49;19:26:49;68;confidence;1};10:30:00
9/02/2021 0:00;8:56:59;19:26:59;69;confidence;1};10:30:00
9/02/2021 0:00;8:57:14;19:27:14;68;confidence;1};10:30:00
9/02/2021 0:00;8:57:19;19:27:19;69;confidence;1};10:30:00
9/02/2021 0:00;8:57:24;19:27:24;70;confidence;1};10:30:00
9/02/2021 0:00;8:57:39;19:27:39;73;confidence;1};10:30:00
9/02/2021 0:00;8:57:44;19:27:44;75;confidence;1};10:30:00
9/02/2021 0:00;8:57:59;19:27:59;74;confidence;1};10:30:00
