da;eTime;Time;Value;;;
9/02/2021 0:00;9:50:06;20:20:06;85;confidence;1};10:30:00
9/02/2021 0:00;9:50:11;20:20:11;82;confidence;1};10:30:00
9/02/2021 0:00;9:50:16;20:20:16;79;confidence;1};10:30:00
9/02/2021 0:00;9:50:21;20:20:21;80;confidence;1};10:30:00
9/02/2021 0:00;9:50:26;20:20:26;79;confidence;1};10:30:00
9/02/2021 0:00;9:50:31;20:20:31;78;confidence;1};10:30:00
9/02/2021 0:00;9:50:36;20:20:36;77;confidence;1};10:30:00
9/02/2021 0:00;9:50:46;20:20:46;78;confidence;1};10:30:00
9/02/2021 0:00;9:50:51;20:20:51;79;confidence;1};10:30:00
9/02/2021 0:00;9:50:56;20:20:56;79;confidence;1};10:30:00
9/02/2021 0:00;9:51:01;20:21:01;81;confidence;1};10:30:00
9/02/2021 0:00;9:51:06;20:21:06;84;confidence;1};10:30:00
9/02/2021 0:00;9:51:11;20:21:11;85;confidence;1};10:30:00
9/02/2021 0:00;9:51:26;20:21:26;85;confidence;1};10:30:00
9/02/2021 0:00;9:51:31;20:21:31;83;confidence;1};10:30:00
9/02/2021 0:00;9:51:36;20:21:36;82;confidence;1};10:30:00
9/02/2021 0:00;9:51:41;20:21:41;78;confidence;1};10:30:00
9/02/2021 0:00;9:51:46;20:21:46;74;confidence;1};10:30:00
9/02/2021 0:00;9:51:51;20:21:51;75;confidence;1};10:30:00
9/02/2021 0:00;9:52:01;20:22:01;73;confidence;1};10:30:00
9/02/2021 0:00;9:52:11;20:22:11;72;confidence;1};10:30:00
9/02/2021 0:00;9:52:16;20:22:16;73;confidence;1};10:30:00
9/02/2021 0:00;9:52:21;20:22:21;75;confidence;1};10:30:00
9/02/2021 0:00;9:52:26;20:22:26;76;confidence;1};10:30:00
9/02/2021 0:00;9:52:41;20:22:41;78;confidence;1};10:30:00
9/02/2021 0:00;9:52:46;20:22:46;79;confidence;1};10:30:00
9/02/2021 0:00;9:52:56;20:22:56;77;confidence;1};10:30:00
9/02/2021 0:00;9:53:01;20:23:01;73;confidence;1};10:30:00
9/02/2021 0:00;9:53:06;20:23:06;74;confidence;1};10:30:00
9/02/2021 0:00;9:53:16;20:23:16;75;confidence;1};10:30:00
9/02/2021 0:00;9:53:21;20:23:21;74;confidence;1};10:30:00
9/02/2021 0:00;9:53:26;20:23:26;75;confidence;1};10:30:00
9/02/2021 0:00;9:53:36;20:23:36;74;confidence;1};10:30:00
9/02/2021 0:00;9:53:46;20:23:46;73;confidence;1};10:30:00
9/02/2021 0:00;9:53:51;20:23:51;72;confidence;1};10:30:00
9/02/2021 0:00;9:53:56;20:23:56;75;confidence;1};10:30:00
9/02/2021 0:00;9:54:01;20:24:01;76;confidence;1};10:30:00
9/02/2021 0:00;9:54:06;20:24:06;75;confidence;1};10:30:00
9/02/2021 0:00;9:54:21;20:24:21;75;confidence;1};10:30:00
9/02/2021 0:00;9:54:31;20:24:31;76;confidence;1};10:30:00
9/02/2021 0:00;9:54:41;20:24:41;77;confidence;1};10:30:00
9/02/2021 0:00;9:54:46;20:24:46;79;confidence;1};10:30:00
9/02/2021 0:00;9:55:01;20:25:01;83;confidence;1};10:30:00
9/02/2021 0:00;9:55:06;20:25:06;81;confidence;1};10:30:00
9/02/2021 0:00;9:55:11;20:25:11;85;confidence;1};10:30:00
9/02/2021 0:00;9:55:16;20:25:16;84;confidence;1};10:30:00
9/02/2021 0:00;9:55:21;20:25:21;83;confidence;1};10:30:00
9/02/2021 0:00;9:55:31;20:25:31;81;confidence;1};10:30:00
9/02/2021 0:00;9:55:41;20:25:41;80;confidence;1};10:30:00
9/02/2021 0:00;9:55:46;20:25:46;76;confidence;1};10:30:00
9/02/2021 0:00;9:55:51;20:25:51;74;confidence;1};10:30:00
9/02/2021 0:00;9:56:06;20:26:06;72;confidence;1};10:30:00
9/02/2021 0:00;9:56:11;20:26:11;71;confidence;1};10:30:00
9/02/2021 0:00;9:56:16;20:26:16;69;confidence;1};10:30:00
9/02/2021 0:00;9:56:21;20:26:21;71;confidence;1};10:30:00
9/02/2021 0:00;9:56:31;20:26:31;72;confidence;1};10:30:00
9/02/2021 0:00;9:56:36;20:26:36;73;confidence;1};10:30:00
9/02/2021 0:00;9:56:46;20:26:46;72;confidence;1};10:30:00
9/02/2021 0:00;9:56:56;20:26:56;75;confidence;1};10:30:00
9/02/2021 0:00;9:57:06;20:27:06;77;confidence;1};10:30:00
9/02/2021 0:00;9:57:11;20:27:11;74;confidence;1};10:30:00
9/02/2021 0:00;9:57:16;20:27:16;71;confidence;1};10:30:00
9/02/2021 0:00;9:57:21;20:27:21;73;confidence;1};10:30:00
9/02/2021 0:00;9:57:26;20:27:26;75;confidence;1};10:30:00
9/02/2021 0:00;9:57:31;20:27:31;71;confidence;1};10:30:00
9/02/2021 0:00;9:57:41;20:27:41;70;confidence;1};10:30:00
9/02/2021 0:00;9:57:46;20:27:46;75;confidence;1};10:30:00
9/02/2021 0:00;9:57:56;20:27:56;76;confidence;1};10:30:00
9/02/2021 0:00;9:58:06;20:28:06;75;confidence;1};10:30:00
9/02/2021 0:00;9:58:11;20:28:11;78;confidence;1};10:30:00
9/02/2021 0:00;9:58:16;20:28:16;77;confidence;1};10:30:00
9/02/2021 0:00;9:58:21;20:28:21;78;confidence;1};10:30:00
9/02/2021 0:00;9:58:26;20:28:26;77;confidence;1};10:30:00
9/02/2021 0:00;9:58:31;20:28:31;76;confidence;1};10:30:00
9/02/2021 0:00;9:58:36;20:28:36;79;confidence;1};10:30:00
9/02/2021 0:00;9:58:51;20:28:51;80;confidence;1};10:30:00
9/02/2021 0:00;9:59:01;20:29:01;82;confidence;1};10:30:00
9/02/2021 0:00;9:59:06;20:29:06;80;confidence;1};10:30:00
9/02/2021 0:00;9:59:11;20:29:11;77;confidence;1};10:30:00
9/02/2021 0:00;9:59:16;20:29:16;76;confidence;1};10:30:00
9/02/2021 0:00;9:59:21;20:29:21;74;confidence;1};10:30:00
9/02/2021 0:00;9:59:26;20:29:26;75;confidence;1};10:30:00
9/02/2021 0:00;9:59:36;20:29:36;70;confidence;1};10:30:00
9/02/2021 0:00;9:59:41;20:29:41;69;confidence;1};10:30:00
9/02/2021 0:00;9:59:46;20:29:46;68;confidence;1};10:30:00
9/02/2021 0:00;9:59:51;20:29:51;67;confidence;1};10:30:00
9/02/2021 0:00;10:00:01;20:30:01;69;confidence;1};10:30:00
9/02/2021 0:00;10:00:06;20:30:06;68;confidence;1};10:30:00
9/02/2021 0:00;10:00:11;20:30:11;69;confidence;1};10:30:00
9/02/2021 0:00;10:00:16;20:30:16;70;confidence;1};10:30:00
9/02/2021 0:00;10:00:21;20:30:21;70;confidence;1};10:30:00
9/02/2021 0:00;10:00:26;20:30:26;72;confidence;1};10:30:00
9/02/2021 0:00;10:00:36;20:30:36;71;confidence;1};10:30:00
9/02/2021 0:00;10:00:51;20:30:51;67;confidence;1};10:30:00
9/02/2021 0:00;10:00:56;20:30:56;64;confidence;1};10:30:00
9/02/2021 0:00;10:01:01;20:31:01;63;confidence;1};10:30:00
9/02/2021 0:00;10:01:06;20:31:06;65;confidence;1};10:30:00
9/02/2021 0:00;10:01:11;20:31:11;66;confidence;1};10:30:00
9/02/2021 0:00;10:01:16;20:31:16;68;confidence;1};10:30:00
9/02/2021 0:00;10:01:21;20:31:21;69;confidence;1};10:30:00
9/02/2021 0:00;10:01:26;20:31:26;64;confidence;1};10:30:00
9/02/2021 0:00;10:01:31;20:31:31;67;confidence;1};10:30:00
9/02/2021 0:00;10:01:41;20:31:41;69;confidence;1};10:30:00
9/02/2021 0:00;10:01:46;20:31:46;68;confidence;1};10:30:00
9/02/2021 0:00;10:01:51;20:31:51;66;confidence;1};10:30:00
9/02/2021 0:00;10:01:56;20:31:56;67;confidence;1};10:30:00
9/02/2021 0:00;10:02:01;20:32:01;69;confidence;1};10:30:00
9/02/2021 0:00;10:02:06;20:32:06;70;confidence;1};10:30:00
9/02/2021 0:00;10:02:11;20:32:11;69;confidence;1};10:30:00
9/02/2021 0:00;10:02:16;20:32:16;68;confidence;1};10:30:00
9/02/2021 0:00;10:02:21;20:32:21;66;confidence;1};10:30:00
9/02/2021 0:00;10:02:26;20:32:26;69;confidence;1};10:30:00
9/02/2021 0:00;10:02:31;20:32:31;71;confidence;2};10:30:00
9/02/2021 0:00;10:02:36;20:32:36;69;confidence;1};10:30:00
9/02/2021 0:00;10:02:41;20:32:41;67;confidence;1};10:30:00
9/02/2021 0:00;10:02:46;20:32:46;68;confidence;1};10:30:00
9/02/2021 0:00;10:02:51;20:32:51;71;confidence;1};10:30:00
9/02/2021 0:00;10:02:56;20:32:56;69;confidence;1};10:30:00
9/02/2021 0:00;10:03:01;20:33:01;66;confidence;1};10:30:00
9/02/2021 0:00;10:03:06;20:33:06;65;confidence;1};10:30:00
9/02/2021 0:00;10:03:16;20:33:16;60;confidence;1};10:30:00
9/02/2021 0:00;10:03:21;20:33:21;59;confidence;1};10:30:00
9/02/2021 0:00;10:03:31;20:33:31;60;confidence;1};10:30:00
9/02/2021 0:00;10:03:36;20:33:36;63;confidence;1};10:30:00
9/02/2021 0:00;10:03:41;20:33:41;65;confidence;1};10:30:00
9/02/2021 0:00;10:03:46;20:33:46;68;confidence;1};10:30:00
9/02/2021 0:00;10:03:51;20:33:51;71;confidence;1};10:30:00
9/02/2021 0:00;10:04:01;20:34:01;77;confidence;1};10:30:00
9/02/2021 0:00;10:04:06;20:34:06;79;confidence;1};10:30:00
9/02/2021 0:00;10:04:16;20:34:16;80;confidence;1};10:30:00
9/02/2021 0:00;10:04:21;20:34:21;81;confidence;1};10:30:00
9/02/2021 0:00;10:04:26;20:34:26;82;confidence;1};10:30:00
9/02/2021 0:00;10:04:31;20:34:31;83;confidence;1};10:30:00
9/02/2021 0:00;10:04:36;20:34:36;79;confidence;1};10:30:00
9/02/2021 0:00;10:04:41;20:34:41;76;confidence;1};10:30:00
9/02/2021 0:00;10:04:51;20:34:51;79;confidence;1};10:30:00
9/02/2021 0:00;10:04:56;20:34:56;80;confidence;1};10:30:00
9/02/2021 0:00;10:05:01;20:35:01;81;confidence;1};10:30:00
9/02/2021 0:00;10:05:06;20:35:06;80;confidence;1};10:30:00
9/02/2021 0:00;10:05:21;20:35:21;77;confidence;1};10:30:00
9/02/2021 0:00;10:05:26;20:35:26;78;confidence;1};10:30:00
9/02/2021 0:00;10:05:41;20:35:41;80;confidence;1};10:30:00
9/02/2021 0:00;10:05:46;20:35:46;78;confidence;1};10:30:00
9/02/2021 0:00;10:05:51;20:35:51;81;confidence;1};10:30:00
9/02/2021 0:00;10:05:56;20:35:56;79;confidence;1};10:30:00
9/02/2021 0:00;10:06:01;20:36:01;77;confidence;1};10:30:00
9/02/2021 0:00;10:06:06;20:36:06;78;confidence;1};10:30:00
9/02/2021 0:00;10:06:11;20:36:11;79;confidence;1};10:30:00
9/02/2021 0:00;10:06:16;20:36:16;78;confidence;1};10:30:00
9/02/2021 0:00;10:06:21;20:36:21;76;confidence;1};10:30:00
9/02/2021 0:00;10:06:26;20:36:26;77;confidence;1};10:30:00
9/02/2021 0:00;10:06:31;20:36:31;78;confidence;1};10:30:00
9/02/2021 0:00;10:06:36;20:36:36;77;confidence;1};10:30:00
9/02/2021 0:00;10:06:41;20:36:41;74;confidence;1};10:30:00
9/02/2021 0:00;10:06:51;20:36:51;72;confidence;1};10:30:00
9/02/2021 0:00;10:06:56;20:36:56;74;confidence;1};10:30:00
9/02/2021 0:00;10:07:11;20:37:11;73;confidence;1};10:30:00
9/02/2021 0:00;10:07:21;20:37:21;71;confidence;1};10:30:00
9/02/2021 0:00;10:07:26;20:37:26;70;confidence;1};10:30:00
9/02/2021 0:00;10:07:31;20:37:31;73;confidence;1};10:30:00
9/02/2021 0:00;10:07:36;20:37:36;74;confidence;1};10:30:00
9/02/2021 0:00;10:07:41;20:37:41;75;confidence;1};10:30:00
9/02/2021 0:00;10:07:51;20:37:51;77;confidence;1};10:30:00
9/02/2021 0:00;10:07:56;20:37:56;78;confidence;1};10:30:00
9/02/2021 0:00;10:08:01;20:38:01;79;confidence;1};10:30:00
9/02/2021 0:00;10:08:06;20:38:06;77;confidence;1};10:30:00
9/02/2021 0:00;10:08:10;20:38:10;75;confidence;1};10:30:00
9/02/2021 0:00;10:08:16;20:38:16;75;confidence;1};10:30:00
9/02/2021 0:00;10:08:21;20:38:21;72;confidence;1};10:30:00
9/02/2021 0:00;10:08:36;20:38:36;71;confidence;1};10:30:00
9/02/2021 0:00;10:08:41;20:38:41;70;confidence;1};10:30:00
9/02/2021 0:00;10:08:46;20:38:46;71;confidence;1};10:30:00
9/02/2021 0:00;10:08:51;20:38:51;72;confidence;1};10:30:00
9/02/2021 0:00;10:09:06;20:39:06;73;confidence;1};10:30:00
9/02/2021 0:00;10:09:16;20:39:16;72;confidence;1};10:30:00
9/02/2021 0:00;10:09:26;20:39:26;73;confidence;1};10:30:00
9/02/2021 0:00;10:09:36;20:39:36;72;confidence;1};10:30:00
9/02/2021 0:00;10:09:41;20:39:41;70;confidence;1};10:30:00
9/02/2021 0:00;10:09:46;20:39:46;69;confidence;1};10:30:00
9/02/2021 0:00;10:09:51;20:39:51;64;confidence;1};10:30:00
9/02/2021 0:00;10:09:56;20:39:56;64;confidence;2};10:30:00
9/02/2021 0:00;10:10:01;20:40:01;65;confidence;1};10:30:00
9/02/2021 0:00;10:10:06;20:40:06;66;confidence;1};10:30:00
9/02/2021 0:00;10:10:16;20:40:16;70;confidence;1};10:30:00
9/02/2021 0:00;10:10:26;20:40:26;73;confidence;1};10:30:00
9/02/2021 0:00;10:10:31;20:40:31;74;confidence;1};10:30:00
9/02/2021 0:00;10:10:46;20:40:46;72;confidence;1};10:30:00
9/02/2021 0:00;10:11:01;20:41:01;73;confidence;1};10:30:00
9/02/2021 0:00;10:11:16;20:41:16;76;confidence;1};10:30:00
9/02/2021 0:00;10:11:21;20:41:21;78;confidence;1};10:30:00
9/02/2021 0:00;10:11:26;20:41:26;77;confidence;1};10:30:00
9/02/2021 0:00;10:11:41;20:41:41;77;confidence;1};10:30:00
9/02/2021 0:00;10:11:46;20:41:46;74;confidence;1};10:30:00
9/02/2021 0:00;10:11:56;20:41:56;76;confidence;1};10:30:00
9/02/2021 0:00;10:12:01;20:42:01;74;confidence;1};10:30:00
9/02/2021 0:00;10:12:06;20:42:06;73;confidence;1};10:30:00
9/02/2021 0:00;10:12:11;20:42:11;72;confidence;1};10:30:00
9/02/2021 0:00;10:12:26;20:42:26;72;confidence;1};10:30:00
9/02/2021 0:00;10:12:31;20:42:31;73;confidence;1};10:30:00
9/02/2021 0:00;10:12:46;20:42:46;73;confidence;1};10:30:00
9/02/2021 0:00;10:12:51;20:42:51;78;confidence;1};10:30:00
9/02/2021 0:00;10:12:56;20:42:56;75;confidence;1};10:30:00
9/02/2021 0:00;10:13:06;20:43:06;74;confidence;1};10:30:00
9/02/2021 0:00;10:13:11;20:43:11;77;confidence;1};10:30:00
9/02/2021 0:00;10:13:16;20:43:16;79;confidence;1};10:30:00
9/02/2021 0:00;10:13:21;20:43:21;80;confidence;1};10:30:00
9/02/2021 0:00;10:13:31;20:43:31;79;confidence;1};10:30:00
9/02/2021 0:00;10:13:36;20:43:36;80;confidence;1};10:30:00
9/02/2021 0:00;10:13:41;20:43:41;77;confidence;1};10:30:00
9/02/2021 0:00;10:13:46;20:43:46;76;confidence;1};10:30:00
9/02/2021 0:00;10:13:56;20:43:56;78;confidence;1};10:30:00
9/02/2021 0:00;10:14:06;20:44:06;79;confidence;1};10:30:00
9/02/2021 0:00;10:14:21;20:44:21;81;confidence;1};10:30:00
9/02/2021 0:00;10:14:31;20:44:31;82;confidence;1};10:30:00
9/02/2021 0:00;10:14:36;20:44:36;80;confidence;1};10:30:00
9/02/2021 0:00;10:14:41;20:44:41;83;confidence;1};10:30:00
9/02/2021 0:00;10:14:46;20:44:46;82;confidence;1};10:30:00
9/02/2021 0:00;10:14:51;20:44:51;83;confidence;1};10:30:00
9/02/2021 0:00;10:14:56;20:44:56;86;confidence;1};10:30:00
9/02/2021 0:00;10:15:06;20:45:06;89;confidence;1};10:30:00
9/02/2021 0:00;10:15:11;20:45:11;88;confidence;1};10:30:00
9/02/2021 0:00;10:15:16;20:45:16;80;confidence;1};10:30:00
9/02/2021 0:00;10:15:21;20:45:21;78;confidence;1};10:30:00
9/02/2021 0:00;10:15:26;20:45:26;77;confidence;1};10:30:00
9/02/2021 0:00;10:15:31;20:45:31;78;confidence;1};10:30:00
9/02/2021 0:00;10:15:36;20:45:36;79;confidence;1};10:30:00
9/02/2021 0:00;10:15:41;20:45:41;81;confidence;1};10:30:00
9/02/2021 0:00;10:15:46;20:45:46;79;confidence;1};10:30:00
9/02/2021 0:00;10:15:51;20:45:51;80;confidence;1};10:30:00
9/02/2021 0:00;10:15:56;20:45:56;79;confidence;1};10:30:00
9/02/2021 0:00;10:16:01;20:46:01;80;confidence;1};10:30:00
9/02/2021 0:00;10:16:06;20:46:06;78;confidence;1};10:30:00
9/02/2021 0:00;10:16:11;20:46:11;80;confidence;1};10:30:00
9/02/2021 0:00;10:16:26;20:46:26;81;confidence;1};10:30:00
9/02/2021 0:00;10:16:36;20:46:36;83;confidence;1};10:30:00
9/02/2021 0:00;10:16:41;20:46:41;82;confidence;1};10:30:00
9/02/2021 0:00;10:16:46;20:46:46;81;confidence;1};10:30:00
9/02/2021 0:00;10:16:51;20:46:51;79;confidence;1};10:30:00
9/02/2021 0:00;10:16:56;20:46:56;78;confidence;1};10:30:00
9/02/2021 0:00;10:17:01;20:47:01;80;confidence;1};10:30:00
9/02/2021 0:00;10:17:06;20:47:06;82;confidence;1};10:30:00
9/02/2021 0:00;10:17:11;20:47:11;81;confidence;1};10:30:00
9/02/2021 0:00;10:17:16;20:47:16;83;confidence;1};10:30:00
9/02/2021 0:00;10:17:21;20:47:21;82;confidence;1};10:30:00
9/02/2021 0:00;10:17:26;20:47:26;78;confidence;1};10:30:00
9/02/2021 0:00;10:17:31;20:47:31;77;confidence;1};10:30:00
9/02/2021 0:00;10:17:36;20:47:36;74;confidence;1};10:30:00
9/02/2021 0:00;10:17:51;20:47:51;76;confidence;1};10:30:00
9/02/2021 0:00;10:17:56;20:47:56;76;confidence;1};10:30:00
9/02/2021 0:00;10:18:01;20:48:01;75;confidence;1};10:30:00
9/02/2021 0:00;10:18:06;20:48:06;72;confidence;1};10:30:00
9/02/2021 0:00;10:18:11;20:48:11;71;confidence;1};10:30:00
9/02/2021 0:00;10:18:16;20:48:16;70;confidence;1};10:30:00
9/02/2021 0:00;10:18:21;20:48:21;72;confidence;1};10:30:00
9/02/2021 0:00;10:18:31;20:48:31;74;confidence;1};10:30:00
9/02/2021 0:00;10:18:36;20:48:36;77;confidence;1};10:30:00
9/02/2021 0:00;10:18:41;20:48:41;75;confidence;1};10:30:00
9/02/2021 0:00;10:18:46;20:48:46;74;confidence;1};10:30:00
9/02/2021 0:00;10:18:51;20:48:51;72;confidence;1};10:30:00
9/02/2021 0:00;10:18:56;20:48:56;75;confidence;1};10:30:00
9/02/2021 0:00;10:19:01;20:49:01;77;confidence;1};10:30:00
9/02/2021 0:00;10:19:06;20:49:06;74;confidence;1};10:30:00
9/02/2021 0:00;10:19:11;20:49:11;72;confidence;1};10:30:00
9/02/2021 0:00;10:19:16;20:49:16;73;confidence;1};10:30:00
9/02/2021 0:00;10:19:21;20:49:21;72;confidence;1};10:30:00
9/02/2021 0:00;10:19:26;20:49:26;73;confidence;1};10:30:00
9/02/2021 0:00;10:19:31;20:49:31;71;confidence;1};10:30:00
9/02/2021 0:00;10:19:36;20:49:36;69;confidence;1};10:30:00
9/02/2021 0:00;10:19:41;20:49:41;71;confidence;1};10:30:00
9/02/2021 0:00;10:19:51;20:49:51;72;confidence;1};10:30:00
9/02/2021 0:00;10:20:01;20:50:01;73;confidence;1};10:30:00
9/02/2021 0:00;10:20:06;20:50:06;69;confidence;1};10:30:00
9/02/2021 0:00;10:20:11;20:50:11;68;confidence;1};10:30:00
9/02/2021 0:00;10:20:16;20:50:16;74;confidence;1};10:30:00
9/02/2021 0:00;10:20:21;20:50:21;76;confidence;1};10:30:00
9/02/2021 0:00;10:20:26;20:50:26;78;confidence;1};10:30:00
9/02/2021 0:00;10:20:36;20:50:36;77;confidence;1};10:30:00
9/02/2021 0:00;10:20:46;20:50:46;73;confidence;1};10:30:00
9/02/2021 0:00;10:20:51;20:50:51;74;confidence;1};10:30:00
9/02/2021 0:00;10:20:56;20:50:56;73;confidence;1};10:30:00
9/02/2021 0:00;10:21:01;20:51:01;77;confidence;1};10:30:00
9/02/2021 0:00;10:21:06;20:51:06;76;confidence;1};10:30:00
9/02/2021 0:00;10:21:11;20:51:11;69;confidence;1};10:30:00
9/02/2021 0:00;10:21:21;20:51:21;70;confidence;1};10:30:00
9/02/2021 0:00;10:21:36;20:51:36;69;confidence;1};10:30:00
9/02/2021 0:00;10:21:41;20:51:41;72;confidence;1};10:30:00
9/02/2021 0:00;10:21:46;20:51:46;75;confidence;1};10:30:00
9/02/2021 0:00;10:21:51;20:51:51;74;confidence;1};10:30:00
9/02/2021 0:00;10:21:56;20:51:56;70;confidence;1};10:30:00
9/02/2021 0:00;10:22:01;20:52:01;66;confidence;1};10:30:00
9/02/2021 0:00;10:22:06;20:52:06;69;confidence;1};10:30:00
9/02/2021 0:00;10:22:11;20:52:11;71;confidence;1};10:30:00
9/02/2021 0:00;10:22:26;20:52:26;74;confidence;1};10:30:00
9/02/2021 0:00;10:22:31;20:52:31;77;confidence;2};10:30:00
9/02/2021 0:00;10:22:36;20:52:36;76;confidence;1};10:30:00
9/02/2021 0:00;10:22:41;20:52:41;73;confidence;1};10:30:00
9/02/2021 0:00;10:22:46;20:52:46;74;confidence;1};10:30:00
9/02/2021 0:00;10:22:51;20:52:51;75;confidence;1};10:30:00
9/02/2021 0:00;10:22:56;20:52:56;73;confidence;3};10:30:00
9/02/2021 0:00;10:23:11;20:53:11;70;confidence;2};10:30:00
9/02/2021 0:00;10:23:21;20:53:21;71;confidence;2};10:30:00
9/02/2021 0:00;10:23:26;20:53:26;73;confidence;2};10:30:00
9/02/2021 0:00;10:23:31;20:53:31;74;confidence;2};10:30:00
9/02/2021 0:00;10:23:41;20:53:41;75;confidence;2};10:30:00
9/02/2021 0:00;10:23:46;20:53:46;76;confidence;1};10:30:00
9/02/2021 0:00;10:24:01;20:54:01;77;confidence;1};10:30:00
9/02/2021 0:00;10:24:11;20:54:11;80;confidence;1};10:30:00
9/02/2021 0:00;10:24:16;20:54:16;79;confidence;1};10:30:00
9/02/2021 0:00;10:24:21;20:54:21;82;confidence;1};10:30:00
9/02/2021 0:00;10:24:26;20:54:26;80;confidence;1};10:30:00
9/02/2021 0:00;10:24:31;20:54:31;82;confidence;1};10:30:00
9/02/2021 0:00;10:24:41;20:54:41;81;confidence;1};10:30:00
9/02/2021 0:00;10:24:46;20:54:46;80;confidence;1};10:30:00
9/02/2021 0:00;10:24:56;20:54:56;77;confidence;1};10:30:00
9/02/2021 0:00;10:25:01;20:55:01;75;confidence;1};10:30:00
9/02/2021 0:00;10:25:06;20:55:06;73;confidence;1};10:30:00
9/02/2021 0:00;10:25:11;20:55:11;75;confidence;1};10:30:00
9/02/2021 0:00;10:25:16;20:55:16;79;confidence;1};10:30:00
9/02/2021 0:00;10:25:21;20:55:21;77;confidence;1};10:30:00
9/02/2021 0:00;10:25:26;20:55:26;78;confidence;1};10:30:00
9/02/2021 0:00;10:25:31;20:55:31;79;confidence;1};10:30:00
9/02/2021 0:00;10:25:46;20:55:46;78;confidence;1};10:30:00
9/02/2021 0:00;10:25:51;20:55:51;77;confidence;1};10:30:00
9/02/2021 0:00;10:25:56;20:55:56;74;confidence;1};10:30:00
9/02/2021 0:00;10:26:01;20:56:01;73;confidence;1};10:30:00
9/02/2021 0:00;10:26:11;20:56:11;71;confidence;1};10:30:00
9/02/2021 0:00;10:26:16;20:56:16;69;confidence;1};10:30:00
9/02/2021 0:00;10:26:21;20:56:21;70;confidence;1};10:30:00
9/02/2021 0:00;10:26:36;20:56:36;75;confidence;1};10:30:00
9/02/2021 0:00;10:26:41;20:56:41;75;confidence;1};10:30:00
9/02/2021 0:00;10:26:46;20:56:46;76;confidence;1};10:30:00
9/02/2021 0:00;10:26:56;20:56:56;78;confidence;1};10:30:00
9/02/2021 0:00;10:27:01;20:57:01;81;confidence;1};10:30:00
9/02/2021 0:00;10:27:06;20:57:06;78;confidence;1};10:30:00
9/02/2021 0:00;10:27:11;20:57:11;79;confidence;1};10:30:00
9/02/2021 0:00;10:27:16;20:57:16;78;confidence;1};10:30:00
9/02/2021 0:00;10:27:21;20:57:21;76;confidence;1};10:30:00
9/02/2021 0:00;10:27:31;20:57:31;79;confidence;1};10:30:00
9/02/2021 0:00;10:27:36;20:57:36;77;confidence;1};10:30:00
9/02/2021 0:00;10:27:41;20:57:41;76;confidence;1};10:30:00
9/02/2021 0:00;10:27:51;20:57:51;75;confidence;1};10:30:00
9/02/2021 0:00;10:27:56;20:57:56;76;confidence;1};10:30:00
9/02/2021 0:00;10:28:06;20:58:06;74;confidence;1};10:30:00
9/02/2021 0:00;10:28:16;20:58:16;75;confidence;1};10:30:00
9/02/2021 0:00;10:28:21;20:58:21;78;confidence;1};10:30:00
9/02/2021 0:00;10:28:26;20:58:26;80;confidence;1};10:30:00
9/02/2021 0:00;10:28:31;20:58:31;79;confidence;1};10:30:00
9/02/2021 0:00;10:28:36;20:58:36;78;confidence;1};10:30:00
9/02/2021 0:00;10:28:41;20:58:41;76;confidence;1};10:30:00
9/02/2021 0:00;10:28:46;20:58:46;80;confidence;1};10:30:00
9/02/2021 0:00;10:28:51;20:58:51;77;confidence;1};10:30:00
9/02/2021 0:00;10:28:56;20:58:56;80;confidence;1};10:30:00
9/02/2021 0:00;10:29:01;20:59:01;78;confidence;1};10:30:00
9/02/2021 0:00;10:29:06;20:59:06;79;confidence;1};10:30:00
9/02/2021 0:00;10:29:11;20:59:11;77;confidence;1};10:30:00
9/02/2021 0:00;10:29:21;20:59:21;79;confidence;1};10:30:00
9/02/2021 0:00;10:29:26;20:59:26;78;confidence;1};10:30:00
9/02/2021 0:00;10:29:36;20:59:36;77;confidence;1};10:30:00
9/02/2021 0:00;10:29:51;20:59:51;76;confidence;1};10:30:00
9/02/2021 0:00;10:29:56;20:59:56;77;confidence;1};10:30:00
9/02/2021 0:00;10:30:01;21:00:01;74;confidence;1};10:30:00
9/02/2021 0:00;10:30:06;21:00:06;75;confidence;1};10:30:00
9/02/2021 0:00;10:30:11;21:00:11;73;confidence;1};10:30:00
9/02/2021 0:00;10:30:16;21:00:16;76;confidence;1};10:30:00
9/02/2021 0:00;10:30:21;21:00:21;78;confidence;1};10:30:00
9/02/2021 0:00;10:30:26;21:00:26;79;confidence;1};10:30:00
9/02/2021 0:00;10:30:31;21:00:31;80;confidence;1};10:30:00
9/02/2021 0:00;10:30:36;21:00:36;83;confidence;1};10:30:00
9/02/2021 0:00;10:30:41;21:00:41;84;confidence;1};10:30:00
9/02/2021 0:00;10:30:46;21:00:46;87;confidence;1};10:30:00
9/02/2021 0:00;10:30:51;21:00:51;85;confidence;1};10:30:00
9/02/2021 0:00;10:30:56;21:00:56;86;confidence;1};10:30:00
9/02/2021 0:00;10:31:01;21:01:01;84;confidence;1};10:30:00
9/02/2021 0:00;10:31:11;21:01:11;83;confidence;1};10:30:00
9/02/2021 0:00;10:31:16;21:01:16;82;confidence;1};10:30:00
9/02/2021 0:00;10:31:21;21:01:21;85;confidence;1};10:30:00
9/02/2021 0:00;10:31:26;21:01:26;86;confidence;1};10:30:00
