event time,event
0.0,0.0
448.283,6.0
448.283,6.0
448.283,6.0
448.283,6.0
448.283,6.0
448.283,6.0
2172.4410000000003,7.0
2172.4410000000003,7.0
2172.4410000000003,7.0
2172.4410000000003,7.0
2172.4410000000003,7.0
2172.4410000000003,7.0
2172.4410000000003,7.0
4807.821,10.0
4807.821,10.0
4807.821,10.0
4807.821,10.0
4807.821,10.0
6283.938,3.0
6283.938,3.0
6283.938,3.0
6283.938,3.0
6283.938,3.0
6536.228,3.0
8000.228,3.0
8050.340999999999,3.0
8100.619999999999,3.0
8100.619999999999,3.0
8203.26,3.0
8203.26,3.0
10637.535,4.0
10637.535,4.0
10637.535,4.0
10637.535,4.0
33106.111,6.0
33106.111,6.0
33106.111,6.0
33106.111,6.0
33106.111,6.0
