event time,event
0.0,0.0
30152.528,6.0
30152.528,6.0
30152.528,6.0
30152.528,6.0
30152.528,6.0
30152.528,6.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
34466.721,7.0
38131.901,4.0
38131.901,4.0
38131.901,4.0
38131.901,4.0
38131.901,4.0
43695.877,4.0
43746.837999999996,4.0
43796.712,4.0
43848.359000000004,4.0
43898.839,4.0
43948.981,4.0
45916.748,2.0
45916.748,2.0
46018.529,2.0
46018.529,2.0
46018.529,2.0
51130.572,1.0
51130.572,1.0
51130.572,1.0
51130.572,1.0
51130.572,1.0
51130.572,1.0
51438.005,1.0
58070.909,10.0
58070.909,10.0
58070.909,10.0
58070.909,10.0
58070.909,10.0
63324.394,4.0
63324.394,4.0
63324.394,4.0
63324.394,4.0
64901.629,4.0
64901.629,4.0
64901.629,4.0
64901.629,4.0
74293.713,4.0
74293.713,4.0
74293.713,4.0
78358.79400000001,4.0
78358.79400000001,4.0
78358.79400000001,4.0
79583.406,4.0
79583.406,4.0
79583.406,4.0
81432.765,5.0
81484.26999999999,5.0
81484.26999999999,5.0
81484.26999999999,5.0
81638.0,5.0
81638.0,5.0
