event time,event
0.0,0.0
2073.819,2.0
2073.819,2.0
2073.819,2.0
2073.819,2.0
2073.819,2.0
3849.116,1.0
3849.116,1.0
3849.116,1.0
3849.116,1.0
4553.4220000000005,10.0
6684.256,5.0
6684.256,5.0
6684.256,5.0
6684.256,5.0
6684.256,5.0
7339.092,5.0
7339.092,5.0
7339.092,5.0
7339.092,5.0
7901.728999999999,5.0
7901.728999999999,5.0
7901.728999999999,5.0
7901.728999999999,5.0
8153.691,4.0
8153.691,4.0
8153.691,4.0
8811.935,4.0
8811.935,4.0
8913.186,4.0
21639.193,5.0
21639.193,5.0
21739.654000000002,5.0
21940.93,4.0
21940.93,4.0
21940.93,4.0
21940.93,4.0
21940.93,4.0
22777.105,4.0
22827.066,4.0
22880.147999999997,4.0
22932.194,4.0
34682.056000000004,5.0
34682.056000000004,5.0
34682.056000000004,5.0
34682.056000000004,5.0
34682.056000000004,5.0
44732.861999999994,2.0
44732.861999999994,2.0
44732.861999999994,2.0
44732.861999999994,2.0
44732.861999999994,2.0
