event time,event
0.0,0.0
1675.771,6.0
1675.771,6.0
4034.879,7.0
4034.879,7.0
4034.879,7.0
4034.879,7.0
4034.879,7.0
4034.879,7.0
6375.742,2.0
6375.742,2.0
6375.742,2.0
6375.742,2.0
6375.742,2.0
7653.589,1.0
7653.589,1.0
7653.589,1.0
7653.589,1.0
7653.589,1.0
7653.589,1.0
9947.122,10.0
9947.122,10.0
9947.122,10.0
9947.122,10.0
15285.121000000001,4.0
15285.121000000001,4.0
15285.121000000001,4.0
15285.121000000001,4.0
15285.121000000001,4.0
15536.613,4.0
35281.584,4.0
35331.559,4.0
35382.114,4.0
35432.863,4.0
35483.508,4.0
35534.343,4.0
35534.343,4.0
35534.343,4.0
41251.5,4.0
41251.5,4.0
41251.5,4.0
41401.491,4.0
41452.787000000004,4.0
41502.893000000004,4.0
41555.497,4.0
