dateTime;;Time;Value;
08-31-2021;;9:50:40;76;confidence:2}
08-31-2021;;9:50:45;79;confidence:2}
08-31-2021;;9:50:50;82;confidence:2}
08-31-2021;;9:51:05;82;confidence:2}
08-31-2021;;9:51:10;80;confidence:2}
08-31-2021;;9:51:20;81;confidence:2}
08-31-2021;;9:51:35;79;confidence:2}
08-31-2021;;9:51:50;79;confidence:2}
08-31-2021;;9:51:55;80;confidence:2}
08-31-2021;;9:52:00;79;confidence:2}
08-31-2021;;9:52:05;77;confidence:2}
08-31-2021;;9:52:10;74;confidence:2}
08-31-2021;;9:52:15;73;confidence:2}
08-31-2021;;9:52:20;74;confidence:2}
08-31-2021;;9:52:25;75;confidence:2}
08-31-2021;;9:52:40;76;confidence:2}
08-31-2021;;9:52:45;75;confidence:2}
08-31-2021;;9:52:55;74;confidence:2}
08-31-2021;;9:53:05;72;confidence:2}
08-31-2021;;9:53:10;72;confidence:1}
08-31-2021;;9:53:15;73;confidence:1}
08-31-2021;;9:53:20;73;confidence:2}
08-31-2021;;9:53:35;72;confidence:2}
08-31-2021;;9:53:40;71;confidence:2}
08-31-2021;;9:53:50;72;confidence:2}
08-31-2021;;9:53:55;73;confidence:2}
08-31-2021;;9:54:00;74;confidence:2}
08-31-2021;;9:54:05;75;confidence:2}
08-31-2021;;9:54:10;77;confidence:2}
08-31-2021;;9:54:15;78;confidence:2}
08-31-2021;;9:54:20;79;confidence:2}
08-31-2021;;9:54:25;80;confidence:2}
08-31-2021;;9:54:30;81;confidence:2}
08-31-2021;;9:54:35;83;confidence:2}
08-31-2021;;9:54:50;82;confidence:2}
08-31-2021;;9:54:55;83;confidence:2}
08-31-2021;;9:55:00;83;confidence:1}
08-31-2021;;9:55:10;82;confidence:1}
08-31-2021;;9:55:15;79;confidence:1}
08-31-2021;;9:55:20;78;confidence:1}
08-31-2021;;9:55:25;78;confidence:1}
08-31-2021;;9:55:40;76;confidence:2}
08-31-2021;;9:55:45;75;confidence:1}
08-31-2021;;9:55:50;74;confidence:1}
08-31-2021;;9:56:00;77;confidence:1}
08-31-2021;;9:56:05;80;confidence:1}
08-31-2021;;9:56:10;81;confidence:1}
08-31-2021;;9:56:15;83;confidence:1}
08-31-2021;;9:56:20;81;confidence:1}
08-31-2021;;9:56:25;78;confidence:1}
08-31-2021;;9:56:30;80;confidence:1}
08-31-2021;;9:56:35;83;confidence:1}
08-31-2021;;9:56:40;86;confidence:2}
08-31-2021;;9:56:50;82;confidence:1}
08-31-2021;;9:57:00;81;confidence:1}
08-31-2021;;9:57:05;78;confidence:1}
08-31-2021;;9:57:10;75;confidence:1}
08-31-2021;;9:57:15;77;confidence:1}
08-31-2021;;9:57:20;80;confidence:1}
08-31-2021;;9:57:25;81;confidence:2}
08-31-2021;;9:57:35;80;confidence:2}
08-31-2021;;9:57:40;78;confidence:2}
08-31-2021;;9:57:45;79;confidence:1}
08-31-2021;;9:57:55;81;confidence:1}
08-31-2021;;9:58:00;84;confidence:1}
08-31-2021;;9:58:05;86;confidence:1}
08-31-2021;;9:58:15;89;confidence:1}
08-31-2021;;9:58:20;90;confidence:1}
08-31-2021;;9:58:30;85;confidence:2}
08-31-2021;;9:58:35;85;confidence:1}
08-31-2021;;9:58:40;84;confidence:2}
08-31-2021;;9:58:50;83;confidence:1}
08-31-2021;;9:58:55;84;confidence:2}
08-31-2021;;9:59:10;82;confidence:2}
08-31-2021;;9:59:15;80;confidence:2}
08-31-2021;;9:59:20;76;confidence:2}
08-31-2021;;9:59:25;76;confidence:1}
08-31-2021;;9:59:30;77;confidence:1}
08-31-2021;;9:59:35;78;confidence:1}
08-31-2021;;9:59:45;79;confidence:1}
08-31-2021;;9:59:50;81;confidence:1}
08-31-2021;;10:00:00;82;confidence:1}
08-31-2021;;10:00:05;81;confidence:1}
08-31-2021;;10:00:10;78;confidence:1}
08-31-2021;;10:00:15;75;confidence:1}
08-31-2021;;10:00:20;74;confidence:1}
08-31-2021;;10:00:30;75;confidence:1}
08-31-2021;;10:00:35;76;confidence:1}
08-31-2021;;10:00:40;75;confidence:2}
08-31-2021;;10:00:50;75;confidence:1}
08-31-2021;;10:00:55;75;confidence:2}
08-31-2021;;10:01:00;72;confidence:1}
08-31-2021;;10:01:05;74;confidence:1}
08-31-2021;;10:01:10;75;confidence:1}
08-31-2021;;10:01:15;75;confidence:1}
08-31-2021;;10:01:20;76;confidence:1}
08-31-2021;;10:01:25;78;confidence:1}
08-31-2021;;10:01:35;79;confidence:1}
08-31-2021;;10:01:40;78;confidence:1}
08-31-2021;;10:01:45;76;confidence:1}
08-31-2021;;10:01:50;74;confidence:1}
08-31-2021;;10:01:55;72;confidence:1}
08-31-2021;;10:02:00;74;confidence:2}
08-31-2021;;10:02:05;74;confidence:1}
08-31-2021;;10:02:10;74;confidence:2}
08-31-2021;;10:02:15;73;confidence:1}
08-31-2021;;10:02:20;74;confidence:1}
08-31-2021;;10:02:25;78;confidence:1}
08-31-2021;;10:02:30;80;confidence:1}
08-31-2021;;10:02:40;78;confidence:1}
08-31-2021;;10:02:45;77;confidence:1}
08-31-2021;;10:02:50;78;confidence:2}
08-31-2021;;10:02:55;80;confidence:1}
08-31-2021;;10:03:00;81;confidence:1}
08-31-2021;;10:03:05;82;confidence:1}
08-31-2021;;10:03:10;81;confidence:1}
08-31-2021;;10:03:15;80;confidence:1}
08-31-2021;;10:03:20;81;confidence:1}
08-31-2021;;10:03:30;80;confidence:1}
08-31-2021;;10:03:35;78;confidence:1}
08-31-2021;;10:03:40;74;confidence:3}
08-31-2021;;10:03:45;74;confidence:1}
08-31-2021;;10:03:50;76;confidence:2}
08-31-2021;;10:03:55;77;confidence:3}
08-31-2021;;10:04:00;76;confidence:3}
08-31-2021;;10:04:05;73;confidence:3}
08-31-2021;;10:04:10;70;confidence:2}
08-31-2021;;10:04:15;71;confidence:2}
08-31-2021;;10:04:20;72;confidence:2}
08-31-2021;;10:04:25;72;confidence:1}
08-31-2021;;10:04:35;74;confidence:1}
08-31-2021;;10:04:40;75;confidence:2}
08-31-2021;;10:04:45;74;confidence:3}
08-31-2021;;10:04:50;74;confidence:2}
08-31-2021;;10:04:55;74;confidence:3}
08-31-2021;;10:05:00;75;confidence:2}
08-31-2021;;10:05:10;75;confidence:1}
08-31-2021;;10:05:15;74;confidence:1}
08-31-2021;;10:05:20;75;confidence:1}
08-31-2021;;10:05:25;76;confidence:1}
08-31-2021;;10:05:30;78;confidence:1}
08-31-2021;;10:05:35;79;confidence:1}
08-31-2021;;10:05:40;79;confidence:2}
08-31-2021;;10:05:45;79;confidence:3}
08-31-2021;;10:05:50;78;confidence:2}
08-31-2021;;10:05:55;77;confidence:2}
08-31-2021;;10:06:10;77;confidence:2}
08-31-2021;;10:06:15;77;confidence:1}
08-31-2021;;10:06:20;76;confidence:2}
08-31-2021;;10:06:35;78;confidence:2}
08-31-2021;;10:06:40;76;confidence:2}
08-31-2021;;10:06:45;75;confidence:2}
08-31-2021;;10:06:50;73;confidence:3}
08-31-2021;;10:06:55;74;confidence:3}
08-31-2021;;10:07:00;75;confidence:3}
08-31-2021;;10:07:05;76;confidence:3}
08-31-2021;;10:07:15;74;confidence:3}
08-31-2021;;10:07:20;73;confidence:3}
08-31-2021;;10:07:25;76;confidence:2}
08-31-2021;;10:07:30;77;confidence:1}
08-31-2021;;10:07:40;78;confidence:2}
08-31-2021;;10:07:45;77;confidence:3}
08-31-2021;;10:07:50;75;confidence:1}
08-31-2021;;10:07:55;74;confidence:1}
08-31-2021;;10:08:05;78;confidence:1}
08-31-2021;;10:08:10;80;confidence:1}
08-31-2021;;10:08:15;81;confidence:1}
08-31-2021;;10:08:20;77;confidence:1}
08-31-2021;;10:08:25;77;confidence:2}
08-31-2021;;10:08:30;76;confidence:2}
08-31-2021;;10:08:35;75;confidence:2}
08-31-2021;;10:08:40;74;confidence:2}
08-31-2021;;10:08:45;73;confidence:2}
08-31-2021;;10:08:55;74;confidence:2}
08-31-2021;;10:09:00;75;confidence:2}
08-31-2021;;10:09:05;75;confidence:2}
08-31-2021;;10:09:10;74;confidence:2}
08-31-2021;;10:09:15;73;confidence:1}
08-31-2021;;10:09:20;73;confidence:2}
08-31-2021;;10:09:25;74;confidence:1}
08-31-2021;;10:09:35;74;confidence:2}
08-31-2021;;10:09:50;74;confidence:2}
08-31-2021;;10:10:05;74;confidence:1}
08-31-2021;;10:10:10;76;confidence:1}
08-31-2021;;10:10:15;77;confidence:1}
08-31-2021;;10:10:20;80;confidence:1}
08-31-2021;;10:10:25;83;confidence:1}
08-31-2021;;10:10:30;85;confidence:1}
08-31-2021;;10:10:35;84;confidence:1}
08-31-2021;;10:10:45;83;confidence:1}
08-31-2021;;10:10:50;83;confidence:2}
08-31-2021;;10:11:00;82;confidence:2}
08-31-2021;;10:11:05;81;confidence:3}
08-31-2021;;10:11:10;81;confidence:2}
08-31-2021;;10:11:25;81;confidence:2}
08-31-2021;;10:11:30;80;confidence:2}
08-31-2021;;10:11:35;80;confidence:1}
08-31-2021;;10:11:45;81;confidence:1}
08-31-2021;;10:11:50;80;confidence:2}
08-31-2021;;10:11:55;80;confidence:1}
08-31-2021;;10:12:10;81;confidence:1}
08-31-2021;;10:12:15;79;confidence:1}
08-31-2021;;10:12:20;80;confidence:1}
08-31-2021;;10:12:25;77;confidence:1}
08-31-2021;;10:12:30;78;confidence:2}
08-31-2021;;10:12:35;79;confidence:1}
08-31-2021;;10:12:40;78;confidence:2}
08-31-2021;;10:12:45;77;confidence:3}
08-31-2021;;10:12:50;78;confidence:3}
08-31-2021;;10:12:55;75;confidence:3}
08-31-2021;;10:13:00;77;confidence:2}
08-31-2021;;10:13:05;79;confidence:1}
08-31-2021;;10:13:10;78;confidence:2}
08-31-2021;;10:13:20;79;confidence:1}
08-31-2021;;10:13:25;78;confidence:1}
08-31-2021;;10:13:30;81;confidence:2}
08-31-2021;;10:13:35;83;confidence:2}
08-31-2021;;10:13:40;80;confidence:2}
08-31-2021;;10:13:45;79;confidence:2}
08-31-2021;;10:13:50;78;confidence:1}
08-31-2021;;10:13:55;80;confidence:1}
08-31-2021;;10:14:00;83;confidence:1}
08-31-2021;;10:14:05;86;confidence:1}
08-31-2021;;10:14:15;81;confidence:1}
08-31-2021;;10:14:20;76;confidence:2}
08-31-2021;;10:14:25;75;confidence:1}
08-31-2021;;10:14:30;74;confidence:1}
08-31-2021;;10:14:35;75;confidence:1}
08-31-2021;;10:14:40;74;confidence:1}
08-31-2021;;10:14:45;74;confidence:1}
08-31-2021;;10:14:50;72;confidence:1}
08-31-2021;;10:15:00;73;confidence:1}
08-31-2021;;10:15:10;75;confidence:1}
08-31-2021;;10:15:20;76;confidence:1}
08-31-2021;;10:15:25;76;confidence:2}
08-31-2021;;10:15:30;74;confidence:2}
08-31-2021;;10:15:40;74;confidence:1}
08-31-2021;;10:15:50;77;confidence:2}
08-31-2021;;10:15:55;79;confidence:3}
08-31-2021;;10:16:00;74;confidence:2}
08-31-2021;;10:16:05;71;confidence:2}
08-31-2021;;10:16:10;74;confidence:2}
08-31-2021;;10:16:15;78;confidence:2}
08-31-2021;;10:16:20;79;confidence:1}
08-31-2021;;10:16:30;78;confidence:1}
08-31-2021;;10:16:35;78;confidence:2}
08-31-2021;;10:16:45;77;confidence:3}
08-31-2021;;10:16:50;75;confidence:3}
08-31-2021;;10:16:55;75;confidence:2}
08-31-2021;;10:17:00;75;confidence:1}
08-31-2021;;10:17:10;76;confidence:2}
08-31-2021;;10:17:15;78;confidence:2}
08-31-2021;;10:17:20;77;confidence:2}
08-31-2021;;10:17:25;76;confidence:1}
08-31-2021;;10:17:35;74;confidence:2}
08-31-2021;;10:17:40;74;confidence:3}
08-31-2021;;10:17:45;78;confidence:3}
08-31-2021;;10:17:50;80;confidence:2}
08-31-2021;;10:18:05;80;confidence:2}
08-31-2021;;10:18:10;82;confidence:2}
08-31-2021;;10:18:15;84;confidence:2}
08-31-2021;;10:18:25;83;confidence:2}
08-31-2021;;10:18:30;81;confidence:2}
08-31-2021;;10:18:35;79;confidence:2}
08-31-2021;;10:18:40;76;confidence:3}
08-31-2021;;10:18:45;76;confidence:2}
08-31-2021;;10:18:50;75;confidence:2}
08-31-2021;;10:19:05;76;confidence:1}
08-31-2021;;10:19:15;79;confidence:1}
08-31-2021;;10:19:20;80;confidence:1}
08-31-2021;;10:19:35;78;confidence:1}
08-31-2021;;10:19:40;76;confidence:1}
08-31-2021;;10:19:45;77;confidence:1}
08-31-2021;;10:19:50;78;confidence:1}
08-31-2021;;10:19:55;81;confidence:1}
08-31-2021;;10:20:00;83;confidence:1}
08-31-2021;;10:20:15;82;confidence:1}
08-31-2021;;10:20:20;80;confidence:1}
08-31-2021;;10:20:35;79;confidence:1}
08-31-2021;;10:20:40;81;confidence:1}
08-31-2021;;10:20:45;83;confidence:1}
08-31-2021;;10:20:55;81;confidence:1}
08-31-2021;;10:21:00;80;confidence:1}
08-31-2021;;10:21:05;78;confidence:1}
08-31-2021;;10:21:15;79;confidence:2}
08-31-2021;;10:21:20;82;confidence:1}
08-31-2021;;10:21:25;82;confidence:2}
08-31-2021;;10:21:30;81;confidence:2}
08-31-2021;;10:21:35;80;confidence:2}
08-31-2021;;10:21:40;79;confidence:2}
08-31-2021;;10:21:45;80;confidence:3}
08-31-2021;;10:21:50;79;confidence:2}
08-31-2021;;10:21:55;78;confidence:2}
08-31-2021;;10:22:05;79;confidence:2}
08-31-2021;;10:22:10;80;confidence:1}
08-31-2021;;10:22:20;81;confidence:2}
08-31-2021;;10:22:25;82;confidence:1}
08-31-2021;;10:22:35;81;confidence:1}
08-31-2021;;10:22:40;80;confidence:1}
08-31-2021;;10:22:45;79;confidence:1}
08-31-2021;;10:22:50;74;confidence:2}
08-31-2021;;10:22:55;73;confidence:2}
08-31-2021;;10:23:00;74;confidence:2}
08-31-2021;;10:23:05;76;confidence:2}
08-31-2021;;10:23:10;77;confidence:2}
08-31-2021;;10:23:15;76;confidence:1}
08-31-2021;;10:23:20;75;confidence:1}
08-31-2021;;10:23:30;77;confidence:1}
08-31-2021;;10:23:35;78;confidence:2}
08-31-2021;;10:23:40;79;confidence:2}
08-31-2021;;10:23:45;78;confidence:2}
08-31-2021;;10:23:55;77;confidence:2}
08-31-2021;;10:24:00;75;confidence:1}
08-31-2021;;10:24:05;76;confidence:1}
08-31-2021;;10:24:20;77;confidence:1}
08-31-2021;;10:24:25;78;confidence:1}
08-31-2021;;10:24:30;79;confidence:1}
08-31-2021;;10:24:40;78;confidence:1}
08-31-2021;;10:24:55;79;confidence:1}
08-31-2021;;10:25:10;79;confidence:1}
08-31-2021;;10:25:20;78;confidence:2}
08-31-2021;;10:25:25;77;confidence:2}
08-31-2021;;10:25:30;74;confidence:1}
08-31-2021;;10:25:35;75;confidence:1}
08-31-2021;;10:25:40;79;confidence:1}
08-31-2021;;10:25:45;83;confidence:1}
08-31-2021;;10:25:55;85;confidence:1}
08-31-2021;;10:26:00;84;confidence:1}
08-31-2021;;10:26:05;81;confidence:2}
08-31-2021;;10:26:10;80;confidence:2}
08-31-2021;;10:26:15;77;confidence:2}
08-31-2021;;10:26:20;76;confidence:2}
08-31-2021;;10:26:25;76;confidence:1}
08-31-2021;;10:26:30;77;confidence:1}
08-31-2021;;10:26:35;79;confidence:2}
08-31-2021;;10:26:40;78;confidence:2}
08-31-2021;;10:26:45;79;confidence:2}
08-31-2021;;10:26:50;77;confidence:1}
08-31-2021;;10:27:00;79;confidence:1}
08-31-2021;;10:27:10;80;confidence:1}
08-31-2021;;10:27:20;81;confidence:1}
08-31-2021;;10:27:25;80;confidence:1}
08-31-2021;;10:27:30;79;confidence:2}
08-31-2021;;10:27:35;77;confidence:2}
08-31-2021;;10:27:40;75;confidence:1}
08-31-2021;;10:27:45;76;confidence:1}
08-31-2021;;10:27:50;78;confidence:2}
08-31-2021;;10:27:55;78;confidence:1}
08-31-2021;;10:28:00;77;confidence:1}
08-31-2021;;10:28:05;77;confidence:2}
08-31-2021;;10:28:10;76;confidence:1}
08-31-2021;;10:28:20;77;confidence:1}
08-31-2021;;10:28:25;76;confidence:1}
08-31-2021;;10:28:30;77;confidence:1}
08-31-2021;;10:28:35;80;confidence:1}
08-31-2021;;10:28:40;77;confidence:1}
08-31-2021;;10:28:45;77;confidence:3}
08-31-2021;;10:28:50;76;confidence:2}
08-31-2021;;10:29:05;77;confidence:2}
08-31-2021;;10:29:10;78;confidence:1}
08-31-2021;;10:29:20;79;confidence:2}
08-31-2021;;10:29:25;80;confidence:1}
08-31-2021;;10:29:30;81;confidence:1}
08-31-2021;;10:29:40;80;confidence:1}
08-31-2021;;10:29:45;79;confidence:2}
08-31-2021;;10:29:55;79;confidence:3}
08-31-2021;;10:30:00;77;confidence:2}
08-31-2021;;10:30:05;78;confidence:2}
08-31-2021;;10:30:10;79;confidence:2}
08-31-2021;;10:30:15;79;confidence:1}
08-31-2021;;10:30:25;81;confidence:1}
08-31-2021;;10:30:30;82;confidence:1}
08-31-2021;;10:30:35;81;confidence:2}
08-31-2021;;10:30:40;80;confidence:1}
08-31-2021;;10:30:50;79;confidence:1}
08-31-2021;;10:30:55;79;confidence:2}
08-31-2021;;10:31:10;79;confidence:2}
08-31-2021;;10:31:15;79;confidence:1}
08-31-2021;;10:31:25;80;confidence:1}
08-31-2021;;10:31:35;82;confidence:1}
08-31-2021;;10:31:40;83;confidence:1}
08-31-2021;;10:31:55;83;confidence:1}
08-31-2021;;10:32:00;81;confidence:2}
08-31-2021;;10:32:05;82;confidence:2}
08-31-2021;;10:32:15;81;confidence:2}
08-31-2021;;10:32:30;82;confidence:2}
08-31-2021;;10:32:35;80;confidence:2}
08-31-2021;;10:32:40;79;confidence:2}
08-31-2021;;10:32:45;80;confidence:2}
08-31-2021;;10:32:50;81;confidence:2}
08-31-2021;;10:32:55;80;confidence:2}
08-31-2021;;10:33:00;81;confidence:1}
08-31-2021;;10:33:05;82;confidence:1}
08-31-2021;;10:33:10;85;confidence:1}
08-31-2021;;10:33:15;86;confidence:1}
08-31-2021;;10:33:25;84;confidence:2}
08-31-2021;;10:33:30;83;confidence:2}
08-31-2021;;10:33:35;82;confidence:1}
08-31-2021;;10:33:40;83;confidence:1}
08-31-2021;;10:33:45;84;confidence:1}
08-31-2021;;10:33:55;81;confidence:1}
08-31-2021;;10:34:00;78;confidence:1}
08-31-2021;;10:34:05;78;confidence:3}
08-31-2021;;10:34:10;80;confidence:3}
08-31-2021;;10:34:15;78;confidence:2}
08-31-2021;;10:34:20;76;confidence:1}
08-31-2021;;10:34:25;77;confidence:1}
08-31-2021;;10:34:30;77;confidence:3}
08-31-2021;;10:34:35;76;confidence:3}
08-31-2021;;10:34:40;75;confidence:3}
08-31-2021;;10:34:45;73;confidence:3}
08-31-2021;;10:34:50;74;confidence:3}
08-31-2021;;10:35:00;73;confidence:3}
08-31-2021;;10:35:05;72;confidence:3}
08-31-2021;;10:35:10;72;confidence:2}
08-31-2021;;10:35:15;72;confidence:1}
08-31-2021;;10:35:25;73;confidence:2}
08-31-2021;;10:35:30;74;confidence:1}
08-31-2021;;10:35:35;74;confidence:1}
08-31-2021;;10:35:40;75;confidence:1}
08-31-2021;;10:35:45;77;confidence:1}
08-31-2021;;10:35:50;78;confidence:1}
08-31-2021;;10:35:55;80;confidence:1}
08-31-2021;;10:36:00;78;confidence:1}
08-31-2021;;10:36:05;81;confidence:1}
08-31-2021;;10:36:10;80;confidence:1}
08-31-2021;;10:36:25;79;confidence:1}
08-31-2021;;10:36:40;80;confidence:1}
08-31-2021;;10:36:45;81;confidence:1}
08-31-2021;;10:36:50;80;confidence:1}
08-31-2021;;10:36:55;79;confidence:1}
08-31-2021;;10:37:00;78;confidence:3}
08-31-2021;;10:37:10;77;confidence:3}
08-31-2021;;10:37:20;77;confidence:2}
08-31-2021;;10:37:25;78;confidence:2}
08-31-2021;;10:37:30;79;confidence:1}
08-31-2021;;10:37:35;81;confidence:1}
08-31-2021;;10:37:40;82;confidence:1}
08-31-2021;;10:37:55;82;confidence:1}
08-31-2021;;10:38:00;84;confidence:1}
08-31-2021;;10:38:05;82;confidence:1}
08-31-2021;;10:38:10;81;confidence:1}
08-31-2021;;10:38:15;79;confidence:1}
08-31-2021;;10:38:30;80;confidence:2}
08-31-2021;;10:38:35;79;confidence:2}
08-31-2021;;10:38:40;80;confidence:1}
08-31-2021;;10:38:45;80;confidence:2}
08-31-2021;;10:38:50;80;confidence:1}
08-31-2021;;10:38:55;81;confidence:1}
08-31-2021;;10:39:10;81;confidence:1}
08-31-2021;;10:39:15;79;confidence:1}
08-31-2021;;10:39:20;78;confidence:2}
08-31-2021;;10:39:25;77;confidence:1}
08-31-2021;;10:39:30;76;confidence:1}
08-31-2021;;10:39:35;78;confidence:1}
08-31-2021;;10:39:40;79;confidence:1}
08-31-2021;;10:39:55;78;confidence:1}
08-31-2021;;10:40:00;76;confidence:3}
08-31-2021;;10:40:05;75;confidence:3}
08-31-2021;;10:40:15;74;confidence:3}
08-31-2021;;10:40:20;76;confidence:2}
08-31-2021;;10:40:30;77;confidence:2}
08-31-2021;;10:40:35;78;confidence:2}
08-31-2021;;10:40:40;78;confidence:3}
08-31-2021;;10:40:45;77;confidence:2}
08-31-2021;;10:40:50;76;confidence:2}
08-31-2021;;10:41:00;78;confidence:1}
08-31-2021;;10:41:05;80;confidence:2}
08-31-2021;;10:41:10;81;confidence:1}
08-31-2021;;10:41:15;84;confidence:1}
08-31-2021;;10:41:25;86;confidence:1}
08-31-2021;;10:41:35;85;confidence:1}
08-31-2021;;10:41:40;85;confidence:1}
08-31-2021;;10:41:45;84;confidence:1}
08-31-2021;;10:41:50;83;confidence:1}
08-31-2021;;10:41:55;82;confidence:1}
08-31-2021;;10:42:00;80;confidence:1}
08-31-2021;;10:42:10;81;confidence:1}
08-31-2021;;10:42:15;82;confidence:1}
08-31-2021;;10:42:25;83;confidence:1}
08-31-2021;;10:42:35;82;confidence:1}
08-31-2021;;10:42:40;83;confidence:1}
08-31-2021;;10:42:45;81;confidence:1}
08-31-2021;;10:42:50;79;confidence:2}
08-31-2021;;10:43:00;78;confidence:1}
08-31-2021;;10:43:05;78;confidence:2}
08-31-2021;;10:43:10;78;confidence:3}
08-31-2021;;10:43:15;78;confidence:2}
08-31-2021;;10:43:20;76;confidence:2}
08-31-2021;;10:43:25;75;confidence:1}
08-31-2021;;10:43:35;76;confidence:1}
08-31-2021;;10:43:40;77;confidence:1}
08-31-2021;;10:43:45;79;confidence:1}
08-31-2021;;10:43:55;78;confidence:1}
08-31-2021;;10:44:00;79;confidence:1}
08-31-2021;;10:44:05;78;confidence:2}
08-31-2021;;10:44:10;79;confidence:3}
08-31-2021;;10:44:20;78;confidence:2}
08-31-2021;;10:44:30;79;confidence:2}
08-31-2021;;10:44:35;80;confidence:2}
08-31-2021;;10:44:40;80;confidence:1}
08-31-2021;;10:44:45;81;confidence:1}
08-31-2021;;10:44:50;82;confidence:1}
08-31-2021;;10:44:55;84;confidence:1}
08-31-2021;;10:45:00;85;confidence:1}
08-31-2021;;10:45:05;83;confidence:1}
08-31-2021;;10:45:10;80;confidence:1}
08-31-2021;;10:45:15;79;confidence:1}
08-31-2021;;10:45:25;78;confidence:1}
08-31-2021;;10:45:30;79;confidence:1}
08-31-2021;;10:45:35;78;confidence:1}
08-31-2021;;10:45:40;79;confidence:1}
08-31-2021;;10:45:50;82;confidence:1}
08-31-2021;;10:45:55;81;confidence:1}
08-31-2021;;10:46:00;80;confidence:1}
08-31-2021;;10:46:05;80;confidence:2}
08-31-2021;;10:46:15;78;confidence:1}
08-31-2021;;10:46:20;76;confidence:1}
08-31-2021;;10:46:25;75;confidence:1}
08-31-2021;;10:46:30;76;confidence:1}
08-31-2021;;10:46:35;80;confidence:1}
08-31-2021;;10:46:40;78;confidence:1}
08-31-2021;;10:46:45;77;confidence:2}
08-31-2021;;10:46:50;76;confidence:2}
08-31-2021;;10:46:55;75;confidence:2}
08-31-2021;;10:47:00;77;confidence:3}
08-31-2021;;10:47:05;80;confidence:2}
08-31-2021;;10:47:15;78;confidence:2}
08-31-2021;;10:47:20;75;confidence:3}
08-31-2021;;10:47:25;76;confidence:2}
08-31-2021;;10:47:40;75;confidence:2}
