event time,event
0.0,0.0
864.6519999999999,6.0
864.6519999999999,6.0
864.6519999999999,6.0
864.6519999999999,6.0
864.6519999999999,6.0
864.6519999999999,6.0
864.6519999999999,6.0
864.6519999999999,6.0
1625.343,7.0
1625.343,7.0
1625.343,7.0
1625.343,7.0
1625.343,7.0
1625.343,7.0
1625.343,7.0
1625.343,7.0
1625.343,7.0
1625.343,7.0
1625.343,7.0
1625.343,7.0
2530.649,10.0
2530.649,10.0
2530.649,10.0
2530.649,10.0
3695.1679999999997,4.0
3695.1679999999997,4.0
3695.1679999999997,4.0
3695.1679999999997,4.0
19558.651,4.0
19608.697,4.0
19659.023,4.0
