event time,event
0.0,0.0
9654.259,6.0
9654.259,6.0
9654.259,6.0
9654.259,6.0
9654.259,6.0
12476.25,7.0
12476.25,7.0
12476.25,7.0
12476.25,7.0
12476.25,7.0
12476.25,7.0
12476.25,7.0
17176.764,2.0
17176.764,2.0
17176.764,2.0
17176.764,2.0
17176.764,2.0
17176.764,2.0
22987.803,10.0
22987.803,10.0
22987.803,10.0
22987.803,10.0
26179.618000000002,4.0
26179.618000000002,4.0
26179.618000000002,4.0
40293.174999999996,2.0
40293.174999999996,2.0
40293.174999999996,2.0
40293.174999999996,2.0
50207.756,4.0
50207.756,4.0
50207.756,4.0
50207.756,4.0
77934.78899999999,5.0
77985.461,5.0
78036.45899999999,5.0
78087.70800000001,5.0
78137.802,5.0
78137.802,5.0
78137.802,5.0
96149.04699999999,2.0
96199.583,2.0
96249.933,2.0
96301.116,2.0
121577.032,2.0
121577.032,2.0
121678.65000000001,2.0
121730.279,2.0
121730.279,2.0
132229.972,1.0
132279.414,1.0
132329.932,1.0
132380.342,1.0
132431.715,1.0
140522.556,1.0
140522.556,1.0
140623.85,1.0
140675.50499999998,1.0
140675.50499999998,1.0
151492.357,5.0
151543.127,5.0
151593.228,5.0
151643.286,5.0
151694.19700000001,5.0
151743.634,5.0
155585.86800000002,10.0
155636.18600000002,10.0
155685.42299999998,10.0
155685.42299999998,10.0
