event time,event
0.0,0.0
2520.867,6.0
2520.867,6.0
2520.867,6.0
2520.867,6.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
5208.528,7.0
7495.693,10.0
7495.693,10.0
7495.693,10.0
7495.693,10.0
7495.693,10.0
7495.693,10.0
10026.402,3.0
10026.402,3.0
10026.402,3.0
10282.657000000001,3.0
10282.657000000001,3.0
13269.694,4.0
13269.694,4.0
13269.694,4.0
13269.694,4.0
18824.206000000002,7.0
18824.206000000002,7.0
18824.206000000002,7.0
18975.131999999998,7.0
18975.131999999998,7.0
18975.131999999998,7.0
19129.261,7.0
19129.261,7.0
19129.261,7.0
19129.261,7.0
19129.261,7.0
19129.261,7.0
19129.261,7.0
19129.261,7.0
19538.587,7.0
