event time,event
0.0,0.0
2200.0229999999997,6.0
2253.096,6.0
3067.758,7.0
3118.906,7.0
3169.168,7.0
3222.135,7.0
3272.107,7.0
3323.078,7.0
3373.048,7.0
3423.02,7.0
3475.99,7.0
3526.3559999999998,7.0
3578.556,7.0
3629.31,7.0
3629.31,7.0
3629.31,7.0
3629.31,7.0
3629.31,7.0
3629.31,7.0
3629.31,7.0
3629.31,7.0
4037.0600000000004,7.0
4088.031,7.0
4143.007,7.0
4143.007,7.0
4143.007,7.0
4143.007,7.0
4349.115000000001,7.0
4349.115000000001,7.0
5577.081,10.0
5627.5740000000005,10.0
5627.5740000000005,10.0
5728.162,10.0
5780.313999999999,10.0
7546.732999999999,3.0
7546.732999999999,3.0
7546.732999999999,3.0
7798.875,3.0
7850.228999999999,3.0
7901.1449999999995,3.0
9573.800000000001,4.0
9623.857,4.0
9674.944,4.0
9727.297,4.0
9777.819,4.0
9828.854,4.0
9879.344,4.0
15362.971,7.0
15362.971,7.0
15362.971,7.0
15362.971,7.0
15362.971,7.0
15362.971,7.0
15362.971,7.0
