dateTime;value;bpm;confidence;;hora gtm
08-18-2021;18:02:18;85;1};;
08-18-2021;18:02:23;85;1};;
08-18-2021;18:02:28;86;1};;
08-18-2021;18:02:33;85;1};;
08-18-2021;18:02:38;86;1};;
08-18-2021;18:02:43;87;1};;
08-18-2021;18:02:48;85;1};;
08-18-2021;18:02:58;84;1};;
08-18-2021;18:03:03;85;1};;
08-18-2021;18:03:08;82;1};;
08-18-2021;18:03:13;81;1};;
08-18-2021;18:03:18;82;1};;
08-18-2021;18:03:23;81;1};;
08-18-2021;18:03:33;80;1};;
08-18-2021;18:03:38;82;1};;
08-18-2021;18:03:43;80;1};;
08-18-2021;18:03:48;81;1};;
08-18-2021;18:03:53;80;1};;
08-18-2021;18:03:58;79;1};;
08-18-2021;18:04:03;83;1};;
08-18-2021;18:04:08;80;1};;
08-18-2021;18:04:13;84;1};;
08-18-2021;18:04:18;82;1};;
08-18-2021;18:04:23;80;1};;
08-18-2021;18:04:28;81;1};;
08-18-2021;18:04:38;80;1};;
08-18-2021;18:04:43;79;1};;
08-18-2021;18:04:48;82;1};;
08-18-2021;18:04:53;82;1};;
08-18-2021;18:04:58;84;1};;
08-18-2021;18:05:08;83;1};;
08-18-2021;18:05:23;83;2};;
08-18-2021;18:05:28;83;1};;
08-18-2021;18:05:38;82;1};;
08-18-2021;18:05:43;83;1};;
08-18-2021;18:05:48;84;1};;
08-18-2021;18:05:53;83;1};;
08-18-2021;18:06:03;81;1};;
08-18-2021;18:06:08;82;1};;
08-18-2021;18:06:13;83;1};;
08-18-2021;18:06:23;85;1};;
08-18-2021;18:06:28;87;1};;
08-18-2021;18:06:38;89;1};;
08-18-2021;18:06:43;88;1};;
08-18-2021;18:06:48;86;1};;
08-18-2021;18:06:53;84;1};;
08-18-2021;18:07:03;83;1};;
08-18-2021;18:07:08;86;1};;
08-18-2021;18:07:18;87;1};;
08-18-2021;18:07:23;86;1};;
08-18-2021;18:07:28;83;1};;
08-18-2021;18:07:33;81;1};;
08-18-2021;18:07:38;82;1};;
08-18-2021;18:07:43;80;1};;
08-18-2021;18:07:48;82;1};;
08-18-2021;18:07:53;83;1};;
08-18-2021;18:07:58;84;1};;
08-18-2021;18:08:03;83;1};;
08-18-2021;18:08:08;82;1};;
08-18-2021;18:08:13;83;1};;
08-18-2021;18:08:18;79;1};;
08-18-2021;18:08:23;77;1};;
08-18-2021;18:08:28;76;1};;
08-18-2021;18:08:33;77;1};;
08-18-2021;18:08:38;78;1};;
08-18-2021;18:08:43;79;1};;
08-18-2021;18:08:53;78;1};;
08-18-2021;18:09:03;79;1};;
08-18-2021;18:09:08;78;1};;
08-18-2021;18:09:13;79;1};;
08-18-2021;18:09:18;81;1};;
08-18-2021;18:09:33;80;1};;
08-18-2021;18:09:38;81;1};;
08-18-2021;18:09:43;80;1};;
08-18-2021;18:09:48;81;1};;
08-18-2021;18:09:53;86;1};;
08-18-2021;18:09:58;84;1};;
08-18-2021;18:10:08;82;1};;
08-18-2021;18:10:13;85;1};;
08-18-2021;18:10:18;84;1};;
08-18-2021;18:10:28;82;1};;
08-18-2021;18:10:33;83;1};;
08-18-2021;18:10:38;85;1};;
08-18-2021;18:10:53;85;1};;
08-18-2021;18:11:08;85;1};;
08-18-2021;18:11:13;87;1};;
08-18-2021;18:11:23;88;1};;
08-18-2021;18:11:28;89;1};;
08-18-2021;18:11:38;90;1};;
08-18-2021;18:11:48;88;1};;
08-18-2021;18:11:53;86;1};;
08-18-2021;18:11:58;84;1};;
08-18-2021;18:12:03;83;1};;
08-18-2021;18:12:08;84;1};;
08-18-2021;18:12:13;87;1};;
08-18-2021;18:12:18;88;1};;
08-18-2021;18:12:23;89;1};;
08-18-2021;18:12:28;92;1};;
08-18-2021;18:12:33;97;1};;
08-18-2021;18:12:38;98;1};;
08-18-2021;18:12:43;100;1};;
08-18-2021;18:12:53;101;1};;
08-18-2021;18:13:03;99;1};;
08-18-2021;18:13:08;100;1};;
08-18-2021;18:13:13;103;1};;
08-18-2021;18:13:23;101;1};;
08-18-2021;18:13:28;97;1};;
08-18-2021;18:13:33;96;1};;
08-18-2021;18:13:38;95;1};;
08-18-2021;18:13:43;96;1};;
08-18-2021;18:13:53;97;1};;
08-18-2021;18:13:58;100;1};;
08-18-2021;18:14:03;103;1};;
08-18-2021;18:14:08;105;1};;
08-18-2021;18:14:13;102;1};;
08-18-2021;18:14:18;101;1};;
08-18-2021;18:14:23;100;1};;
08-18-2021;18:14:28;101;1};;
08-18-2021;18:14:33;106;1};;
08-18-2021;18:14:38;107;1};;
08-18-2021;18:14:43;108;1};;
08-18-2021;18:14:48;107;1};;
08-18-2021;18:14:53;108;1};;
08-18-2021;18:14:58;105;1};;
08-18-2021;18:15:03;104;1};;
08-18-2021;18:15:13;103;1};;
08-18-2021;18:15:18;107;1};;
08-18-2021;18:15:23;105;1};;
08-18-2021;18:15:33;96;3};;
08-18-2021;18:15:38;93;1};;
08-18-2021;18:15:43;87;1};;
08-18-2021;18:15:48;86;1};;
08-18-2021;18:15:53;85;1};;
08-18-2021;18:15:58;86;1};;
08-18-2021;18:16:04;87;1};;
08-18-2021;18:16:09;88;1};;
08-18-2021;18:16:14;91;1};;
08-18-2021;18:16:24;87;1};;
08-18-2021;18:16:29;86;1};;
08-18-2021;18:16:34;84;1};;
08-18-2021;18:16:49;86;1};;
08-18-2021;18:16:54;87;1};;
08-18-2021;18:17:04;86;1};;
08-18-2021;18:17:09;83;1};;
08-18-2021;18:17:14;84;1};;
08-18-2021;18:17:19;86;1};;
08-18-2021;18:17:29;85;1};;
08-18-2021;18:17:34;83;1};;
08-18-2021;18:17:39;82;1};;
08-18-2021;18:17:44;80;1};;
08-18-2021;18:17:54;79;1};;
08-18-2021;18:18:09;80;1};;
08-18-2021;18:18:14;79;1};;
08-18-2021;18:18:19;80;1};;
08-18-2021;18:18:29;81;1};;
08-18-2021;18:18:34;82;1};;
08-18-2021;18:18:39;81;1};;
08-18-2021;18:18:44;82;1};;
08-18-2021;18:18:59;78;1};;
08-18-2021;18:19:04;80;1};;
08-18-2021;18:19:09;79;1};;
08-18-2021;18:19:14;80;1};;
08-18-2021;18:19:24;79;1};;
08-18-2021;18:19:34;81;1};;
08-18-2021;18:19:49;82;1};;
08-18-2021;18:19:54;81;1};;
08-18-2021;18:20:04;80;1};;
08-18-2021;18:20:09;81;1};;
08-18-2021;18:20:14;80;1};;
08-18-2021;18:20:29;82;1};;
08-18-2021;18:20:39;83;2};;
08-18-2021;18:20:44;80;2};;
08-18-2021;18:20:49;79;1};;
08-18-2021;18:21:04;79;1};;
08-18-2021;18:21:09;80;1};;
08-18-2021;18:21:24;78;2};;
08-18-2021;18:21:29;76;3};;
08-18-2021;18:21:34;75;2};;
08-18-2021;18:21:39;75;1};;
08-18-2021;18:21:49;77;1};;
08-18-2021;18:21:54;77;3};;
08-18-2021;18:21:59;76;2};;
08-18-2021;18:22:04;75;2};;
08-18-2021;18:22:19;76;2};;
08-18-2021;18:22:34;76;2};;
08-18-2021;18:22:39;75;3};;
08-18-2021;18:22:44;74;3};;
08-18-2021;18:22:49;75;2};;
08-18-2021;18:22:54;75;2};;
08-18-2021;18:23:09;75;1};;
08-18-2021;18:23:14;76;1};;
08-18-2021;18:23:19;76;2};;
08-18-2021;18:23:24;77;2};;
08-18-2021;18:23:29;76;2};;
08-18-2021;18:23:34;75;2};;
08-18-2021;18:23:49;75;2};;
08-18-2021;18:23:54;76;2};;
08-18-2021;18:23:59;75;2};;
08-18-2021;18:24:04;76;3};;
08-18-2021;18:24:09;74;2};;
08-18-2021;18:24:14;74;1};;
08-18-2021;18:24:29;74;1};;
08-18-2021;18:24:34;75;1};;
08-18-2021;18:24:39;78;1};;
08-18-2021;18:24:44;79;1};;
08-18-2021;18:24:49;81;1};;
08-18-2021;18:24:54;83;1};;
08-18-2021;18:24:59;80;1};;
08-18-2021;18:25:04;76;1};;
08-18-2021;18:25:09;74;3};;
08-18-2021;18:25:14;73;1};;
08-18-2021;18:25:24;75;1};;
08-18-2021;18:25:29;76;1};;
08-18-2021;18:25:44;75;1};;
08-18-2021;18:25:49;77;1};;
08-18-2021;18:25:54;74;2};;
08-18-2021;18:25:59;73;2};;
08-18-2021;18:26:09;74;2};;
08-18-2021;18:26:14;75;3};;
08-18-2021;18:26:19;76;3};;
08-18-2021;18:26:24;75;3};;
08-18-2021;18:26:29;75;1};;
08-18-2021;18:26:44;75;1};;
08-18-2021;18:26:49;75;2};;
08-18-2021;18:26:54;74;1};;
08-18-2021;18:27:04;75;1};;
08-18-2021;18:27:09;76;1};;
08-18-2021;18:27:14;77;1};;
08-18-2021;18:27:29;79;1};;
08-18-2021;18:27:34;80;1};;
08-18-2021;18:27:44;76;1};;
08-18-2021;18:27:49;76;2};;
08-18-2021;18:27:54;75;1};;
08-18-2021;18:27:59;73;1};;
08-18-2021;18:28:04;75;2};;
08-18-2021;18:28:19;76;2};;
08-18-2021;18:28:24;77;1};;
08-18-2021;18:28:29;79;1};;
08-18-2021;18:28:34;81;1};;
08-18-2021;18:28:49;81;1};;
08-18-2021;18:28:54;80;1};;
08-18-2021;18:28:59;79;1};;
08-18-2021;18:29:04;78;2};;
08-18-2021;18:29:09;76;2};;
08-18-2021;18:29:14;75;1};;
08-18-2021;18:29:29;75;1};;
08-18-2021;18:29:39;75;2};;
08-18-2021;18:29:44;76;3};;
08-18-2021;18:29:49;76;2};;
08-18-2021;18:29:54;75;1};;
08-18-2021;18:30:09;75;1};;
08-18-2021;18:30:14;75;3};;
08-18-2021;18:30:19;75;2};;
08-18-2021;18:30:34;75;2};;
08-18-2021;18:30:44;75;1};;
08-18-2021;18:30:49;76;1};;
08-18-2021;18:30:54;80;1};;
08-18-2021;18:30:59;86;1};;
08-18-2021;18:31:04;82;1};;
08-18-2021;18:31:09;79;2};;
08-18-2021;18:31:14;77;2};;
08-18-2021;18:31:19;75;1};;
08-18-2021;18:31:24;74;1};;
08-18-2021;18:31:29;76;1};;
08-18-2021;18:31:34;77;1};;
08-18-2021;18:31:49;75;2};;
08-18-2021;18:31:54;74;2};;
08-18-2021;18:31:59;69;1};;
08-18-2021;18:32:04;70;2};;
08-18-2021;18:32:09;72;1};;
08-18-2021;18:32:14;77;1};;
08-18-2021;18:32:19;80;1};;
08-18-2021;18:32:24;80;2};;
08-18-2021;18:32:29;79;2};;
08-18-2021;18:32:34;77;3};;
08-18-2021;18:32:39;76;2};;
08-18-2021;18:32:44;75;2};;
08-18-2021;18:32:49;76;2};;
08-18-2021;18:33:04;76;1};;
08-18-2021;18:33:09;77;1};;
08-18-2021;18:33:14;79;1};;
08-18-2021;18:33:19;77;2};;
08-18-2021;18:33:24;76;2};;
08-18-2021;18:33:29;73;1};;
08-18-2021;18:33:44;75;1};;
08-18-2021;18:33:49;79;1};;
08-18-2021;18:33:54;80;1};;
08-18-2021;18:33:59;81;1};;
08-18-2021;18:34:09;80;1};;
08-18-2021;18:34:14;81;1};;
08-18-2021;18:34:19;80;1};;
08-18-2021;18:34:29;84;1};;
08-18-2021;18:34:34;83;1};;
08-18-2021;18:34:39;84;1};;
08-18-2021;18:34:44;85;1};;
08-18-2021;18:34:54;86;1};;
08-18-2021;18:34:59;88;1};;
08-18-2021;18:35:04;86;1};;
08-18-2021;18:35:09;85;1};;
08-18-2021;18:35:14;72;1};;
08-18-2021;18:35:19;69;2};;
08-18-2021;18:35:24;67;2};;
08-18-2021;18:35:29;66;2};;
08-18-2021;18:35:34;65;2};;
08-18-2021;18:35:39;64;2};;
08-18-2021;18:35:54;64;1};;
08-18-2021;18:35:59;65;2};;
08-18-2021;18:36:04;67;3};;
08-18-2021;18:36:09;68;3};;
08-18-2021;18:36:19;70;2};;
08-18-2021;18:36:29;71;1};;
08-18-2021;18:36:34;73;1};;
08-18-2021;18:36:39;77;1};;
08-18-2021;18:36:44;78;1};;
08-18-2021;18:36:49;79;1};;
08-18-2021;18:36:54;80;1};;
08-18-2021;18:36:59;82;1};;
08-18-2021;18:37:04;83;1};;
08-18-2021;18:37:09;84;1};;
08-18-2021;18:37:14;80;1};;
08-18-2021;18:37:24;81;1};;
08-18-2021;18:37:47;82;0};;
08-18-2021;18:37:57;82;1};;
08-18-2021;18:38:02;81;1};;
08-18-2021;18:38:12;82;1};;
08-18-2021;18:38:22;83;1};;
08-18-2021;18:38:27;82;1};;
08-18-2021;18:38:42;81;1};;
08-18-2021;18:38:47;74;1};;
08-18-2021;18:38:52;69;2};;
08-18-2021;18:38:57;69;1};;
08-18-2021;18:39:15;70;0};;
08-18-2021;18:39:20;71;0};;
08-18-2021;18:39:30;71;0};;
08-18-2021;18:39:40;75;1};;
08-18-2021;18:39:51;78;0};;
08-18-2021;18:39:56;79;0};;
08-18-2021;18:40:01;78;0};;
08-18-2021;18:40:06;73;1};;
08-18-2021;18:40:16;72;1};;
08-18-2021;18:40:21;75;1};;
08-18-2021;18:40:26;73;1};;
08-18-2021;18:40:36;71;1};;
08-18-2021;18:40:51;69;1};;
08-18-2021;18:40:56;66;2};;
08-18-2021;18:41:01;62;1};;
08-18-2021;18:41:16;65;1};;
08-18-2021;18:41:21;64;1};;
08-18-2021;18:41:26;66;2};;
08-18-2021;18:41:31;64;2};;
08-18-2021;18:41:36;64;1};;
08-18-2021;18:41:42;65;1};;
08-18-2021;18:41:47;65;2};;
08-18-2021;18:41:57;62;2};;
08-18-2021;18:42:02;64;2};;
08-18-2021;18:42:07;64;1};;
08-18-2021;18:42:12;65;1};;
08-18-2021;18:42:17;66;1};;
08-18-2021;18:42:22;70;1};;
08-18-2021;18:42:27;71;1};;
08-18-2021;18:42:32;72;1};;
08-18-2021;18:42:37;74;1};;
08-18-2021;18:42:42;67;1};;
08-18-2021;18:42:47;72;1};;
08-18-2021;18:42:52;71;1};;
08-18-2021;18:42:57;73;1};;
08-18-2021;18:43:02;71;1};;
08-18-2021;18:43:07;72;1};;
08-18-2021;18:43:12;71;1};;
08-18-2021;18:43:17;74;1};;
08-18-2021;18:43:22;77;1};;
08-18-2021;18:43:27;78;2};;
08-18-2021;18:43:32;78;1};;
08-18-2021;18:43:37;79;1};;
08-18-2021;18:43:42;77;1};;
08-18-2021;18:43:47;76;1};;
08-18-2021;18:43:52;74;2};;
08-18-2021;18:43:57;69;1};;
08-18-2021;18:44:02;69;1};;
08-18-2021;18:44:12;68;1};;
08-18-2021;18:44:17;66;1};;
08-18-2021;18:44:22;61;1};;
08-18-2021;18:44:32;59;1};;
08-18-2021;18:44:37;60;1};;
08-18-2021;18:44:42;59;1};;
08-18-2021;18:44:47;67;1};;
08-18-2021;18:44:52;66;1};;
08-18-2021;18:44:57;65;1};;
08-18-2021;18:45:02;64;1};;
08-18-2021;18:45:07;62;1};;
08-18-2021;18:45:17;63;1};;
08-18-2021;18:45:27;64;1};;
08-18-2021;18:45:32;63;1};;
08-18-2021;18:45:37;65;1};;
08-18-2021;18:45:47;66;2};;
08-18-2021;18:45:52;66;1};;
08-18-2021;18:45:57;63;1};;
08-18-2021;18:46:02;69;1};;
08-18-2021;18:46:07;68;1};;
08-18-2021;18:46:12;70;1};;
08-18-2021;18:46:22;69;1};;
08-18-2021;18:46:27;65;1};;
08-18-2021;18:46:37;62;1};;
08-18-2021;18:46:42;65;1};;
08-18-2021;18:46:47;64;1};;
08-18-2021;18:46:52;66;1};;
08-18-2021;18:46:57;64;1};;
08-18-2021;18:47:02;62;1};;
08-18-2021;18:47:07;60;1};;
08-18-2021;18:47:12;61;1};;
08-18-2021;18:47:22;63;2};;
08-18-2021;18:47:27;62;2};;
08-18-2021;18:47:32;62;3};;
08-18-2021;18:47:37;63;3};;
08-18-2021;18:47:42;62;3};;
08-18-2021;18:47:47;63;2};;
08-18-2021;18:48:02;64;2};;
08-18-2021;18:48:07;62;2};;
08-18-2021;18:48:12;60;3};;
08-18-2021;18:48:22;62;3};;
08-18-2021;18:48:37;61;1};;
08-18-2021;18:48:42;62;1};;
08-18-2021;18:48:47;69;1};;
08-18-2021;18:48:52;76;1};;
08-18-2021;18:48:57;78;1};;
08-18-2021;18:49:02;79;1};;
08-18-2021;18:49:07;77;1};;
08-18-2021;18:49:12;76;1};;
08-18-2021;18:49:22;72;1};;
08-18-2021;18:49:27;64;2};;
08-18-2021;18:49:32;65;1};;
08-18-2021;18:49:37;67;1};;
08-18-2021;18:49:42;69;1};;
08-18-2021;18:49:47;67;2};;
08-18-2021;18:49:52;69;2};;
08-18-2021;18:49:57;66;2};;
08-18-2021;18:50:02;65;2};;
08-18-2021;18:50:17;67;2};;
08-18-2021;18:50:27;66;1};;
08-18-2021;18:50:37;68;1};;
08-18-2021;18:50:42;69;1};;
08-18-2021;18:50:47;70;1};;
08-18-2021;18:50:52;71;1};;
08-18-2021;18:50:57;70;1};;
08-18-2021;18:51:02;68;1};;
08-18-2021;18:51:07;64;1};;
08-18-2021;18:51:12;63;1};;
08-18-2021;18:51:17;62;1};;
08-18-2021;18:51:22;63;3};;
08-18-2021;18:51:27;62;3};;
08-18-2021;18:51:32;61;3};;
08-18-2021;18:51:37;60;1};;
08-18-2021;18:51:42;61;1};;
08-18-2021;18:51:47;63;1};;
08-18-2021;18:51:52;64;1};;
08-18-2021;18:51:57;67;1};;
08-18-2021;18:52:02;72;1};;
08-18-2021;18:52:07;73;1};;
08-18-2021;18:52:12;76;1};;
08-18-2021;18:52:17;75;1};;
08-18-2021;18:52:22;74;1};;
08-18-2021;18:52:32;73;1};;
08-18-2021;18:52:37;74;1};;
08-18-2021;18:52:42;78;1};;
08-18-2021;18:52:47;75;2};;
08-18-2021;18:52:52;71;3};;
08-18-2021;18:52:57;63;3};;
08-18-2021;18:53:02;61;3};;
08-18-2021;18:53:07;59;2};;
08-18-2021;18:53:12;59;1};;
08-18-2021;18:53:17;61;1};;
08-18-2021;18:53:22;63;1};;
08-18-2021;18:53:27;64;1};;
08-18-2021;18:53:32;67;1};;
08-18-2021;18:53:37;69;1};;
08-18-2021;18:53:47;68;1};;
08-18-2021;18:53:57;67;1};;
08-18-2021;18:54:02;68;1};;
08-18-2021;18:54:07;71;1};;
08-18-2021;18:54:12;75;1};;
08-18-2021;18:54:22;78;1};;
08-18-2021;18:54:27;84;1};;
08-18-2021;18:54:32;86;1};;
08-18-2021;18:54:37;87;1};;
08-18-2021;18:54:42;88;1};;
08-18-2021;18:54:47;88;1};;
08-18-2021;18:54:52;84;1};;
08-18-2021;18:54:57;83;1};;
08-18-2021;18:55:02;80;1};;
08-18-2021;18:55:07;75;3};;
08-18-2021;18:55:12;72;1};;
08-18-2021;18:55:17;73;1};;
08-18-2021;18:55:22;71;1};;
08-18-2021;18:55:27;70;1};;
08-18-2021;18:55:42;70;1};;
08-18-2021;18:55:52;71;1};;
08-18-2021;18:55:57;75;1};;
08-18-2021;18:56:02;76;1};;
08-18-2021;18:56:07;78;2};;
08-18-2021;18:56:12;78;1};;
08-18-2021;18:56:17;76;1};;
08-18-2021;18:56:22;68;1};;
08-18-2021;18:56:27;69;1};;
08-18-2021;18:56:32;72;1};;
08-18-2021;18:56:37;77;1};;
08-18-2021;18:56:42;78;1};;
08-18-2021;18:56:47;79;1};;
08-18-2021;18:56:52;77;1};;
08-18-2021;18:56:57;75;1};;
08-18-2021;18:57:07;73;1};;
08-18-2021;18:57:12;75;1};;
08-18-2021;18:57:17;79;1};;
08-18-2021;18:57:22;79;1};;
08-18-2021;18:57:32;80;2};;
08-18-2021;18:57:47;81;1};;
08-18-2021;18:57:52;82;2};;
08-18-2021;18:57:57;83;1};;
08-18-2021;18:58:02;84;1};;
08-18-2021;18:58:12;83;1};;
08-18-2021;18:58:17;84;1};;
08-18-2021;18:58:22;81;1};;
08-18-2021;18:58:27;80;1};;
08-18-2021;18:58:32;79;1};;
08-18-2021;18:58:42;81;1};;
08-18-2021;18:58:47;82;1};;
08-18-2021;18:58:52;79;1};;
08-18-2021;18:58:57;76;1};;
08-18-2021;18:59:02;77;1};;
08-18-2021;18:59:07;76;1};;
08-18-2021;18:59:12;75;1};;
08-18-2021;18:59:17;76;1};;
08-18-2021;18:59:22;73;1};;
08-18-2021;18:59:27;70;1};;
08-18-2021;18:59:37;71;1};;
08-18-2021;18:59:42;69;1};;
08-18-2021;18:59:47;66;1};;
08-18-2021;18:59:52;67;1};;
08-18-2021;18:59:57;66;1};;
08-18-2021;19:00:07;68;1};;
08-18-2021;19:00:12;65;1};;
08-18-2021;19:00:17;66;1};;
08-18-2021;19:00:27;65;1};;
08-18-2021;19:00:37;65;2};;
08-18-2021;19:00:47;66;1};;
08-18-2021;19:00:57;68;2};;
08-18-2021;19:01:02;67;1};;
08-18-2021;19:01:07;65;2};;
08-18-2021;19:01:17;67;2};;
08-18-2021;19:01:22;66;2};;
08-18-2021;19:01:27;65;1};;
08-18-2021;19:01:42;65;1};;
08-18-2021;19:01:47;66;1};;
08-18-2021;19:01:52;64;1};;
08-18-2021;19:01:57;63;1};;
08-18-2021;19:02:02;61;1};;
08-18-2021;19:02:07;62;1};;
08-18-2021;19:02:12;65;2};;
08-18-2021;19:02:17;65;1};;
08-18-2021;19:02:22;64;1};;
