event time,event
0.0,0.0
12282.47,6.0
12282.47,6.0
12282.47,6.0
12282.47,6.0
12282.47,6.0
12282.47,6.0
12282.47,6.0
12282.47,6.0
12282.47,6.0
12282.47,6.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
16834.202,7.0
22341.597,2.0
22341.597,2.0
22341.597,2.0
30906.861,10.0
30906.861,10.0
30906.861,10.0
30906.861,10.0
30906.861,10.0
30906.861,10.0
30906.861,10.0
36465.581999999995,4.0
36465.581999999995,4.0
36465.581999999995,4.0
36465.581999999995,4.0
36465.581999999995,4.0
41270.985,7.0
41320.56,7.0
41371.222,7.0
41422.355,7.0
41422.355,7.0
41523.612,7.0
41523.612,7.0
41523.612,7.0
41523.612,7.0
41723.591,7.0
41774.191,7.0
41824.804000000004,7.0
41875.162000000004,7.0
41924.665,7.0
41975.871,7.0
42028.27099999999,7.0
42079.242,7.0
49594.136,2.0
49644.216,2.0
49695.223,2.0
55924.254,4.0
55975.115000000005,4.0
56025.162000000004,4.0
56025.162000000004,4.0
56025.162000000004,4.0
56178.448000000004,4.0
56229.166,4.0
66005.40100000001,5.0
66056.016,5.0
66056.016,5.0
66056.016,5.0
66056.016,5.0
66056.016,5.0
73242.479,2.0
73293.43299999999,2.0
73343.72,2.0
87070.254,2.0
87070.254,2.0
91268.174,1.0
91317.791,1.0
91369.122,1.0
91418.49799999999,1.0
102634.11200000001,2.0
102634.11200000001,2.0
102634.11200000001,2.0
102634.11200000001,2.0
104154.053,5.0
104204.95599999999,5.0
104254.432,5.0
104305.004,5.0
104355.153,5.0
104405.269,5.0
104405.269,5.0
104405.269,5.0
104405.269,5.0
106327.32900000001,10.0
106327.32900000001,10.0
106327.32900000001,10.0
106327.32900000001,10.0
106327.32900000001,10.0
106327.32900000001,10.0
106327.32900000001,10.0
