event time,event
0.0,0.0
3424.293,6.0
3424.293,6.0
3424.293,6.0
3424.293,6.0
3424.293,6.0
3424.293,6.0
5946.275,7.0
5946.275,7.0
5946.275,7.0
5946.275,7.0
5946.275,7.0
5946.275,7.0
5946.275,7.0
5946.275,7.0
5946.275,7.0
5946.275,7.0
5946.275,7.0
5946.275,7.0
5946.275,7.0
6602.858,7.0
6653.111,7.0
6703.277,7.0
6703.277,7.0
6703.277,7.0
6703.277,7.0
6903.503,7.0
10132.964,10.0
10132.964,10.0
10132.964,10.0
10132.964,10.0
10132.964,10.0
10132.964,10.0
15374.984,3.0
15374.984,3.0
15374.984,3.0
15577.351,3.0
15577.351,3.0
15577.351,3.0
20371.859,4.0
20371.859,4.0
20371.859,4.0
20371.859,4.0
20371.859,4.0
20371.859,4.0
