event time,event
0.0,0.0
12260.705,6.0
12260.705,6.0
12260.705,6.0
12260.705,6.0
12260.705,6.0
12260.705,6.0
12260.705,6.0
12260.705,6.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
14836.131,7.0
19596.758,2.0
19596.758,2.0
19596.758,2.0
19596.758,2.0
19596.758,2.0
19596.758,2.0
19596.758,2.0
22780.902000000002,10.0
22780.902000000002,10.0
22780.902000000002,10.0
22780.902000000002,10.0
22780.902000000002,10.0
28339.585,4.0
28339.585,4.0
28339.585,4.0
28339.585,4.0
40729.787000000004,2.0
40729.787000000004,2.0
40729.787000000004,2.0
40729.787000000004,2.0
54667.813,4.0
54667.813,4.0
54667.813,4.0
54667.813,4.0
54667.813,4.0
77422.923,5.0
77422.923,5.0
77422.923,5.0
77422.923,5.0
94753.705,2.0
94753.705,2.0
94753.705,2.0
94753.705,2.0
94753.705,2.0
94753.705,2.0
126347.741,1.0
126398.197,1.0
126398.197,1.0
126498.04299999999,1.0
126548.361,1.0
144608.416,5.0
144608.416,5.0
144608.416,5.0
147030.362,7.0
149307.76,10.0
149358.759,10.0
149409.703,10.0
149460.776,10.0
149511.122,10.0
149511.122,10.0
