"dateTime","value"
"09-01-2021 15:44:09","{""bpm"":79,""confidence"":1}"
"09-01-2021 15:44:14","{""bpm"":72,""confidence"":0}"
"09-01-2021 15:44:19","{""bpm"":70,""confidence"":0}"
"09-01-2021 15:44:24","{""bpm"":72,""confidence"":0}"
"09-01-2021 15:44:29","{""bpm"":75,""confidence"":1}"
"09-01-2021 15:44:44","{""bpm"":78,""confidence"":2}"
"09-01-2021 15:44:49","{""bpm"":80,""confidence"":2}"
"09-01-2021 15:44:54","{""bpm"":81,""confidence"":2}"
"09-01-2021 15:45:09","{""bpm"":80,""confidence"":2}"
"09-01-2021 15:45:14","{""bpm"":79,""confidence"":2}"
"09-01-2021 15:45:19","{""bpm"":78,""confidence"":2}"
"09-01-2021 15:45:34","{""bpm"":78,""confidence"":2}"
"09-01-2021 15:45:39","{""bpm"":79,""confidence"":2}"
"09-01-2021 15:45:44","{""bpm"":81,""confidence"":2}"
"09-01-2021 15:45:49","{""bpm"":82,""confidence"":2}"
"09-01-2021 15:46:04","{""bpm"":82,""confidence"":2}"
"09-01-2021 15:46:19","{""bpm"":83,""confidence"":2}"
"09-01-2021 15:46:24","{""bpm"":81,""confidence"":2}"
"09-01-2021 15:46:29","{""bpm"":78,""confidence"":2}"
"09-01-2021 15:46:44","{""bpm"":78,""confidence"":2}"
"09-01-2021 15:46:54","{""bpm"":79,""confidence"":2}"
"09-01-2021 15:47:04","{""bpm"":79,""confidence"":1}"
"09-01-2021 15:47:09","{""bpm"":80,""confidence"":1}"
"09-01-2021 15:47:14","{""bpm"":86,""confidence"":2}"
"09-01-2021 15:47:19","{""bpm"":88,""confidence"":2}"
"09-01-2021 15:47:24","{""bpm"":87,""confidence"":2}"
"09-01-2021 15:47:29","{""bpm"":84,""confidence"":2}"
"09-01-2021 15:47:34","{""bpm"":81,""confidence"":3}"
"09-01-2021 15:47:39","{""bpm"":82,""confidence"":2}"
"09-01-2021 15:47:44","{""bpm"":81,""confidence"":2}"
"09-01-2021 15:47:59","{""bpm"":81,""confidence"":2}"
"09-01-2021 15:48:14","{""bpm"":82,""confidence"":2}"
"09-01-2021 15:48:19","{""bpm"":83,""confidence"":2}"
"09-01-2021 15:48:29","{""bpm"":85,""confidence"":1}"
"09-01-2021 15:48:34","{""bpm"":88,""confidence"":1}"
"09-01-2021 15:48:39","{""bpm"":87,""confidence"":1}"
"09-01-2021 15:48:44","{""bpm"":83,""confidence"":1}"
"09-01-2021 15:48:49","{""bpm"":86,""confidence"":1}"
"09-01-2021 15:48:54","{""bpm"":91,""confidence"":1}"
"09-01-2021 15:48:59","{""bpm"":95,""confidence"":1}"
"09-01-2021 15:49:04","{""bpm"":96,""confidence"":1}"
"09-01-2021 15:49:09","{""bpm"":95,""confidence"":1}"
"09-01-2021 15:49:14","{""bpm"":97,""confidence"":1}"
"09-01-2021 15:49:19","{""bpm"":100,""confidence"":1}"
"09-01-2021 15:49:24","{""bpm"":101,""confidence"":1}"
"09-01-2021 15:49:29","{""bpm"":99,""confidence"":1}"
"09-01-2021 15:49:39","{""bpm"":94,""confidence"":1}"
"09-01-2021 15:49:44","{""bpm"":88,""confidence"":1}"
"09-01-2021 15:49:49","{""bpm"":86,""confidence"":1}"
"09-01-2021 15:49:54","{""bpm"":85,""confidence"":1}"
"09-01-2021 15:49:59","{""bpm"":84,""confidence"":1}"
"09-01-2021 15:50:04","{""bpm"":82,""confidence"":1}"
"09-01-2021 15:50:09","{""bpm"":78,""confidence"":1}"
"09-01-2021 15:50:14","{""bpm"":79,""confidence"":1}"
"09-01-2021 15:50:19","{""bpm"":82,""confidence"":1}"
"09-01-2021 15:50:24","{""bpm"":81,""confidence"":1}"
"09-01-2021 15:50:29","{""bpm"":78,""confidence"":3}"
"09-01-2021 15:50:34","{""bpm"":79,""confidence"":1}"
"09-01-2021 15:50:39","{""bpm"":74,""confidence"":3}"
"09-01-2021 15:50:44","{""bpm"":73,""confidence"":1}"
"09-01-2021 15:50:49","{""bpm"":74,""confidence"":1}"
"09-01-2021 15:51:04","{""bpm"":74,""confidence"":1}"
"09-01-2021 15:51:09","{""bpm"":75,""confidence"":2}"
"09-01-2021 15:51:14","{""bpm"":75,""confidence"":1}"
"09-01-2021 15:51:19","{""bpm"":76,""confidence"":1}"
"09-01-2021 15:51:24","{""bpm"":77,""confidence"":2}"
"09-01-2021 15:51:29","{""bpm"":80,""confidence"":2}"
"09-01-2021 15:51:34","{""bpm"":81,""confidence"":2}"
"09-01-2021 15:51:39","{""bpm"":79,""confidence"":2}"
"09-01-2021 15:51:44","{""bpm"":76,""confidence"":2}"
"09-01-2021 15:51:49","{""bpm"":75,""confidence"":1}"
"09-01-2021 15:51:59","{""bpm"":77,""confidence"":1}"
"09-01-2021 15:52:04","{""bpm"":79,""confidence"":1}"
"09-01-2021 15:52:14","{""bpm"":80,""confidence"":1}"
"09-01-2021 15:52:29","{""bpm"":81,""confidence"":1}"
"09-01-2021 15:52:34","{""bpm"":82,""confidence"":1}"
"09-01-2021 15:52:39","{""bpm"":81,""confidence"":1}"
"09-01-2021 15:52:44","{""bpm"":79,""confidence"":1}"
"09-01-2021 15:52:49","{""bpm"":81,""confidence"":1}"
"09-01-2021 15:52:54","{""bpm"":83,""confidence"":1}"
"09-01-2021 15:52:59","{""bpm"":83,""confidence"":1}"
"09-01-2021 15:53:04","{""bpm"":85,""confidence"":1}"
"09-01-2021 15:53:09","{""bpm"":87,""confidence"":1}"
"09-01-2021 15:53:14","{""bpm"":88,""confidence"":1}"
"09-01-2021 15:53:19","{""bpm"":91,""confidence"":1}"
"09-01-2021 15:53:24","{""bpm"":93,""confidence"":1}"
"09-01-2021 15:53:29","{""bpm"":91,""confidence"":1}"
"09-01-2021 15:53:34","{""bpm"":93,""confidence"":1}"
"09-01-2021 15:53:39","{""bpm"":91,""confidence"":1}"
"09-01-2021 15:53:54","{""bpm"":93,""confidence"":1}"
"09-01-2021 15:53:59","{""bpm"":94,""confidence"":1}"
"09-01-2021 15:54:04","{""bpm"":93,""confidence"":1}"
"09-01-2021 15:54:09","{""bpm"":92,""confidence"":1}"
"09-01-2021 15:54:14","{""bpm"":93,""confidence"":1}"
"09-01-2021 15:54:19","{""bpm"":94,""confidence"":1}"
"09-01-2021 15:54:24","{""bpm"":91,""confidence"":1}"
"09-01-2021 15:54:29","{""bpm"":92,""confidence"":1}"
"09-01-2021 15:54:34","{""bpm"":93,""confidence"":1}"
"09-01-2021 15:54:39","{""bpm"":89,""confidence"":1}"
"09-01-2021 15:54:44","{""bpm"":90,""confidence"":1}"
"09-01-2021 15:54:49","{""bpm"":92,""confidence"":1}"
"09-01-2021 15:54:54","{""bpm"":91,""confidence"":1}"
"09-01-2021 15:54:59","{""bpm"":92,""confidence"":1}"
"09-01-2021 15:55:04","{""bpm"":90,""confidence"":3}"
"09-01-2021 15:55:09","{""bpm"":89,""confidence"":1}"
"09-01-2021 15:55:14","{""bpm"":87,""confidence"":1}"
"09-01-2021 15:55:19","{""bpm"":88,""confidence"":1}"
"09-01-2021 15:55:24","{""bpm"":91,""confidence"":1}"
"09-01-2021 15:55:29","{""bpm"":92,""confidence"":1}"
"09-01-2021 15:55:34","{""bpm"":94,""confidence"":1}"
"09-01-2021 15:55:44","{""bpm"":97,""confidence"":1}"
"09-01-2021 15:55:49","{""bpm"":99,""confidence"":1}"
"09-01-2021 15:55:54","{""bpm"":102,""confidence"":1}"
"09-01-2021 15:55:59","{""bpm"":101,""confidence"":1}"
"09-01-2021 15:56:04","{""bpm"":102,""confidence"":1}"
"09-01-2021 15:56:09","{""bpm"":100,""confidence"":1}"
"09-01-2021 15:56:19","{""bpm"":99,""confidence"":1}"
"09-01-2021 15:56:24","{""bpm"":98,""confidence"":1}"
"09-01-2021 15:56:29","{""bpm"":95,""confidence"":1}"
"09-01-2021 15:56:34","{""bpm"":93,""confidence"":1}"
"09-01-2021 15:56:39","{""bpm"":92,""confidence"":1}"
"09-01-2021 15:56:44","{""bpm"":89,""confidence"":1}"
"09-01-2021 15:56:49","{""bpm"":90,""confidence"":1}"
"09-01-2021 15:56:59","{""bpm"":91,""confidence"":1}"
"09-01-2021 15:57:04","{""bpm"":90,""confidence"":1}"
"09-01-2021 15:57:09","{""bpm"":92,""confidence"":1}"
"09-01-2021 15:57:19","{""bpm"":93,""confidence"":1}"
"09-01-2021 15:57:24","{""bpm"":94,""confidence"":1}"
"09-01-2021 15:57:29","{""bpm"":92,""confidence"":1}"
"09-01-2021 15:57:34","{""bpm"":90,""confidence"":2}"
"09-01-2021 15:57:39","{""bpm"":86,""confidence"":1}"
"09-01-2021 15:57:49","{""bpm"":85,""confidence"":1}"
"09-01-2021 15:57:54","{""bpm"":84,""confidence"":1}"
"09-01-2021 15:57:59","{""bpm"":83,""confidence"":1}"
"09-01-2021 15:58:04","{""bpm"":83,""confidence"":1}"
"09-01-2021 15:58:19","{""bpm"":82,""confidence"":1}"
"09-01-2021 15:58:24","{""bpm"":85,""confidence"":1}"
"09-01-2021 15:58:29","{""bpm"":86,""confidence"":1}"
"09-01-2021 15:58:34","{""bpm"":87,""confidence"":1}"
"09-01-2021 15:58:39","{""bpm"":88,""confidence"":1}"
"09-01-2021 15:58:44","{""bpm"":86,""confidence"":1}"
"09-01-2021 15:58:49","{""bpm"":87,""confidence"":1}"
"09-01-2021 15:58:59","{""bpm"":89,""confidence"":1}"
"09-01-2021 15:59:04","{""bpm"":90,""confidence"":1}"
"09-01-2021 15:59:09","{""bpm"":93,""confidence"":1}"
"09-01-2021 15:59:14","{""bpm"":95,""confidence"":1}"
"09-01-2021 15:59:19","{""bpm"":96,""confidence"":1}"
"09-01-2021 15:59:24","{""bpm"":97,""confidence"":1}"
"09-01-2021 15:59:29","{""bpm"":96,""confidence"":1}"
"09-01-2021 15:59:34","{""bpm"":98,""confidence"":1}"
"09-01-2021 15:59:39","{""bpm"":99,""confidence"":1}"
"09-01-2021 15:59:44","{""bpm"":96,""confidence"":1}"
"09-01-2021 15:59:49","{""bpm"":99,""confidence"":1}"
"09-01-2021 15:59:54","{""bpm"":98,""confidence"":1}"
"09-01-2021 15:59:59","{""bpm"":97,""confidence"":1}"
"09-01-2021 16:00:09","{""bpm"":95,""confidence"":1}"
"09-01-2021 16:00:14","{""bpm"":94,""confidence"":1}"
"09-01-2021 16:00:24","{""bpm"":95,""confidence"":1}"
"09-01-2021 16:00:29","{""bpm"":96,""confidence"":1}"
"09-01-2021 16:00:34","{""bpm"":98,""confidence"":1}"
"09-01-2021 16:00:39","{""bpm"":96,""confidence"":1}"
"09-01-2021 16:00:44","{""bpm"":95,""confidence"":1}"
"09-01-2021 16:00:49","{""bpm"":93,""confidence"":1}"
"09-01-2021 16:00:54","{""bpm"":94,""confidence"":1}"
"09-01-2021 16:00:59","{""bpm"":96,""confidence"":1}"
"09-01-2021 16:01:04","{""bpm"":95,""confidence"":1}"
"09-01-2021 16:01:09","{""bpm"":97,""confidence"":1}"
"09-01-2021 16:01:14","{""bpm"":98,""confidence"":1}"
"09-01-2021 16:01:24","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:01:39","{""bpm"":100,""confidence"":1}"
"09-01-2021 16:01:44","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:01:49","{""bpm"":100,""confidence"":1}"
"09-01-2021 16:01:54","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:01:59","{""bpm"":97,""confidence"":1}"
"09-01-2021 16:02:04","{""bpm"":98,""confidence"":1}"
"09-01-2021 16:02:09","{""bpm"":97,""confidence"":1}"
"09-01-2021 16:02:14","{""bpm"":98,""confidence"":1}"
"09-01-2021 16:02:19","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:02:24","{""bpm"":101,""confidence"":1}"
"09-01-2021 16:02:29","{""bpm"":102,""confidence"":1}"
"09-01-2021 16:02:39","{""bpm"":100,""confidence"":1}"
"09-01-2021 16:02:44","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:02:59","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:03:14","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:03:19","{""bpm"":100,""confidence"":1}"
"09-01-2021 16:03:24","{""bpm"":98,""confidence"":1}"
"09-01-2021 16:03:34","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:03:39","{""bpm"":100,""confidence"":1}"
"09-01-2021 16:03:44","{""bpm"":101,""confidence"":1}"
"09-01-2021 16:03:49","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:03:54","{""bpm"":100,""confidence"":1}"
"09-01-2021 16:04:04","{""bpm"":102,""confidence"":1}"
"09-01-2021 16:04:09","{""bpm"":100,""confidence"":1}"
"09-01-2021 16:04:19","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:04:24","{""bpm"":100,""confidence"":1}"
"09-01-2021 16:04:29","{""bpm"":96,""confidence"":1}"
"09-01-2021 16:04:39","{""bpm"":95,""confidence"":1}"
"09-01-2021 16:04:44","{""bpm"":93,""confidence"":1}"
"09-01-2021 16:04:49","{""bpm"":94,""confidence"":1}"
"09-01-2021 16:04:59","{""bpm"":93,""confidence"":1}"
"09-01-2021 16:05:04","{""bpm"":91,""confidence"":1}"
"09-01-2021 16:05:09","{""bpm"":92,""confidence"":1}"
"09-01-2021 16:05:14","{""bpm"":91,""confidence"":1}"
"09-01-2021 16:05:19","{""bpm"":92,""confidence"":1}"
"09-01-2021 16:05:24","{""bpm"":94,""confidence"":1}"
"09-01-2021 16:05:29","{""bpm"":95,""confidence"":1}"
"09-01-2021 16:05:34","{""bpm"":94,""confidence"":1}"
"09-01-2021 16:05:39","{""bpm"":97,""confidence"":1}"
"09-01-2021 16:05:44","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:05:49","{""bpm"":96,""confidence"":1}"
"09-01-2021 16:05:54","{""bpm"":98,""confidence"":1}"
"09-01-2021 16:05:59","{""bpm"":97,""confidence"":1}"
"09-01-2021 16:06:04","{""bpm"":96,""confidence"":1}"
"09-01-2021 16:06:14","{""bpm"":93,""confidence"":1}"
"09-01-2021 16:06:19","{""bpm"":92,""confidence"":2}"
"09-01-2021 16:06:24","{""bpm"":90,""confidence"":3}"
"09-01-2021 16:06:29","{""bpm"":89,""confidence"":2}"
"09-01-2021 16:06:44","{""bpm"":89,""confidence"":1}"
"09-01-2021 16:06:49","{""bpm"":90,""confidence"":1}"
"09-01-2021 16:06:54","{""bpm"":88,""confidence"":1}"
"09-01-2021 16:06:59","{""bpm"":80,""confidence"":3}"
"09-01-2021 16:07:04","{""bpm"":79,""confidence"":2}"
"09-01-2021 16:07:09","{""bpm"":80,""confidence"":1}"
"09-01-2021 16:07:19","{""bpm"":81,""confidence"":1}"
"09-01-2021 16:07:24","{""bpm"":81,""confidence"":2}"
"09-01-2021 16:07:39","{""bpm"":82,""confidence"":2}"
"09-01-2021 16:07:44","{""bpm"":87,""confidence"":2}"
"09-01-2021 16:07:49","{""bpm"":91,""confidence"":2}"
"09-01-2021 16:07:59","{""bpm"":90,""confidence"":1}"
"09-01-2021 16:08:09","{""bpm"":90,""confidence"":2}"
"09-01-2021 16:08:14","{""bpm"":90,""confidence"":1}"
"09-01-2021 16:08:19","{""bpm"":89,""confidence"":1}"
"09-01-2021 16:08:24","{""bpm"":91,""confidence"":2}"
"09-01-2021 16:08:29","{""bpm"":92,""confidence"":2}"
"09-01-2021 16:08:34","{""bpm"":88,""confidence"":2}"
"09-01-2021 16:08:39","{""bpm"":82,""confidence"":1}"
"09-01-2021 16:08:44","{""bpm"":83,""confidence"":1}"
"09-01-2021 16:08:49","{""bpm"":86,""confidence"":2}"
"09-01-2021 16:08:59","{""bpm"":85,""confidence"":2}"
"09-01-2021 16:09:04","{""bpm"":84,""confidence"":3}"
"09-01-2021 16:09:09","{""bpm"":82,""confidence"":3}"
"09-01-2021 16:09:14","{""bpm"":82,""confidence"":2}"
"09-01-2021 16:09:19","{""bpm"":81,""confidence"":2}"
"09-01-2021 16:09:34","{""bpm"":81,""confidence"":2}"
"09-01-2021 16:09:39","{""bpm"":84,""confidence"":2}"
"09-01-2021 16:09:44","{""bpm"":88,""confidence"":2}"
"09-01-2021 16:09:49","{""bpm"":89,""confidence"":1}"
"09-01-2021 16:09:54","{""bpm"":92,""confidence"":1}"
"09-01-2021 16:10:04","{""bpm"":91,""confidence"":2}"
"09-01-2021 16:10:09","{""bpm"":92,""confidence"":1}"
"09-01-2021 16:10:14","{""bpm"":94,""confidence"":1}"
"09-01-2021 16:10:19","{""bpm"":95,""confidence"":1}"
"09-01-2021 16:10:29","{""bpm"":97,""confidence"":1}"
"09-01-2021 16:10:34","{""bpm"":98,""confidence"":1}"
"09-01-2021 16:10:39","{""bpm"":96,""confidence"":1}"
"09-01-2021 16:10:44","{""bpm"":92,""confidence"":1}"
"09-01-2021 16:10:49","{""bpm"":89,""confidence"":2}"
"09-01-2021 16:10:54","{""bpm"":93,""confidence"":2}"
"09-01-2021 16:10:59","{""bpm"":96,""confidence"":1}"
"09-01-2021 16:11:14","{""bpm"":100,""confidence"":1}"
"09-01-2021 16:11:19","{""bpm"":103,""confidence"":1}"
"09-01-2021 16:11:24","{""bpm"":105,""confidence"":1}"
"09-01-2021 16:11:29","{""bpm"":103,""confidence"":1}"
"09-01-2021 16:11:34","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:11:39","{""bpm"":98,""confidence"":1}"
"09-01-2021 16:11:44","{""bpm"":97,""confidence"":2}"
"09-01-2021 16:11:49","{""bpm"":98,""confidence"":1}"
"09-01-2021 16:11:54","{""bpm"":94,""confidence"":1}"
"09-01-2021 16:11:59","{""bpm"":90,""confidence"":1}"
"09-01-2021 16:12:04","{""bpm"":90,""confidence"":1}"
"09-01-2021 16:12:09","{""bpm"":91,""confidence"":1}"
"09-01-2021 16:12:14","{""bpm"":90,""confidence"":2}"
"09-01-2021 16:12:19","{""bpm"":89,""confidence"":3}"
"09-01-2021 16:12:24","{""bpm"":86,""confidence"":2}"
"09-01-2021 16:12:29","{""bpm"":85,""confidence"":1}"
"09-01-2021 16:12:39","{""bpm"":84,""confidence"":1}"
"09-01-2021 16:12:44","{""bpm"":83,""confidence"":2}"
"09-01-2021 16:12:49","{""bpm"":80,""confidence"":3}"
"09-01-2021 16:12:54","{""bpm"":77,""confidence"":2}"
"09-01-2021 16:12:59","{""bpm"":77,""confidence"":1}"
"09-01-2021 16:13:09","{""bpm"":79,""confidence"":2}"
"09-01-2021 16:13:14","{""bpm"":80,""confidence"":1}"
"09-01-2021 16:13:19","{""bpm"":81,""confidence"":1}"
"09-01-2021 16:13:29","{""bpm"":83,""confidence"":3}"
"09-01-2021 16:13:34","{""bpm"":83,""confidence"":2}"
"09-01-2021 16:13:39","{""bpm"":84,""confidence"":1}"
"09-01-2021 16:13:44","{""bpm"":85,""confidence"":1}"
"09-01-2021 16:13:49","{""bpm"":88,""confidence"":1}"
"09-01-2021 16:13:54","{""bpm"":86,""confidence"":1}"
"09-01-2021 16:13:59","{""bpm"":85,""confidence"":1}"
"09-01-2021 16:14:04","{""bpm"":82,""confidence"":2}"
"09-01-2021 16:14:09","{""bpm"":81,""confidence"":2}"
"09-01-2021 16:14:24","{""bpm"":81,""confidence"":2}"
"09-01-2021 16:14:29","{""bpm"":82,""confidence"":1}"
"09-01-2021 16:14:34","{""bpm"":85,""confidence"":1}"
"09-01-2021 16:14:44","{""bpm"":82,""confidence"":2}"
"09-01-2021 16:14:49","{""bpm"":81,""confidence"":2}"
"09-01-2021 16:15:04","{""bpm"":81,""confidence"":2}"
"09-01-2021 16:15:09","{""bpm"":82,""confidence"":1}"
"09-01-2021 16:15:14","{""bpm"":83,""confidence"":1}"
"09-01-2021 16:15:19","{""bpm"":84,""confidence"":1}"
"09-01-2021 16:15:24","{""bpm"":85,""confidence"":1}"
"09-01-2021 16:15:29","{""bpm"":86,""confidence"":1}"
"09-01-2021 16:15:34","{""bpm"":86,""confidence"":3}"
"09-01-2021 16:15:39","{""bpm"":86,""confidence"":1}"
"09-01-2021 16:15:44","{""bpm"":86,""confidence"":2}"
"09-01-2021 16:15:49","{""bpm"":87,""confidence"":1}"
"09-01-2021 16:15:54","{""bpm"":86,""confidence"":1}"
"09-01-2021 16:15:59","{""bpm"":88,""confidence"":1}"
"09-01-2021 16:16:14","{""bpm"":90,""confidence"":1}"
"09-01-2021 16:16:24","{""bpm"":88,""confidence"":1}"
"09-01-2021 16:16:29","{""bpm"":86,""confidence"":1}"
"09-01-2021 16:16:34","{""bpm"":88,""confidence"":1}"
"09-01-2021 16:16:39","{""bpm"":87,""confidence"":1}"
"09-01-2021 16:16:44","{""bpm"":89,""confidence"":1}"
"09-01-2021 16:16:49","{""bpm"":88,""confidence"":2}"
"09-01-2021 16:16:54","{""bpm"":87,""confidence"":2}"
"09-01-2021 16:17:04","{""bpm"":88,""confidence"":2}"
"09-01-2021 16:17:09","{""bpm"":88,""confidence"":1}"
"09-01-2021 16:17:14","{""bpm"":86,""confidence"":1}"
"09-01-2021 16:17:19","{""bpm"":88,""confidence"":1}"
"09-01-2021 16:17:24","{""bpm"":87,""confidence"":1}"
"09-01-2021 16:17:29","{""bpm"":88,""confidence"":1}"
"09-01-2021 16:17:34","{""bpm"":86,""confidence"":2}"
"09-01-2021 16:17:39","{""bpm"":88,""confidence"":3}"
"09-01-2021 16:17:44","{""bpm"":90,""confidence"":2}"
"09-01-2021 16:17:49","{""bpm"":93,""confidence"":2}"
"09-01-2021 16:17:54","{""bpm"":95,""confidence"":3}"
"09-01-2021 16:17:59","{""bpm"":96,""confidence"":3}"
"09-01-2021 16:18:09","{""bpm"":100,""confidence"":1}"
"09-01-2021 16:18:24","{""bpm"":101,""confidence"":1}"
"09-01-2021 16:18:34","{""bpm"":103,""confidence"":1}"
"09-01-2021 16:18:39","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:18:49","{""bpm"":104,""confidence"":1}"
"09-01-2021 16:18:54","{""bpm"":102,""confidence"":1}"
"09-01-2021 16:18:59","{""bpm"":103,""confidence"":1}"
"09-01-2021 16:19:04","{""bpm"":101,""confidence"":1}"
"09-01-2021 16:19:09","{""bpm"":98,""confidence"":1}"
"09-01-2021 16:19:14","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:19:19","{""bpm"":98,""confidence"":1}"
"09-01-2021 16:19:24","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:19:29","{""bpm"":101,""confidence"":1}"
"09-01-2021 16:19:34","{""bpm"":101,""confidence"":2}"
"09-01-2021 16:19:44","{""bpm"":102,""confidence"":2}"
"09-01-2021 16:19:54","{""bpm"":101,""confidence"":1}"
"09-01-2021 16:19:59","{""bpm"":100,""confidence"":1}"
"09-01-2021 16:20:04","{""bpm"":99,""confidence"":1}"
"09-01-2021 16:20:19","{""bpm"":101,""confidence"":1}"
"09-01-2021 16:20:29","{""bpm"":102,""confidence"":1}"
"09-01-2021 16:20:34","{""bpm"":100,""confidence"":1}"
"09-01-2021 16:20:39","{""bpm"":95,""confidence"":1}"
"09-01-2021 16:20:44","{""bpm"":94,""confidence"":1}"
"09-01-2021 16:20:49","{""bpm"":93,""confidence"":1}"
"09-01-2021 16:20:54","{""bpm"":94,""confidence"":1}"
"09-01-2021 16:20:59","{""bpm"":96,""confidence"":1}"
"09-01-2021 16:21:04","{""bpm"":97,""confidence"":1}"
"09-01-2021 16:21:09","{""bpm"":101,""confidence"":1}"
"09-01-2021 16:21:14","{""bpm"":104,""confidence"":1}"
"09-01-2021 16:21:19","{""bpm"":107,""confidence"":1}"
"09-01-2021 16:21:24","{""bpm"":101,""confidence"":1}"
"09-01-2021 16:21:29","{""bpm"":97,""confidence"":1}"
"09-01-2021 16:21:34","{""bpm"":93,""confidence"":1}"
"09-01-2021 16:21:39","{""bpm"":91,""confidence"":1}"
"09-01-2021 16:21:44","{""bpm"":89,""confidence"":1}"
"09-01-2021 16:21:49","{""bpm"":85,""confidence"":1}"
"09-01-2021 16:21:54","{""bpm"":84,""confidence"":1}"
"09-01-2021 16:22:04","{""bpm"":85,""confidence"":1}"
"09-01-2021 16:22:09","{""bpm"":83,""confidence"":2}"
"09-01-2021 16:22:14","{""bpm"":82,""confidence"":2}"
"09-01-2021 16:22:19","{""bpm"":80,""confidence"":2}"
"09-01-2021 16:22:24","{""bpm"":83,""confidence"":1}"
"09-01-2021 16:22:34","{""bpm"":82,""confidence"":2}"
"09-01-2021 16:22:39","{""bpm"":80,""confidence"":3}"
"09-01-2021 16:22:44","{""bpm"":78,""confidence"":3}"
"09-01-2021 16:22:49","{""bpm"":77,""confidence"":3}"
