event time,event
0.0,0.0
1650.457,6.0
1650.457,6.0
1650.457,6.0
1650.457,6.0
1650.457,6.0
1650.457,6.0
1650.457,6.0
1650.457,6.0
3322.695,7.0
3322.695,7.0
3322.695,7.0
3322.695,7.0
3322.695,7.0
3322.695,7.0
5407.597,10.0
5407.597,10.0
5407.597,10.0
5407.597,10.0
5407.597,10.0
5407.597,10.0
9364.202000000001,3.0
9364.202000000001,3.0
9364.202000000001,3.0
9364.202000000001,3.0
9618.741,3.0
9618.741,3.0
9618.741,3.0
12766.578000000001,4.0
12766.578000000001,4.0
12766.578000000001,4.0
12766.578000000001,4.0
12766.578000000001,4.0
14082.429,4.0
14082.429,4.0
14082.429,4.0
14236.961000000001,4.0
