event time,event
0.0,0.0
3636.733,6.0
3636.733,6.0
3636.733,6.0
3636.733,6.0
3636.733,6.0
3636.733,6.0
3636.733,6.0
3636.733,6.0
3636.733,6.0
5163.792,7.0
5163.792,7.0
5163.792,7.0
5163.792,7.0
5163.792,7.0
5163.792,7.0
5163.792,7.0
5163.792,7.0
5163.792,7.0
5163.792,7.0
7336.239,10.0
7336.239,10.0
7336.239,10.0
7336.239,10.0
7336.239,10.0
7336.239,10.0
7336.239,10.0
7336.239,10.0
7336.239,10.0
7336.239,10.0
7336.239,10.0
7336.239,10.0
7336.239,10.0
9623.251,3.0
9623.251,3.0
9623.251,3.0
9623.251,3.0
9880.665,3.0
9880.665,3.0
9880.665,3.0
9880.665,3.0
13279.662,4.0
13279.662,4.0
13279.662,4.0
13279.662,4.0
13279.662,4.0
13279.662,4.0
13279.662,4.0
13279.662,4.0
13279.662,4.0
13735.652999999998,4.0
13786.18,4.0
13837.06,4.0
13886.768999999998,4.0
14853.172,4.0
14853.172,4.0
14853.172,4.0
14853.172,4.0
14853.172,4.0
31173.470999999998,7.0
31173.470999999998,7.0
31173.470999999998,7.0
31173.470999999998,7.0
31173.470999999998,7.0
31173.470999999998,7.0
31173.470999999998,7.0
31173.470999999998,7.0
